WaRecChangeIntentId,WaRecProcessId,WaRecChangeIntentTypeCode,WaRecChangeIntentTypeOtherDS,WaRecChangeIntentDispTypeCD,SeasonalOrTempChangeStartDate,SeasonalOrTempChangeEndDate,CreatedByUserName,CreatedDatetime,ModifiedByUserName,ModifiedDatetime
1,2087180,ChangePurpose,,,,,1,12/6/2004,1,12/6/2004
2,4194311,ChangePurpose,,,,,1,8/29/2007,1,8/29/2007
3,4193254,ChangePurpose,,,,,1,8/29/2007,1,8/29/2007
4,4193739,ChangePurpose,,,,,1,8/29/2007,1,8/29/2007
5,2032777,ChangePurpose,,,,,1,2/3/2010,1,2/3/2010
6,2032778,ChangePurpose,,,,,1,2/3/2010,1,2/3/2010
7,2075479,ChangePurpose,,,,,1,4/18/2011,1,4/18/2011
8,2032847,ChangePurpose,,,,,1,7/14/2011,1,7/14/2011
9,2085228,ChangePurpose,,,,,1,8/7/2012,1,8/7/2012
10,2087221,ChangePurpose,,,,,1,10/12/2012,1,10/12/2012
11,4247882,ChangePurpose,,,,,1,2/27/2013,1,2/27/2013
12,2087559,ChangePurpose,,,,,1,7/31/2013,1,7/31/2013
13,2087558,ChangePurpose,,,,,1,7/31/2013,1,7/31/2013
14,2087516,ChangePurpose,,,,,1,9/12/2013,1,9/12/2013
15,2087513,ChangePurpose,,,,,1,9/12/2013,1,9/12/2013
16,4185859,ChangePurpose,,,,,1,1/22/2014,1,1/22/2014
17,2088928,ChangePurpose,,,,,1,4/7/2014,1,4/7/2014
18,4550769,ChangePurpose,,,,,1,6/3/2014,1,6/3/2014
19,4594266,ChangePurpose,,,,,1,6/3/2014,1,6/3/2014
20,4594619,ChangePurpose,,,,,1,6/3/2014,1,6/3/2014
21,2087370,ChangePurpose,,,,,1,9/10/2014,1,9/10/2014
22,2087138,ChangePurpose,,,,,1,3/24/2015,1,3/24/2015
23,4294206,ChangePurpose,,,,,ARHA461,10/10/2013,ARHA461,10/10/2013
24,2271913,ChangePurpose,,,,,ARHA461,3/19/2014,ARHA461,3/19/2014
25,4484859,ChangePurpose,,,,,ARHA461,6/8/2015,ARHA461,6/8/2015
26,4484967,ChangePurpose,,,,,ARHA461,7/24/2015,ARHA461,7/24/2015
27,5403919,ChangePurpose,,,,,ARHA461,8/21/2015,ARHA461,8/21/2015
28,2272154,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
29,2285795,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
30,2285803,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
31,4238639,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
32,4292927,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
33,4294215,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
34,4471885,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
35,4484845,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
36,4484873,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
37,4505045,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
38,5281769,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
39,2224233,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
40,2224269,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
41,2272121,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
42,2224432,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
43,2224216,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
44,2271952,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
45,2271955,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
46,2271996,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
47,2271997,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
48,2271998,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
49,2272002,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
50,2272003,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
51,2272005,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
52,2272007,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
53,2272008,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
54,2272009,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
55,2272012,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
56,2272024,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
57,2285656,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
58,2285658,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
59,2285659,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
60,2285662,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
61,2271822,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
62,2271875,ChangePurpose,,,,,ARHA461,9/2/2015,ARHA461,9/2/2015
63,2084759,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
64,2032677,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
65,2084763,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
66,2085148,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
67,2087346,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
68,2271853,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
69,2271869,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
70,2271896,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
71,2285580,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
72,2285583,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
73,2285837,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
74,2271872,ChangePurpose,,,,,DGLE461,4/26/2004,DGLE461,4/26/2004
75,2285673,ChangePurpose,,,,,DGLE461,6/16/2004,DGLE461,6/16/2004
76,4308706,ChangePurpose,,,,,DGLE461,7/2/2007,DGLE461,7/2/2007
77,4265899,ChangePurpose,,,,,DGLE461,9/17/2007,DGLE461,9/17/2007
78,4267273,ChangePurpose,,,,,DGLE461,9/19/2007,DGLE461,9/19/2007
79,4268148,ChangePurpose,,,,,DGLE461,10/25/2007,DGLE461,10/25/2007
80,4268169,ChangePurpose,,,,,DGLE461,10/29/2007,DGLE461,10/29/2007
81,4272263,ChangePurpose,,,,,DGLE461,10/31/2007,DGLE461,10/31/2007
82,4273527,ChangePurpose,,,,,DGLE461,11/5/2007,DGLE461,11/5/2007
83,4273956,ChangePurpose,,,,,DGLE461,11/5/2007,DGLE461,11/5/2007
84,4268067,ChangePurpose,,,,,DGLE461,11/19/2007,DGLE461,11/19/2007
85,4307700,ChangePurpose,,,,,DGLE461,11/27/2007,DGLE461,11/27/2007
86,2272172,ChangePurpose,,,,,DGLE461,11/28/2007,DGLE461,11/28/2007
89,4499084,ChangePurpose,,,,,DGLE461,4/30/2008,DGLE461,4/30/2008
90,2271929,ChangePurpose,,,,,DGLE461,6/25/2008,DGLE461,6/25/2008
91,4268865,ChangePurpose,,,,,DGLE461,4/8/2009,DGLE461,4/8/2009
92,4268874,ChangePurpose,,,,,DGLE461,8/16/2011,DGLE461,8/16/2011
93,4886588,ChangePurpose,,,,,DGLE461,8/16/2011,DGLE461,8/16/2011
94,2285566,ChangePurpose,,,,,DGLE461,10/13/2011,DGLE461,10/13/2011
95,5080263,ChangePurpose,,,,,DGLE461,1/12/2012,DGLE461,1/12/2012
96,5080233,ChangePurpose,,,,,DGLE461,1/12/2012,DGLE461,1/12/2012
97,5080248,ChangePurpose,,,,,DGLE461,1/12/2012,DGLE461,1/12/2012
98,2271914,ChangePurpose,,,,,DGLE461,5/31/2012,DGLE461,5/31/2012
99,2285748,ChangePurpose,,,,,DGLE461,6/6/2012,DGLE461,6/6/2012
100,4284733,ChangePurpose,,,,,DGLE461,6/25/2012,DGLE461,6/25/2012
101,4291581,ChangePurpose,,,,,DGLE461,6/25/2012,DGLE461,6/25/2012
102,5321440,ChangePurpose,,,,,DGLE461,7/17/2012,DGLE461,7/17/2012
103,2223966,ChangePurpose,,,,,DGLE461,10/10/2012,DGLE461,10/10/2012
104,4484908,ChangePurpose,,,,,DGLE461,10/25/2012,DGLE461,10/25/2012
105,2224459,ChangePurpose,,,,,DGLE461,12/4/2012,DGLE461,12/4/2012
106,4676411,ChangePurpose,,,,,DGLE461,12/11/2012,DGLE461,12/11/2012
107,4674286,ChangePurpose,,,,,DGLE461,12/11/2012,DGLE461,12/11/2012
108,5525214,ChangePurpose,,,,,DGLE461,12/11/2012,DGLE461,12/11/2012
109,4676431,ChangePurpose,,,,,DGLE461,12/11/2012,DGLE461,12/11/2012
110,5240122,ChangePurpose,,,,,DGLE461,1/23/2013,DGLE461,1/23/2013
111,4284689,ChangePurpose,,,,,DGLE461,3/6/2013,DGLE461,3/6/2013
112,5441966,ChangePurpose,,,,,DGLE461,5/2/2013,DGLE461,5/2/2013
113,2285831,ChangePurpose,,,,,DGLE461,5/15/2013,DGLE461,5/15/2013
114,2272187,ChangePurpose,,,,,DGLE461,7/3/2013,DGLE461,7/3/2013
115,4291255,ChangePurpose,,,,,DGLE461,7/10/2013,DGLE461,7/10/2013
116,4472577,ChangePurpose,,,,,DGLE461,7/25/2013,DGLE461,7/25/2013
117,5884648,ChangePurpose,,,,,DGLE461,9/5/2013,DGLE461,9/5/2013
118,4472755,ChangePurpose,,,,,DGLE461,9/5/2013,DGLE461,9/5/2013
119,5884730,ChangePurpose,,,,,DGLE461,9/5/2013,DGLE461,9/5/2013
120,2224431,ChangePurpose,,,,,DGLE461,9/16/2013,DGLE461,9/16/2013
121,5921289,ChangePurpose,,,,,DGLE461,9/19/2013,DGLE461,9/19/2013
122,4471295,ChangePurpose,,,,,DGLE461,9/19/2013,DGLE461,9/19/2013
123,4484866,ChangePurpose,,,,,DGLE461,9/19/2013,DGLE461,9/19/2013
124,4274540,ChangePurpose,,,,,DGLE461,11/25/2013,DGLE461,11/25/2013
125,6005786,ChangePurpose,,,,,DGLE461,11/25/2013,DGLE461,11/25/2013
126,6005796,ChangePurpose,,,,,DGLE461,11/25/2013,DGLE461,11/25/2013
127,5966879,ChangePurpose,,,,,DGLE461,11/25/2013,DGLE461,11/25/2013
128,6005855,ChangePurpose,,,,,DGLE461,11/25/2013,DGLE461,11/25/2013
129,4487212,ChangePurpose,,,,,DGLE461,12/3/2013,DGLE461,12/3/2013
130,6007248,ChangePurpose,,,,,DGLE461,12/3/2013,DGLE461,12/3/2013
131,4679524,ChangePurpose,,,,,DGLE461,12/12/2013,DGLE461,12/12/2013
132,6009959,ChangePurpose,,,,,DGLE461,12/17/2013,DGLE461,12/17/2013
133,6009974,ChangePurpose,,,,,DGLE461,12/17/2013,DGLE461,12/17/2013
134,4327967,ChangePurpose,,,,,DGLE461,12/17/2013,DGLE461,12/17/2013
135,4471310,ChangePurpose,,,,,DGLE461,12/18/2013,DGLE461,12/18/2013
136,4294244,ChangePurpose,,,,,DGLE461,12/18/2013,DGLE461,12/18/2013
137,5645629,ChangePurpose,,,,,DGLE461,12/18/2013,DGLE461,12/18/2013
138,5645648,ChangePurpose,,,,,DGLE461,12/18/2013,DGLE461,12/18/2013
139,6005890,ChangePurpose,,,,,DGLE461,1/2/2014,DGLE461,1/2/2014
140,6046169,ChangePurpose,,,,,DGLE461,1/7/2014,DGLE461,1/7/2014
141,2271828,ChangePurpose,,,,,DGLE461,1/14/2014,DGLE461,1/14/2014
142,4235944,ChangePurpose,,,,,DGLE461,1/21/2014,DGLE461,1/21/2014
143,6087315,ChangePurpose,,,,,DGLE461,2/3/2014,DGLE461,2/3/2014
144,6046183,ChangePurpose,,,,,DGLE461,2/4/2014,DGLE461,2/4/2014
145,4498438,ChangePurpose,,,,,DGLE461,2/5/2014,DGLE461,2/5/2014
146,4498451,ChangePurpose,,,,,DGLE461,2/6/2014,DGLE461,2/6/2014
147,2084515,ChangePurpose,,,,,1,12/6/2004,1,12/6/2004
148,4193304,ChangePurpose,,,,,1,8/29/2007,1,8/29/2007
149,2085040,ChangePurpose,,,,,1,4/18/2011,1,4/18/2011
150,2087314,ChangePurpose,,,,,1,5/3/2013,1,5/3/2013
151,2087517,ChangePurpose,,,,,1,9/12/2013,1,9/12/2013
152,2087515,ChangePurpose,,,,,1,9/12/2013,1,9/12/2013
153,2087514,ChangePurpose,,,,,1,9/12/2013,1,9/12/2013
154,2143403,ChangePurpose,,,,,1,10/25/2013,1,10/25/2013
155,2087510,ChangePurpose,,,,,1,2/12/2014,1,2/12/2014
156,4157302,ChangePurpose,,,,,1,6/3/2014,1,6/3/2014
157,4459337,ChangePurpose,,,,,1,6/3/2014,1,6/3/2014
158,4459344,ChangePurpose,,,,,1,6/3/2014,1,6/3/2014
159,4680823,ChangePurpose,,,,,1,6/3/2014,1,6/3/2014
160,4294251,ChangePurpose,,,,,ARHA461,10/4/2011,ARHA461,10/4/2011
161,5279988,ChangePurpose,,,,,ARHA461,5/20/2013,ARHA461,5/20/2013
162,4484894,ChangePurpose,,,,,ARHA461,9/11/2013,ARHA461,9/11/2013
163,4847982,ChangePurpose,,,,,ARHA461,9/26/2014,ARHA461,9/26/2014
164,4484887,ChangePurpose,,,,,ARHA461,6/8/2015,ARHA461,6/8/2015
165,4700504,ChangePurpose,,,,,ARHA461,7/24/2015,ARHA461,7/24/2015
166,4702089,ChangePurpose,,,,,ARHA461,7/24/2015,ARHA461,7/24/2015
167,4716635,ChangePurpose,,,,,ARHA461,7/24/2015,ARHA461,7/24/2015
168,4719470,ChangePurpose,,,,,ARHA461,7/24/2015,ARHA461,7/24/2015
169,4716686,ChangePurpose,,,,,ARHA461,7/24/2015,ARHA461,7/24/2015
170,4730391,ChangePurpose,,,,,ARHA461,8/14/2015,ARHA461,8/14/2015
171,2285823,ChangePurpose,,,,,ARHA461,8/25/2015,ARHA461,8/25/2015
172,2285744,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
173,2223968,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
174,2285697,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
175,4291595,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
176,4292920,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
177,4292934,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
178,4294197,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
179,4294231,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
180,4465130,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
181,4471893,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
182,4471901,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
183,4484839,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
184,4491499,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
185,4491964,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
186,4496536,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
187,4500779,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
188,4530492,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
189,4657992,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
190,2229378,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
191,2272029,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
192,2272122,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
193,2285871,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
194,2271956,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
195,2271999,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
196,2272000,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
197,2272011,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
198,2285651,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
199,2285657,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
200,2285660,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
201,2285717,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
202,2271889,ChangePurpose,,,,,ARHA461,8/28/2015,ARHA461,8/28/2015
203,2075334,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
204,2084762,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
205,2084886,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
206,2229345,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
207,2271852,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
208,2271865,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
209,2271995,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
210,2272170,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
211,2285791,ChangePurpose,,,,,CvtWRATS,4/15/2003,CvtWRATS,4/15/2003
212,2085074,ChangePurpose,,,,,CvtWRATS,10/29/2003,CvtWRATS,10/29/2003
213,2285796,ChangePurpose,,,,,DGLE461,10/26/2004,DGLE461,10/26/2004
214,4267033,ChangePurpose,,,,,DGLE461,9/17/2007,DGLE461,9/17/2007
215,4267173,ChangePurpose,,,,,DGLE461,9/18/2007,DGLE461,9/18/2007
216,4267852,ChangePurpose,,,,,DGLE461,9/19/2007,DGLE461,9/19/2007
217,4267825,ChangePurpose,,,,,DGLE461,9/19/2007,DGLE461,9/19/2007
218,4267559,ChangePurpose,,,,,DGLE461,9/19/2007,DGLE461,9/19/2007
219,4268393,ChangePurpose,,,,,DGLE461,10/29/2007,DGLE461,10/29/2007
220,4268910,ChangePurpose,,,,,DGLE461,10/29/2007,DGLE461,10/29/2007
221,4268922,ChangePurpose,,,,,DGLE461,10/29/2007,DGLE461,10/29/2007
222,4272020,ChangePurpose,,,,,DGLE461,10/30/2007,DGLE461,10/30/2007
223,4272077,ChangePurpose,,,,,DGLE461,10/31/2007,DGLE461,10/31/2007
224,4272110,ChangePurpose,,,,,DGLE461,10/31/2007,DGLE461,10/31/2007
225,4272312,ChangePurpose,,,,,DGLE461,10/31/2007,DGLE461,10/31/2007
226,4273209,ChangePurpose,,,,,DGLE461,10/31/2007,DGLE461,10/31/2007
227,2224131,ChangePurpose,,,,,DGLE461,11/28/2007,DGLE461,11/28/2007
228,2271863,ChangePurpose,,,,,DGLE461,11/28/2007,DGLE461,11/28/2007
229,2229373,ChangePurpose,,,,,DGLE461,11/28/2007,DGLE461,11/28/2007
230,4492751,ChangePurpose,,,,,DGLE461,5/9/2008,DGLE461,5/9/2008
231,4504691,ChangePurpose,,,,,DGLE461,5/20/2008,DGLE461,5/20/2008
232,2224282,ChangePurpose,,,,,DGLE461,10/6/2008,DGLE461,10/6/2008
233,4619752,ChangePurpose,,,,,DGLE461,4/20/2009,DGLE461,4/20/2009
234,4627129,ChangePurpose,,,,,DGLE461,5/21/2009,DGLE461,5/21/2009
235,4465178,ChangePurpose,,,,,DGLE461,5/21/2009,DGLE461,5/21/2009
236,4709307,ChangePurpose,,,,,DGLE461,12/22/2010,DGLE461,12/22/2010
237,5080141,ChangePurpose,,,,,DGLE461,1/12/2012,DGLE461,1/12/2012
238,5080169,ChangePurpose,,,,,DGLE461,1/12/2012,DGLE461,1/12/2012
239,2285558,ChangePurpose,,,,,DGLE461,5/16/2012,DGLE461,5/16/2012
240,2224436,ChangePurpose,,,,,DGLE461,5/24/2012,DGLE461,5/24/2012
241,4284740,ChangePurpose,,,,,DGLE461,6/25/2012,DGLE461,6/25/2012
242,4721584,ChangePurpose,,,,,DGLE461,6/27/2012,DGLE461,6/27/2012
243,4725578,ChangePurpose,,,,,DGLE461,10/10/2012,DGLE461,10/10/2012
244,2272128,ChangePurpose,,,,,DGLE461,10/31/2012,DGLE461,10/31/2012
245,2272129,ChangePurpose,,,,,DGLE461,10/31/2012,DGLE461,10/31/2012
246,2271962,ChangePurpose,,,,,DGLE461,11/26/2012,DGLE461,11/26/2012
247,2224458,ChangePurpose,,,,,DGLE461,12/4/2012,DGLE461,12/4/2012
248,5525183,ChangePurpose,,,,,DGLE461,12/11/2012,DGLE461,12/11/2012
249,5525145,ChangePurpose,,,,,DGLE461,12/11/2012,DGLE461,12/11/2012
250,5240129,ChangePurpose,,,,,DGLE461,1/23/2013,DGLE461,1/23/2013
251,4484816,ChangePurpose,,,,,DGLE461,3/6/2013,DGLE461,3/6/2013
252,4274533,ChangePurpose,,,,,DGLE461,3/6/2013,DGLE461,3/6/2013
253,4963028,ChangePurpose,,,,,DGLE461,3/14/2013,DGLE461,3/14/2013
254,5767385,ChangePurpose,,,,,DGLE461,5/29/2013,DGLE461,5/29/2013
255,5802141,ChangePurpose,,,,,DGLE461,6/27/2013,DGLE461,6/27/2013
256,4480301,ChangePurpose,,,,,DGLE461,7/25/2013,DGLE461,7/25/2013
257,5080580,ChangePurpose,,,,,DGLE461,8/15/2013,DGLE461,8/15/2013
258,5403910,ChangePurpose,,,,,DGLE461,9/5/2013,DGLE461,9/5/2013
259,4484852,ChangePurpose,,,,,DGLE461,9/5/2013,DGLE461,9/5/2013
260,4472568,ChangePurpose,,,,,DGLE461,9/5/2013,DGLE461,9/5/2013
261,4471456,ChangePurpose,,,,,DGLE461,9/5/2013,DGLE461,9/5/2013
262,5884722,ChangePurpose,,,,,DGLE461,9/5/2013,DGLE461,9/5/2013
263,4292775,ChangePurpose,,,,,DGLE461,9/18/2013,DGLE461,9/18/2013
264,4492871,ChangePurpose,,,,,DGLE461,9/19/2013,DGLE461,9/19/2013
265,4480294,ChangePurpose,,,,,DGLE461,9/19/2013,DGLE461,9/19/2013
266,5921331,ChangePurpose,,,,,DGLE461,9/19/2013,DGLE461,9/19/2013
267,4472561,ChangePurpose,,,,,DGLE461,11/5/2013,DGLE461,11/5/2013
268,5965994,ChangePurpose,,,,,DGLE461,11/5/2013,DGLE461,11/5/2013
269,4289716,ChangePurpose,,,,,DGLE461,11/5/2013,DGLE461,11/5/2013
270,4471302,ChangePurpose,,,,,DGLE461,11/13/2013,DGLE461,11/13/2013
271,4485663,ChangePurpose,,,,,DGLE461,11/13/2013,DGLE461,11/13/2013
272,5966905,ChangePurpose,,,,,DGLE461,11/13/2013,DGLE461,11/13/2013
273,4482681,ChangePurpose,,,,,DGLE461,11/13/2013,DGLE461,11/13/2013
274,5966914,ChangePurpose,,,,,DGLE461,11/13/2013,DGLE461,11/13/2013
275,4669295,ChangePurpose,,,,,DGLE461,11/25/2013,DGLE461,11/25/2013
276,5884686,ChangePurpose,,,,,DGLE461,11/25/2013,DGLE461,11/25/2013
277,5921379,ChangePurpose,,,,,DGLE461,11/25/2013,DGLE461,11/25/2013
278,6009033,ChangePurpose,,,,,DGLE461,12/12/2013,DGLE461,12/12/2013
279,4674083,ChangePurpose,,,,,DGLE461,1/7/2014,DGLE461,1/7/2014
280,6049240,ChangePurpose,,,,,DGLE461,1/21/2014,DGLE461,1/21/2014
281,6087770,ChangePurpose,,,,,DGLE461,2/5/2014,DGLE461,2/5/2014
282,6087790,ChangePurpose,,,,,DGLE461,2/5/2014,DGLE461,2/5/2014
283,6090123,ChangePurpose,,,,,DGLE461,2/13/2014,DGLE461,2/13/2014
284,4294238,ChangePurpose,,,,,DGLE461,2/13/2014,DGLE461,2/13/2014
285,6090148,ChangePurpose,,,,,DGLE461,2/13/2014,DGLE461,2/13/2014
286,4294223,ChangePurpose,,,,,DGLE461,2/13/2014,DGLE461,2/13/2014
287,2224430,ChangePurpose,,,,,DGLE461,2/13/2014,DGLE461,2/13/2014
288,5039386,ChangePurpose,,,,,DGLE461,2/18/2014,DGLE461,2/18/2014
289,5039438,ChangePurpose,,,,,DGLE461,2/18/2014,DGLE461,2/18/2014
290,6091100,ChangePurpose,,,,,DGLE461,2/18/2014,DGLE461,2/18/2014
291,6091113,ChangePurpose,,,,,DGLE461,2/18/2014,DGLE461,2/18/2014
292,6090137,ChangePurpose,,,,,DGLE461,2/13/2014,DGLE461,2/13/2014
293,4498502,ChangePurpose,,,,,DGLE461,2/13/2014,DGLE461,2/13/2014
294,2285880,ChangePurpose,,,,,DGLE461,2/13/2014,DGLE461,2/13/2014
295,5039400,ChangePurpose,,,,,DGLE461,2/18/2014,DGLE461,2/18/2014
296,6125405,ChangePurpose,,,,,DGLE461,2/19/2014,DGLE461,2/19/2014
297,6125625,ChangePurpose,,,,,DGLE461,2/20/2014,DGLE461,2/20/2014
298,6125655,ChangePurpose,,,,,DGLE461,2/20/2014,DGLE461,2/20/2014
299,6126079,ChangePurpose,,,,,DGLE461,2/25/2014,DGLE461,2/25/2014
300,6126087,ChangePurpose,,,,,DGLE461,2/25/2014,DGLE461,2/25/2014
301,6126113,ChangePurpose,,,,,DGLE461,2/25/2014,DGLE461,2/25/2014
302,4471288,ChangePurpose,,,,,DGLE461,2/26/2014,DGLE461,2/26/2014
303,5922295,ChangePurpose,,,,,DGLE461,2/26/2014,DGLE461,2/26/2014
304,6129984,ChangePurpose,,,,,DGLE461,3/17/2014,DGLE461,3/17/2014
305,4496543,ChangePurpose,,,,,DGLE461,4/3/2014,DGLE461,4/3/2014
306,6202964,ChangePurpose,,,,,DGLE461,4/21/2014,DGLE461,4/21/2014
307,4291588,ChangePurpose,,,,,DGLE461,5/15/2014,DGLE461,5/15/2014
308,6221288,ChangePurpose,,,,,DGLE461,5/15/2014,DGLE461,5/15/2014
309,2224429,ChangePurpose,,,,,DGLE461,6/5/2014,DGLE461,6/5/2014
310,2285834,ChangePurpose,,,,,DGLE461,6/5/2014,DGLE461,6/5/2014
311,6259219,ChangePurpose,,,,,DGLE461,6/5/2014,DGLE461,6/5/2014
312,2224428,ChangePurpose,,,,,DGLE461,6/23/2014,DGLE461,6/23/2014
313,4484901,ChangePurpose,,,,,DGLE461,7/16/2014,DGLE461,7/16/2014
314,6270999,ChangePurpose,,,,,DGLE461,8/4/2014,DGLE461,8/4/2014
315,5443449,ChangePurpose,,,,,DGLE461,8/4/2014,DGLE461,8/4/2014
316,6271010,ChangePurpose,,,,,DGLE461,8/4/2014,DGLE461,8/4/2014
317,4544340,ChangePurpose,,,,,DGLE461,8/27/2014,DGLE461,8/27/2014
318,6281408,ChangePurpose,,,,,DGLE461,10/1/2014,DGLE461,10/1/2014
319,4496529,ChangePurpose,,,,,DGLE461,10/21/2014,DGLE461,10/21/2014
320,4485656,ChangePurpose,,,,,DGLE461,10/21/2014,DGLE461,10/21/2014
321,4883361,ChangePurpose,,,,,DGLE461,10/22/2014,DGLE461,10/22/2014
