WR_Doc_ID,Parent,Parent_Qa,AnnualVolumeQuantity_filled
2086563,NULL,,21.2
2086565,NULL,,36
2086574,NULL,,560
2086576,NULL,,1480
2086580,NULL,,160
2086584,NULL,,405.2
2086585,NULL,,10
2086586,NULL,,56
2086587,NULL,,10
2086588,NULL,,25.2
2086589,NULL,,17.6
2086590,NULL,,14
2086591,NULL,,12
2086592,NULL,,10.8
2086593,NULL,,12
2086595,NULL,,40
2086598,NULL,,608
2086599,NULL,,18
2086603,NULL,,40
2086604,NULL,,8
2086606,NULL,,16
2086608,NULL,,28.16
2086610,NULL,,51.5
2086611,NULL,,64
2086613,NULL,,292
2086614,NULL,,18
2086616,NULL,,2
2086617,NULL,,20
2086624,NULL,,40
2086626,NULL,,120
2086629,NULL,,4
2086630,NULL,,160
2086631,NULL,,240
2086632,NULL,,12
2086641,NULL,,68
2086642,NULL,,80
2086648,NULL,,240
2086650,NULL,,80
2086651,NULL,,468
2086653,NULL,,60
2086654,NULL,,8
2086655,NULL,,28
2086656,NULL,,20
2086658,NULL,,560
2086660,NULL,,16
2086662,NULL,,8
2086663,NULL,,1397.6
2086664,NULL,,10
2086667,NULL,,27.32
2086668,NULL,,72
2086669,NULL,,388.88
2086674,NULL,,20
2086684,NULL,,18
2086686,NULL,,5
2086688,NULL,,24
2086691,NULL,,14
2086695,NULL,,1200
2086697,NULL,,2560
2086698,NULL,,960
2086705,NULL,,80
2086706,NULL,,2
2086707,NULL,,8
2086708,NULL,,20
2086709,NULL,,220
2086710,NULL,,20
2086712,NULL,,84
2086714,NULL,,220
2086716,NULL,,40
2086752,2055448,120,83.88
2086771,2082422,786,600
2086792,NULL,,12
2086797,NULL,,480
2086802,NULL,,1120
2086803,NULL,,1120
2086804,NULL,,560
2086805,NULL,,40
2086806,NULL,,1120
2086807,NULL,,160
2086808,NULL,,186.4
2086809,NULL,,15.6
2086811,NULL,,20
2086815,NULL,,160
2086823,NULL,,4400
2086824,NULL,,24
2086825,NULL,,7.88
2086826,NULL,,120
2086828,NULL,,76
2086834,NULL,,120
2086835,NULL,,10
2086836,NULL,,10
2086837,NULL,,10
2086838,NULL,,56
2086839,NULL,,10
2086840,NULL,,10
2086841,NULL,,10
2086842,NULL,,10
2086858,2079786,82.11,4.76
2086862,4188122,NA,649.75
2086864,2061544,284,36.04
2086876,2086871,59.5,24.38
2086877,2086873,157.5,157.5
2086881,2080039,5465.52,2.26
2086883,NULL,,8
2086893,2079834,48,45.6
2086909,2132771,29.4,29.4
2086918,2080041,NA,21.67
2086919,2081598,3024,3024
2086932,2139978,163.8,163.8
2086933,2082753,101,101
2086936,NULL,,684
2086938,2140290,1573,1573
2086955,2078753,160,97.1
2086961,NULL,,14
2086973,2082517,63,63
2086974,2078510,60,60
2086975,2039622,56,28
2086976,2074858,86,86
2086977,2050875,280,226
2086978,2056167,10,10
2086979,2087023,8000,88
2086981,2039500,160,135.6
2086982,4175232,62.5,62.5
2086983,2074860,60,24
2086984,2087023,8000,24
2086985,2050875,280,16
2086988,2087023,8000,40
2086989,2056095,80,32
2086990,2041527,200,177
2086991,reserved right,,160
2086993,4702149,14,14
2086995,2074433,90000,68.24
2086996,2074433,90000,88.8
2086997,4702227,18,18
2087002,2079089,180,180
2087003,2079654,44,44
2087006,2077820,200,197.5
2087007,2077821,2064.5,2064.5
2087009,vested right,,800
2087010,2084614,75,39
2087016,2077822,25000,880
2087020,2080080,240,240
2087023,2087023,8000,4221
2087025,2077794,140,140
2087026,vested right,,88
2087027,vested right,,160
2087029,vested right,,48
2087030,vested right,,34.8
2087032,vested right,,88
2087033,vested right,,14.8
2087034,vested right,,98
2087035,vested right,,96
2087036,vested right,,72
2087039,NULL,,14
2087040,NULL,,64
2087041,vested right,,120
2087042,vested right,,194
2087043,4182785,30,30
2087046,vested right,,26
2087049,vested right,,124
2087054,vested right,,240
2087055,vested right,,320
2087057,2087045,58,58
2087058,vested right,,150
2087061,vested right,,240
2087063,2087023,8000,95
2087064,2087023,8000,8
2087065,2083781,96,96
2087069,2087023,8000,28
2087070,2087023,8000,50
2087071,vested right,,100
2087072,2080097,120,120
2087073,2077534,284,284
2087076,2083843,220,220
2087077,vested right,,80
2087081,2084636,162,162
2087082,2084352,1210,1210
2087083,2083450,4,4
2087087,2069231,28,28
2087089,2084324,493,493
2087090,2084264,192,192
2087093,2083266,22,22
2087095,2080014,75,75
2087097,2083295,256,256
2087098,2079284,127.85,127.85
2087100,2079301,75,75
2087101,2079302,88.95,88.95
2087102,2078996,16,16
2087107,2083179,56,40
2087110,2077553,NA,10
2087122,2079859,348.16,102
2087123,2079859,348.16,155
2087124,2080493,NA,188.5
2087129,2080045,360,53.3
2087133,NULL,,108
2087136,NULL,,280
2087166,2080039,5465.52,24.3
2087184,NULL,,124
2087192,NULL,,6.6
2087200,2076208,39,39
2087202,2077041,159,159
2087203,2082114,120,120
2087220,2139842,64,64
2087221,2071255,336,62.9
2087226,2080039,5465.52,29
2087236,2079311,80.8,20
2087237,2079306,72.42,31.96
2087238,2079308,88.25,10.8
2087239,2079016,15,15
2087240,2079018,15,15
2087241,2079272,120,120
2087245,2082975,426,426
2087246,2084444,64,64
2087247,2084584,40,10
2087249,2077810,35,35
2087250,2077792,100,100
2087251,2083351,480,480
2087252,2065214,240,240
2087255,2083558,36,8
2087256,2079311,153,25
2087257,2079311,153,22.5
2087258,2075189,2060,800
2087259,2083558,36,36
2087260,2083117,200,200
2087261,2083532,400,400
2087262,2079277,31.5,31.5
2087268,2083982,560,217
2087270,2081330,23,23
2087272,2045647,19.615,3.85
2087274,2082154,299,155
2087277,2082419,130,130
2087329,NULL,,232
2087346,2077341,2,2
2087348,2077793,NA,5.1
2087361,NULL,,16
2087384,2084022,200,200
2087491,2079092,NA,0.58
2087503,2079503,136,96.56
2087511,2140002,466,466
2087518,2080039,5465.52,7.07
2087520,2080039,5465.52,16.9
2087522,2080039,5465.52,12.7
2087540,2075614,3065.6,3065.6
2087564,NULL,,128
2087587,2074433,90000,138
2087588,2080039,5465.52,262
2087599,NULL,,20
2087624,2040402,40,17.6
2087626,NULL,,31
2087627,NULL,,5
2087628,NULL,,20
2087649,NULL,,720
2087656,2038671,23.86,20
2087669,2079087,424.5,33.68
2087673,2080039,5465.52,7.08
2087687,2080039,5465.52,4.5
2087688,2079087,424.5,20.29
2087689,2079087,424.5,21.6
2087691,2079087,424.5,1.43
2087694,2075604,197.7,70.8
2087696,2064200,240,107.25
2087697,2064387,22,22
2087698,2048623,1282.5,47.3
2087699,2048623,1282.5,22
2087702,2079091,249.55,0.883
2087703,2078575,87,23.65
2087710,NULL,,14
2087711,2048623,1282.5,10.2
2087713,2080039,5465.52,2.26
2087716,NULL,,35
2087721,NULL,,160
2087722,2077440,100,48.56
2087723,2078310,292,135.97
2087725,NULL,,200
2087735,2079100,NA,18.83
2087736,2079100,NA,8.34
2087737,2078575,87,39.18
2087738,NULL,,16
2087742,2079320,362.5,38.1
2087893,NULL,,36
2088689,NULL,,9
2088839,2135885,232,232
2088840,2135884,228,228
2088841,2142455,222,222
2088842,2142456,222,222
2088843,2142225,216,205
2088844,2141720,144,48
2088845,2141653,240,228
2088846,2134317,180,136.8
2088847,2142031,168,168
2088848,2142524,280,280
2088868,2095300,41,41
2088909,NULL,,43
2088999,2133959,125.16,30
2089000,2133958,247.2,157
2089001,2133940,66,42
2089002,2140761,82,82
2089011,2133718,42,19.62
2089012,2133970,24,11.22
2089017,2139562,160,91
2089018,4192104,120,41
2089019,NULL,,106
2089030,2143146,223,5.8
2089031,2143146,223,8.3
2089033,NULL,,3064
2089036,2143064,100,100
2089037,2143065,80,80
2089038,2141509,260,230
2089039,2141804,440,440
2089040,2140688,1053,1053
2089057,2141342,484,36
2089073,2141910,546,118
2089074,2142506,169.21,118.21
2089082,6271268,20,14
2089088,2143146,223,10.8
2089134,2143507,107,107
2089135,2139766,68,54
2089185,NULL,,1760
2089186,NULL,,1760
2089187,NULL,,1600
2089208,NULL,,17
2089209,NULL,,15.5
2089210,NULL,,391
2089214,2136151,56,43.6
2089215,2138704,24.75,21.5
2089216,2137942,71.75,28.4
2089237,2143029,200,47.3
2089238,2142251,360,154.5
2089250,NULL,,174
2089326,NULL,,84.36
2089713,2143273,150,150
2089768,NULL,,7
2089776,NULL,,11
2089802,2139579,400,400
2089803,2138709,186,186
2089804,2139738,691,691
2089808,2089807,100,94.5
2089820,NULL,,81.65
2089944,NULL,,887
2089962,NULL,,1066
2089964,NULL,,883
2089976,2140622,60,60
2090005,2137931,768,768
2090006,2138084,160,160
2090007,2141215,160,160
2090009,2142897,80,80
2091442,NULL,,8
2091697,NULL,,25.2
2092296,NULL,,110
2095237,2142424,40,25
2095257,NULL,,7.5
2095265,NULL,,40
2095270,NULL,,56
2095276,NULL,,8
2095279,NULL,,28.5
2095280,NULL,,11.6
2095283,NULL,,11.6
2095284,NULL,,3.8
2095285,NULL,,48
2095307,NULL,,36.8
2095309,NULL,,75
2095323,2134804,175,12.5
2129285,NULL,,2560
2129286,NULL,,640
2129293,NULL,,1600
2129316,2143389,50.8,6.6
2129416,2134406,225,145
2129420,2141809,240,24
2129422,2137450,21,17
2129441,2141779,100,37.8
2129446,2143553,534.7,132
2129534,2139562,160,23
2129535,NULL,,44
2129536,NULL,,102
2129550,2133721,360,360
2129567,2138250,48.5,35
2129581,2129581,180.6,180.6
2129594,NULL,,30.5
2129647,4191985,43704,43704
2129684,NULL,,3
2129695,NULL,,40.52
2129725,2140981,38,38
2129758,NULL,,491
2129762,2142410,132,132
2130415,NULL,,280
2130694,NULL,,7.5
2130716,NULL,,415
2131006,NULL,,17
2131052,NULL,,1834
2131108,NULL,,10.3
2131221,NULL,,1860
2131222,NULL,,3515
2131257,NULL,,794
2131258,NULL,,329
2131595,NULL,,10.3
2131770,NULL,,372
2131780,NULL,,48.37
2131846,NULL,,2134.35
2132001,NULL,,10.3
2132012,NULL,,3.42
2132035,NULL,,144
2132044,NULL,,325
2132053,NULL,,116.2
2132054,NULL,,304
2132083,NULL,,7628
2132104,NULL,,167
2132165,NULL,,7212
2132170,NULL,,6465
2132171,NULL,,2180
2132260,NULL,,15673
2132285,NULL,,199
2132361,NULL,,18000
2132387,NULL,,248
2132415,NULL,,828
2132443,NULL,,839
2132444,NULL,,2202
2132505,NULL,,25
2132647,NULL,,3.5
2132648,NULL,,8
2132654,NULL,,14.8
2132687,NULL,,10
2132688,NULL,,372
2132690,NULL,,31
2132699,NULL,,18
2132733,NULL,,72.8
2132740,NULL,,22
2132750,NULL,,5.3
2132782,NULL,,11
2132797,NULL,,18.6
2132798,NULL,,1
2132806,NULL,,1
2132818,NULL,,46
2132819,NULL,,160
2132832,4190352,35.4,35.4
2132842,NULL,,1
2132843,NULL,,15
2132852,NULL,,1
2132857,NULL,,5.8
2132862,NULL,,3
2132866,NULL,,60
2132869,NULL,,10
2132875,NULL,,12
2132889,NULL,,225
2132891,NULL,,40
2132905,2132905,47,7
2132911,NULL,,23.4
2132918,NULL,,62.5
2132928,NULL,,4
2132933,NULL,,100
2132958,NULL,,46
2132968,NULL,,8
2132972,NULL,,1100
2132983,NULL,,120
2132997,2132997,90,-30
2133000,NULL,,9
2133002,NULL,,8.25
2133028,NULL,,51.6
2133032,NULL,,14
2133036,NULL,,52
2133037,NULL,,2
2133066,NULL,,10.8
2133121,NULL,,450
2133122,NULL,,10
2133123,NULL,,60
2133124,NULL,,15
2133125,NULL,,20
2133126,NULL,,10
2133128,NULL,,25
2133129,NULL,,65
2133130,NULL,,45
2133131,NULL,,100
2133135,NULL,,475.8
2133136,NULL,,10
2133137,NULL,,30
2133138,NULL,,25
2133139,NULL,,30
2133141,NULL,,12
2133142,NULL,,27.5
2133143,NULL,,15
2133144,NULL,,35
2133145,NULL,,333.5
2133146,NULL,,300
2133149,NULL,,27.5
2133150,NULL,,10
2133151,NULL,,155
2133152,NULL,,60
2133153,NULL,,350
2133154,NULL,,45
2133155,NULL,,12
2133156,NULL,,25
2133157,NULL,,445
2133159,NULL,,95
2133161,NULL,,270.5
2133162,NULL,,25
2133164,NULL,,30
2133165,NULL,,270
2133166,NULL,,175
2133167,NULL,,250
2133168,NULL,,8
2133169,NULL,,85
2133170,NULL,,200
2133171,NULL,,65.5
2133172,NULL,,50
2133173,NULL,,15
2133174,NULL,,40
2133176,NULL,,215
2133177,NULL,,150
2133178,NULL,,15
2133179,NULL,,249.5
2133180,NULL,,12
2133181,NULL,,48.5
2133182,NULL,,100
2133186,NULL,,40
2133187,NULL,,20
2133188,NULL,,125
2133189,NULL,,4
2133190,NULL,,67.5
2133191,NULL,,10
2133192,NULL,,50
2133193,NULL,,25
2133194,NULL,,100
2133195,NULL,,60
2133196,NULL,,8
2133197,NULL,,20
2133198,NULL,,37.5
2133199,NULL,,393.5
2133200,NULL,,35
2133205,NULL,,2193
2133207,NULL,,70
2133211,NULL,,24
2133212,NULL,,255
2133522,NULL,,150
2133523,NULL,,156
2133524,NULL,,285
2133525,NULL,,138
2133526,NULL,,540
2133527,NULL,,144
2133528,NULL,,390
2133529,NULL,,240
2133530,NULL,,360
2133531,NULL,,150
2133532,NULL,,1200
2133533,NULL,,360
2133534,NULL,,600
2133535,NULL,,228
2133536,NULL,,600
2133537,NULL,,600
2133539,NULL,,90
2133540,NULL,,240
2133542,NULL,,1200
2133543,NULL,,300
2133544,NULL,,450
2133545,NULL,,1314
2133546,NULL,,270
2133547,NULL,,342
2133549,NULL,,240
2133551,NULL,,90
2133553,NULL,,330
2133555,NULL,,48
2133556,NULL,,390
2133562,NULL,,12
2133563,NULL,,12
2133679,NULL,,12
2133680,NULL,,42
2133681,NULL,,30
2133682,NULL,,48
2133683,NULL,,30
2133684,NULL,,24
2133685,NULL,,6
2133688,NULL,,168
2133689,NULL,,36
2133691,NULL,,108
2133693,NULL,,12
2133694,NULL,,12
2133695,NULL,,80.1
2133696,NULL,,36
2133697,NULL,,42
2133698,NULL,,12
2133700,NULL,,120
2133701,NULL,,6
2133702,NULL,,24
2133703,NULL,,120
2133704,NULL,,93.36
2133705,NULL,,288
2133707,NULL,,20
2133712,NULL,,6
2133714,NULL,,9
2133715,NULL,,12
2133716,NULL,,6
2133717,NULL,,12
2133719,NULL,,18
2133720,NULL,,12
2133727,NULL,,12
2133728,NULL,,112.8
2133729,NULL,,150
2133730,NULL,,180
2133731,NULL,,90
2133732,NULL,,810
2133733,NULL,,30
2133734,NULL,,258
2133736,NULL,,9
2133737,NULL,,180
2133739,NULL,,300
2133740,NULL,,36
2133741,NULL,,6
2133742,NULL,,360
2133743,NULL,,60
2133745,NULL,,240
2133746,NULL,,30
2133748,NULL,,30
2133749,NULL,,222
2133751,NULL,,108
2133752,NULL,,30
2133753,NULL,,30
2133755,NULL,,30
2133756,NULL,,18
2133758,NULL,,46.2
2133759,NULL,,54
2133760,NULL,,24
2133761,NULL,,18
2133762,NULL,,48
2133763,NULL,,12
2133764,NULL,,120
2133766,NULL,,36
2133767,NULL,,15
2133768,NULL,,48
2133769,NULL,,60
2133770,NULL,,18
2133771,NULL,,30
2133773,NULL,,90
2133775,NULL,,186
2133781,NULL,,381
2133782,NULL,,180
2133783,NULL,,60
2133784,NULL,,120
2133785,NULL,,48
2133786,NULL,,12
2133787,NULL,,36
2133788,NULL,,24
2133789,NULL,,88
2133790,NULL,,72
2133791,NULL,,90
2133792,NULL,,150
2133793,NULL,,110
2133794,NULL,,480
2133795,NULL,,762
2133796,NULL,,90
2133797,NULL,,30
2133799,NULL,,15
2133800,NULL,,300
2133802,NULL,,240
2133804,NULL,,66
2133805,NULL,,60
2133807,NULL,,90
2133808,NULL,,450
2133811,NULL,,66
2133812,NULL,,42.48
2133814,NULL,,60
2133815,NULL,,132
2133816,NULL,,108
2133817,NULL,,201
2133818,NULL,,60
2133819,NULL,,180
2133820,NULL,,60
2133821,NULL,,354.4
2133822,NULL,,90
2133823,NULL,,90
2133824,NULL,,3000
2133825,NULL,,120
2133826,NULL,,60
2133827,NULL,,240
2133828,NULL,,96
2133829,NULL,,42
2133830,NULL,,300
2133831,NULL,,132
2133832,NULL,,132
2133833,NULL,,120
2133836,NULL,,126
2133840,NULL,,6
2133842,NULL,,75
2133843,NULL,,42
2133844,NULL,,24
2133845,NULL,,48
2133846,NULL,,48
2133847,NULL,,6
2133848,NULL,,30
2133850,NULL,,36
2133856,NULL,,228
2133858,NULL,,106.8
2133859,NULL,,312
2133863,NULL,,12
2133864,NULL,,6
2133865,NULL,,25.5
2133866,NULL,,12
2133867,NULL,,15
2133868,NULL,,6
2133869,NULL,,36
2133870,NULL,,6
2133871,NULL,,6
2133872,NULL,,3
2133873,NULL,,30
2133874,NULL,,21
2133875,NULL,,8
2133876,NULL,,12
2133877,NULL,,9
2133878,NULL,,12
2133879,NULL,,9
2133880,NULL,,15
2133881,NULL,,33
2133882,NULL,,183
2133883,NULL,,240
2133887,NULL,,30
2133889,NULL,,18
2133890,NULL,,60
2133893,NULL,,60
2133894,NULL,,54
2133896,NULL,,52.5
2133899,NULL,,180
2133900,NULL,,60
2133903,NULL,,43.74
2133904,NULL,,90
2133905,NULL,,34.5
2133907,NULL,,300
2133914,NULL,,18
2133915,NULL,,6
2133916,NULL,,78
2133917,NULL,,12
2133918,NULL,,6
2133919,NULL,,6
2133920,NULL,,3
2133921,NULL,,12
2133922,NULL,,15
2133923,NULL,,2
2133924,NULL,,2
2133925,NULL,,48
2133927,NULL,,14.22
2133928,NULL,,9
2133930,NULL,,13.5
2133932,NULL,,12
2133933,NULL,,33.6
2133935,NULL,,183.84
2133936,NULL,,246
2133943,NULL,,72
2133947,NULL,,30
2133948,NULL,,12
2133949,NULL,,12
2133954,NULL,,36
2133956,NULL,,12
2133957,NULL,,240.6
2133960,NULL,,54
2133961,NULL,,36
2133962,NULL,,54
2133963,NULL,,42
2133964,NULL,,30
2133967,NULL,,6
2133969,NULL,,30
2133973,NULL,,12
2133975,NULL,,12
2133976,NULL,,72
2133978,NULL,,240
2133979,NULL,,6
2133981,NULL,,12
2133982,NULL,,18
2133983,NULL,,12
2133984,NULL,,6
2133985,NULL,,6
2133986,NULL,,6
2133988,NULL,,30
2133989,NULL,,6
2133990,NULL,,18
2133992,NULL,,42
2133993,NULL,,90
2133995,NULL,,25
2133996,NULL,,250
2133997,NULL,,450
2133998,NULL,,200
2134001,NULL,,750
2134002,NULL,,50
2134005,NULL,,175
2134006,NULL,,1000
2134007,NULL,,435
2134008,NULL,,225
2134009,NULL,,35
2134010,NULL,,150
2134011,NULL,,125
2134012,NULL,,135
2134014,NULL,,225
2134019,NULL,,40
2134022,NULL,,65
2134024,NULL,,25
2134025,NULL,,20
2134026,NULL,,50
2134028,NULL,,25
2134029,NULL,,250
2134030,NULL,,50
2134031,NULL,,100
2134032,NULL,,33.5
2134033,NULL,,180
2134150,NULL,,175
2134151,NULL,,20
2134152,NULL,,12.5
2134153,NULL,,80
2134154,NULL,,53
2134155,NULL,,20
2134156,NULL,,44
2134157,NULL,,37.5
2134158,NULL,,50
2134159,NULL,,50
2134160,NULL,,20
2134161,NULL,,250
2134163,NULL,,12.5
2134164,NULL,,40
2134165,NULL,,30
2134166,NULL,,23.75
2134167,NULL,,22.5
2134168,NULL,,20
2134169,NULL,,25
2134170,NULL,,25
2134171,NULL,,10
2134172,NULL,,22.5
2134173,NULL,,25
2134175,NULL,,25
2134176,NULL,,35
2134177,NULL,,60
2134178,NULL,,404
2134179,NULL,,55
2134180,4169776,325,305
2134183,NULL,,10
2134184,NULL,,35
2134185,NULL,,5
2134186,NULL,,2.5
2134187,NULL,,125
2134189,NULL,,50
2134190,NULL,,45
2134191,NULL,,22.5
2134193,NULL,,147.5
2134195,NULL,,1.65
2134196,NULL,,8.5
2134197,NULL,,30
2134198,NULL,,8.75
2134199,NULL,,5
2134200,NULL,,1.5
2134201,NULL,,20
2134203,NULL,,140
2134204,NULL,,2.5
2134205,NULL,,5
2134206,NULL,,5
2134207,NULL,,7.5
2134208,2134208,1730,1730
2134209,NULL,,25
2134210,NULL,,75
2134211,NULL,,4.3
2134212,NULL,,23.75
2134213,NULL,,20
2134215,NULL,,10
2134216,NULL,,10
2134217,NULL,,400
2134218,NULL,,110
2134219,NULL,,75
2134220,NULL,,35
2134221,NULL,,25
2134222,NULL,,37.5
2134223,NULL,,2.5
2134224,NULL,,3
2134225,NULL,,50
2134227,NULL,,175
2134234,NULL,,1.25
2134237,NULL,,2.5
2134238,NULL,,2.5
2134240,NULL,,125
2134241,NULL,,42.5
2134242,NULL,,105
2134243,NULL,,70.75
2134244,NULL,,8.75
2134245,NULL,,375
2134247,NULL,,75
2134248,NULL,,11.8
2134249,NULL,,20
2134250,NULL,,20
2134251,NULL,,50
2134252,NULL,,200
2134253,NULL,,243.7
2134254,NULL,,125
2134255,NULL,,175
2134256,NULL,,10
2134258,NULL,,1.1
2134260,NULL,,1.75
2134261,NULL,,1.85
2134262,NULL,,25
2134265,NULL,,30
2134266,NULL,,15
2134267,NULL,,115
2134271,NULL,,2.6
2134272,NULL,,177.5
2134273,NULL,,10
2134274,NULL,,70
2134275,NULL,,400
2134276,NULL,,157.5
2134277,NULL,,20
2134278,NULL,,5
2134279,NULL,,50
2134280,NULL,,30
2134282,NULL,,2.5
2134283,NULL,,60
2134284,NULL,,50
2134285,NULL,,200
2134286,NULL,,64
2134287,NULL,,50
2134288,NULL,,125
2134289,NULL,,125
2134290,NULL,,40
2134291,NULL,,15
2134292,NULL,,65
2134294,NULL,,400
2134295,NULL,,25
2134296,NULL,,305
2134301,NULL,,170
2134302,NULL,,25
2134303,NULL,,35
2134304,NULL,,25
2134305,NULL,,70
2134306,NULL,,10
2134307,NULL,,22.5
2134308,NULL,,25
2134309,NULL,,10
2134310,NULL,,45
2134311,NULL,,25
2134312,NULL,,20
2134313,NULL,,750
2134314,NULL,,15
2134315,NULL,,80
2134316,NULL,,25
2134318,NULL,,50
2134319,NULL,,3.2
2134320,NULL,,6.25
2134321,NULL,,2.7
2134324,NULL,,6.25
2134325,NULL,,15
2134326,NULL,,22.5
2134327,NULL,,23.75
2134328,NULL,,6.25
2134329,NULL,,32.9
2134330,NULL,,50
2134331,NULL,,17.5
2134332,NULL,,100
2134335,NULL,,70
2134336,NULL,,5
2134337,NULL,,20
2134338,NULL,,5
2134339,NULL,,4
2134342,NULL,,350
2134343,NULL,,10
2134344,NULL,,5
2134345,NULL,,5
2134346,NULL,,165
2134347,NULL,,1.25
2134348,NULL,,7.5
2134349,NULL,,5
2134350,NULL,,13
2134352,NULL,,5
2134353,NULL,,2.5
2134354,NULL,,5
2134355,NULL,,2.5
2134356,NULL,,10
2134357,NULL,,2.5
2134358,NULL,,20
2134359,NULL,,3.75
2134360,NULL,,5
2134361,NULL,,5
2134363,NULL,,7.5
2134364,NULL,,25
2134365,NULL,,8.75
2134366,NULL,,50
2134367,NULL,,50
2134369,NULL,,5
2134370,NULL,,5
2134371,NULL,,175
2134372,NULL,,85
2134373,NULL,,190
2134374,NULL,,185
2134375,NULL,,3.3
2134376,NULL,,5
2134377,NULL,,20
2134378,NULL,,17.5
2134380,NULL,,35
2134381,NULL,,25
2134382,NULL,,20
2134385,NULL,,80
2134386,NULL,,75
2134387,NULL,,70
2134389,NULL,,25
2134390,NULL,,25
2134391,NULL,,4.5
2134392,NULL,,20
2134393,NULL,,50
2134396,NULL,,200
2134397,NULL,,25
2134398,NULL,,5
2134399,NULL,,1237.2
2134400,NULL,,148.05
2134401,NULL,,740.7
2134402,NULL,,185
2134403,NULL,,95
2134407,NULL,,20
2134411,NULL,,2.5
2134412,NULL,,25
2134414,NULL,,70.5
2134415,NULL,,12.5
2134416,NULL,,5
2134417,NULL,,10
2134418,NULL,,32.95
2134419,NULL,,140
2134421,NULL,,50
2134422,NULL,,1.25
2134424,2134424,12000,10979.25
2134427,NULL,,25
2134428,NULL,,2.6
2134429,NULL,,2.5
2134430,NULL,,65
2134431,NULL,,3.75
2134432,NULL,,19
2134433,NULL,,46
2134434,NULL,,20
2134435,NULL,,50
2134437,NULL,,168.5
2134439,NULL,,35
2134440,NULL,,27.5
2134441,NULL,,75
2134442,NULL,,5
2134443,NULL,,2.5
2134444,NULL,,2.5
2134446,NULL,,5
2134447,NULL,,70
2134448,NULL,,60
2134451,NULL,,25
2134452,NULL,,20
2134453,NULL,,25
2134454,NULL,,37.5
2134455,NULL,,47.5
2134456,NULL,,22.5
2134458,NULL,,92.5
2134460,NULL,,50
2134461,NULL,,25
2134464,NULL,,400
2134466,2134466,205,32.25
2134467,2134467,175,97.75
2134472,NULL,,88.45
2134473,NULL,,55
2134474,NULL,,2.5
2134476,NULL,,90
2134478,NULL,,145
2134479,NULL,,500
2134480,NULL,,225
2134481,NULL,,83.1
2134484,NULL,,30
2134485,NULL,,35
2134486,NULL,,50
2134487,2134487,162.5,159.2
2134488,NULL,,125
2134490,NULL,,213.5
2134491,NULL,,50
2134494,NULL,,65
2134503,NULL,,75
2134504,NULL,,60
2134505,NULL,,90
2134506,NULL,,100
2134507,NULL,,250
2134509,NULL,,185
2134510,NULL,,170
2134512,NULL,,20
2134516,NULL,,25
2134518,NULL,,30
2134519,NULL,,25
2134520,NULL,,25
2134521,NULL,,25
2134522,NULL,,60
2134525,2134525,46.95,14.55
2134529,NULL,,50.5
2134530,NULL,,70
2134531,NULL,,106.4
2134532,NULL,,106.35
2134533,NULL,,46.1
2134535,NULL,,30
2134536,NULL,,60
2134537,NULL,,449.8
2134539,NULL,,370
2134543,NULL,,100
2134544,NULL,,10
2134546,NULL,,100
2134547,NULL,,150
2134549,NULL,,80
2134553,NULL,,5
2134555,NULL,,133
2134556,NULL,,67.5
2134558,NULL,,260
2134559,NULL,,5
2134560,NULL,,45
2134561,NULL,,35
2134563,NULL,,128
2134565,NULL,,40
2134566,NULL,,3.75
2134567,NULL,,10
2134572,NULL,,20
2134573,NULL,,125
2134574,NULL,,50
2134575,NULL,,100
2134576,NULL,,42.5
2134577,NULL,,75
2134578,NULL,,100
2134579,NULL,,106.1
2134583,NULL,,150
2134584,NULL,,16.25
2134585,NULL,,6.9
2134586,NULL,,30
2134587,NULL,,7.5
2134588,NULL,,40
2134589,NULL,,45
2134590,NULL,,325
2134591,NULL,,5
2134592,NULL,,3
2134593,NULL,,605
2134594,NULL,,85
2134595,NULL,,2.05
2134596,NULL,,25
2134597,NULL,,25
2134598,NULL,,25
2134599,NULL,,25
2134600,NULL,,25
2134601,NULL,,25
2134602,NULL,,25
2134603,NULL,,25
2134604,NULL,,40
2134605,NULL,,100
2134606,NULL,,5
2134607,NULL,,2.5
2134609,NULL,,25
2134610,NULL,,15
2134611,NULL,,41
2134612,NULL,,24
2134613,NULL,,13.5
2134614,NULL,,153.2
2134615,2134615,65,8.5
2134616,2134615,65,42.5
2134617,NULL,,111.4
2134619,NULL,,40
2134622,NULL,,25
2134623,NULL,,25
2134624,NULL,,25
2134628,NULL,,75
2134629,NULL,,19.75
2134630,NULL,,40
2134631,NULL,,15
2134632,NULL,,37.5
2134633,NULL,,15
2134634,NULL,,325
2134635,NULL,,300
2134637,NULL,,14.4
2134638,2134638,75,56.25
2134639,NULL,,200
2134640,NULL,,155
2134641,NULL,,74.35
2134642,NULL,,50
2134643,NULL,,55.7
2134644,NULL,,50
2134645,NULL,,50
2134646,NULL,,72.5
2134647,NULL,,47.8
2134648,NULL,,6.25
2134650,NULL,,6.25
2134651,NULL,,5
2134652,NULL,,6.25
2134653,NULL,,5
2134654,NULL,,5
2134655,NULL,,6.25
2134656,NULL,,5
2134658,NULL,,6.25
2134659,NULL,,3.15
2134660,NULL,,3.75
2134661,NULL,,2.5
2134662,NULL,,25
2134663,NULL,,100
2134664,NULL,,6.25
2134665,NULL,,3.75
2134666,NULL,,37.5
