WaRecId,WaRecChangeIntentTypeCode
4312812,AddSource
4312812,ChangePurpose
2086726,ChangeEntireWR
2086726,ChangePlaceOfUse
2086726,ChangeSource
4198084,ChangePlaceOfUse
4198084,AddSource
6799497,ChangeEntireWR
6799497,ChangeSource
4180781,AddSource
2084793,AddSource
2084793,ChangeSource
4310074,AddSource
4310074,ChangePlaceOfUse
4923077,ChangePlaceOfUse
4923077,AddSource
4923077,ChangeSource
4923077,ChangePurpose
2032460,ChangePlaceOfUse
2032544,AddSource
2032544,ChangeSource
2087215,ChangePlaceOfUse
4259224,ChangePurpose
2087145,ChangePurpose
4215823,ChangeSource
4215823,ChangePurpose
5480709,ChangePlaceOfUse
5480709,ChangePurpose
5480709,AddSource
2085026,ChangeSource
4410835,ChangePlaceOfUse
4410835,ChangeEntireWR
4410835,AddSource
6722334,ChangePlaceOfUse
6722334,ChangeOther
6722334,ChangeEntireWR
6722334,ChangeSource
4153027,AddSource
4153027,ChangePlaceOfUse
4153027,ChangeEntireWR
4250634,ChangeSource
4250701,ChangeSource
4247291,ChangeSource
4247300,AddSource
4250511,ChangeSource
4250677,ChangeSource
4250645,ChangeSource
4250523,ChangeSource
4250666,ChangeSource
2032727,ChangeSource
2032727,ChangePlaceOfUse
2087657,ChangeSource
4202172,AddSource
4202172,ChangePlaceOfUse
4241520,ChangeSource
4241520,ChangePurpose
4241520,ChangePlaceOfUse
2129564,ChangePurpose
2129564,ChangePlaceOfUse
4210364,ChangeEntireWR
4210364,ChangePlaceOfUse
4210364,ChangeSource
4210364,AddSource
4227082,AddSource
4227082,ChangeSource
4227082,ChangePlaceOfUse
2129566,AddSource
2144912,ChangeSource
2145386,ChangeSource
4227067,ChangeSource
4227067,ChangePlaceOfUse
4227067,AddSource
6800292,ChangeSource
6800292,ChangePlaceOfUse
6800292,ChangeEntireWR
6800292,ChangeOther
4688005,ChangeSource
4687994,ChangeSource
2145356,ChangeSource
6800293,ChangeOther
6800293,ChangeEntireWR
6800293,ChangeSource
6800293,ChangePlaceOfUse
4227059,ChangeSource
4142853,AddSource
4142853,ChangeSource
4142853,Consolidate
4142853,ChangePartOfWR
4241278,AddSource
4276259,AddSource
4276259,ChangeEntireWR
4276259,AddPurpose
4276259,ChangePurpose
4276259,ChangePlaceOfUse
4276259,ChangeSource
4276259,ChangeOther
4276243,ChangePurpose
4276243,ChangePlaceOfUse
4276243,ChangeSource
4276243,ChangeOther
4276243,ChangeEntireWR
4251966,ChangeSource
4251976,ChangeSource
4251790,ChangeSource
4251790,ChangeSource
2145611,ChangePlaceOfUse
4251812,ChangePlaceOfUse
4251822,ChangeSource
4251871,ChangeSource
4153273,ChangePlaceOfUse
2145084,ChangeSource
4251802,ChangeSource
2145543,ChangeSource
2145543,ChangePlaceOfUse
2145613,ChangePlaceOfUse
2145541,ChangeSource
2145541,ChangePlaceOfUse
4259320,ChangeSource
4259320,ChangePlaceOfUse
4259320,ChangeEntireWR
4251861,ChangeSource
4251861,ChangePlaceOfUse
4251850,ChangeSource
2145215,ChangeSource
2145215,ChangePlaceOfUse
2089011,AddSource
2129550,AddSource
2129550,ChangeSource
4626447,ChangeSource
4219457,ChangeSource
4219469,ChangeSource
4550727,ChangePartOfWR
4550727,ChangeSource
2089133,ChangeSource
4219503,ChangeSource
2145669,ChangeSource
2145669,ChangeEntireWR
2145670,AddSource
4601333,ChangePurpose
4601333,ChangePlaceOfUse
4601333,WRAOther
5884447,ChangeSource
5884447,AddSource
5884447,ChangePlaceOfUse
4253119,ChangeSource
2145224,ChangeSource
2145789,ChangeSource
2145789,ChangePlaceOfUse
4251834,ChangePlaceOfUse
4251834,ChangeSource
4601310,ChangePurpose
4601310,ChangePlaceOfUse
4601310,ChangeOther
4601310,WRAOther
2144990,ChangeEntireWR
2144990,ChangeSource
2144990,AddSource
2144990,ChangePlaceOfUse
2145085,ChangeSource
4185073,ChangePurpose
4185073,ChangePlaceOfUse
4185073,ChangeOther
4185073,WRAOther
2145801,AddSource
4154624,ChangeSource
4154637,ChangeSource
4219362,ChangeSource
4219362,ChangePlaceOfUse
4251998,ChangeSource
4251998,ChangePlaceOfUse
4219353,ChangeSource
4219491,ChangeSource
4528302,AddSource
4528302,ChangePlaceOfUse
4550715,ChangePartOfWR
4550715,ChangeSource
4271159,ChangeSource
4271159,AddSource
4271159,ChangePlaceOfUse
2089001,ChangePlaceOfUse
2089001,ChangeSource
2089001,ChangeEntireWR
4251986,ChangeSource
4251932,ChangeSource
2145627,ChangeSource
2145627,ChangeEntireWR
2145640,ChangeSource
2089000,ChangePlaceOfUse
2089000,ChangeSource
2089000,ChangeEntireWR
2088999,ChangeSource
2088999,ChangePlaceOfUse
2088999,ChangeEntireWR
4251946,ChangeSource
4251956,ChangeSource
2089012,ChangeSource
2145221,ChangeSource
2145221,ChangeEntireWR
4550753,ChangePartOfWR
4550753,ChangeSource
2145388,ChangeSource
5884421,AddSource
5884421,ChangeSource
5884421,ChangePlaceOfUse
2145271,ChangeSource
2145542,ChangeSource
4243573,ChangeSource
4243573,ChangePlaceOfUse
4170494,ChangePlaceOfUse
4170494,ChangeSource
4669853,ChangePartOfWR
4669853,ChangePlaceOfUse
4669853,AddPurpose
4669853,WRAOther
4669853,ChangeSource
4653258,ChangePlaceOfUse
4653258,ChangeEntireWR
4653258,ChangePurpose
4653258,WRAOther
4163041,ChangeSource
4163041,AddSource
4163041,ChangeEntireWR
2129583,ChangeOther
2129583,ChangePlaceOfUse
4250795,ChangeSource
4250795,ChangePlaceOfUse
4250821,ChangePlaceOfUse
4250821,ChangeSource
4211408,ChangePlaceOfUse
4961805,AddSource
4961805,ChangeSource
2145800,ChangeSource
4163046,AddSource
4163046,ChangeSource
4242050,ChangeSource
2143473,ChangeOther
4396028,ChangeSource
4213775,ChangeSource
4243543,ChangeSource
4243617,ChangePlaceOfUse
4200632,ChangeSource
4242021,ChangeSource
4242071,ChangePlaceOfUse
2144986,ChangePlaceOfUse
4251181,ChangeSource
4225550,ChangeSource
4225544,ChangeSource
4225538,ChangeSource
4225532,ChangeSource
4246006,ChangeSource
4211381,ChangeSource
4589980,AddSource
4589980,ChangeSource
4145971,ChangeSource
4145971,ChangeEntireWR
2145296,ChangePlaceOfUse
2145296,ChangePurpose
2145297,ChangePlaceOfUse
2145297,ChangePurpose
2145360,ChangeSource
2145360,ChangePlaceOfUse
2145360,AddSource
4247237,AddSource
4247237,ChangePlaceOfUse
4250769,AddSource
4669966,WRAOther
4669966,ChangePurpose
4669966,ChangeEntireWR
6800331,ChangeEntireWR
6800331,ChangePurpose
2145731,AddSource
4216209,AddSource
4216209,ChangeEntireWR
2144987,ChangePlaceOfUse
2144987,ChangeEntireWR
4211395,ChangeSource
4669904,ChangeEntireWR
4669904,ChangePurpose
4669904,WRAOther
4669904,ChangeSource
4250994,ChangePlaceOfUse
2144888,ChangeEntireWR
2144888,AddSource
2144888,ChangePlaceOfUse
2088846,ChangeSource
2088846,AddSource
2088846,ChangePartOfWR
2145654,ChangeSource
2145655,ChangeSource
4164241,AddSource
4164241,ChangeSource
2143472,ChangeOther
2145749,AddSource
4251338,ChangeSource
4249089,ChangeSource
4249344,ChangePlaceOfUse
4249344,ChangeSource
4249681,ChangePlaceOfUse
4249681,ChangeSource
4249525,ChangeSource
4249525,ChangePlaceOfUse
4251734,ChangeSource
4243630,ChangeSource
4251037,ChangeSource
4251067,ChangeSource
2129414,AddSource
2129414,ChangePlaceOfUse
2129415,AddSource
2129415,ChangePlaceOfUse
4250887,ChangePlaceOfUse
4251294,ChangeSource
2089211,AddSource
4251006,ChangeSource
4250856,ChangeSource
4250856,AddSource
4669872,ChangePurpose
4669872,WRAOther
4669872,ChangeEntireWR
4669872,ChangeSource
4249654,ChangeSource
4250688,ChangeSource
4250688,ChangePlaceOfUse
4250420,ChangePlaceOfUse
2145650,ChangeSource
2088838,ChangePlaceOfUse
2088838,ChangeSource
2088838,AddSource
2088838,ChangeEntireWR
4170029,ChangeEntireWR
4170029,AddSource
4251381,ChangeSource
2145833,AddSource
2145833,ChangePlaceOfUse
2145833,ChangeEntireWR
2145697,ChangeSource
2145697,ChangeEntireWR
4211348,ChangeSource
2145567,ChangeSource
2145551,ChangeSource
4212045,ChangeSource
4251309,ChangeSource
2145554,ChangePlaceOfUse
2145554,ChangeSource
2145554,AddSource
4251097,ChangeSource
4188300,ChangeSource
4188300,ChangeEntireWR
4669982,WRAOther
4669982,ChangePurpose
4669982,ChangeEntireWR
6802087,ChangeEntireWR
6802087,ChangeSource
4669835,ChangePurpose
4669835,ChangeEntireWR
4669835,ChangeSource
4669835,WRAOther
4669918,ChangePurpose
4669918,AddPurpose
4669918,ChangeEntireWR
4669918,WRAOther
4653272,ChangeSource
4653272,ChangeEntireWR
4653272,WRAOther
4653272,AddPurpose
4653419,ChangeSource
4653419,WRAOther
4653419,ChangeEntireWR
4653419,ChangePurpose
4653285,ChangePlaceOfUse
4653285,WRAOther
4653285,AddPurpose
4691861,AddPurpose
4691861,ChangeEntireWR
4691861,WRAOther
4691861,ChangeSource
4653245,ChangeSource
4653245,ChangeEntireWR
4653245,AddPurpose
4653245,WRAOther
4211365,ChangeSource
4961821,AddSource
4691882,AddPurpose
4691882,WRAOther
4691882,ChangeEntireWR
4691882,ChangeSource
4653349,AddPurpose
4653349,WRAOther
4653349,ChangeSource
4653349,ChangeEntireWR
2145708,ChangeSource
2145708,ChangeEntireWR
4246021,ChangeSource
2145818,ChangeSource
4249045,ChangeSource
4250807,ChangeSource
4250807,ChangePlaceOfUse
4242099,ChangeSource
6800332,ChangeEntireWR
6800332,ChangePurpose
2089798,ChangePlaceOfUse
2089798,ChangeSource
2145671,ChangeSource
2145671,ChangePartOfWR
2145671,AddSource
5357090,ChangeEntireWR
5357090,ChangeSource
4251351,ChangeSource
2129544,AddSource
4251238,ChangeSource
4251238,ChangePlaceOfUse
4170520,ChangePurpose
4170520,ChangeSource
2145646,ChangeSource
4245937,ChangeSource
4243761,ChangeSource
4245319,ChangeSource
4251212,ChangeSource
2145649,ChangeSource
4251644,ChangeSource
4251644,ChangePurpose
2134616,ChangeSource
4180478,ChangePlaceOfUse
4180478,ChangePurpose
4170506,AddSource
4211817,ChangeSource
4249319,ChangeSource
2129584,ChangeSource
2095230,ChangeOther
2145696,AddSource
2145696,ChangeSource
2145696,ChangeEntireWR
4398863,AddSource
2144969,ChangeSource
2144878,ChangeSource
4169820,AddSource
2129751,ChangeOther
2129751,ChangePlaceOfUse
4653393,WRAOther
4653393,AddPurpose
4653393,ChangeEntireWR
4653229,ChangeEntireWR
4653229,WRAOther
4653229,AddPurpose
4653229,ChangeSource
4653380,WRAOther
4653380,AddPurpose
4653406,WRAOther
4653406,ChangePurpose
4653406,ChangeEntireWR
2134788,ChangePlaceOfUse
2134789,AddSource
2134789,ChangePlaceOfUse
4653446,AddPurpose
4653446,ChangeEntireWR
4653446,WRAOther
2134792,ChangePlaceOfUse
2134794,AddSource
2134794,ChangePlaceOfUse
4252348,ChangeSource
4251444,ChangeSource
4251461,ChangeSource
4251475,ChangeSource
2145377,ChangeSource
4153033,ChangeSource
4212009,ChangeSource
4212009,ChangePlaceOfUse
2145322,ChangePlaceOfUse
2145573,ChangePlaceOfUse
2145573,ChangeSource
4153091,ChangePlaceOfUse
4211879,ChangeSource
4211879,ChangePlaceOfUse
4211894,ChangeSource
4211894,ChangePlaceOfUse
4211917,ChangePlaceOfUse
4211917,ChangeSource
4245957,ChangeSource
4245957,ChangePlaceOfUse
4252311,ChangePlaceOfUse
2145652,ChangeSource
2145652,ChangeOther
2145651,ChangeSource
4211865,ChangeSource
4211865,ChangePlaceOfUse
4148842,AddSource
4148842,ChangeSource
4162354,ChangeSource
4162354,AddSource
2129753,ChangePlaceOfUse
2129753,ChangeOther
2089132,AddSource
2089132,ChangeSource
2145679,ChangeSource
4211834,ChangePlaceOfUse
4211834,ChangeSource
4225788,ChangePlaceOfUse
4225788,ChangePurpose
4225776,ChangePlaceOfUse
4225776,ChangeSource
4225782,ChangePlaceOfUse
4251705,ChangeSource
4251705,ChangePlaceOfUse
6800401,ChangePurpose
6800401,ChangePartOfWR
2129741,ChangeOther
4251501,ChangePlaceOfUse
4251501,ChangeSource
4251515,ChangePlaceOfUse
4251515,ChangeSource
2145359,ChangeSource
2145359,ChangePlaceOfUse
2145359,AddSource
4251488,ChangePlaceOfUse
4251530,ChangeSource
4251530,ChangePlaceOfUse
4251542,ChangePlaceOfUse
4251542,ChangeSource
4152287,ChangeSource
4152287,ChangePlaceOfUse
2145740,ChangeEntireWR
2145740,AddSource
4249540,ChangeSource
2145653,ChangeSource
2129752,ChangeSource
2129752,ChangePlaceOfUse
4251553,ChangeSource
4251623,ChangeSource
4251623,ChangePlaceOfUse
4211979,ChangePlaceOfUse
2129776,ChangePlaceOfUse
2145530,ChangePlaceOfUse
4695107,AddSource
4224522,AddSource
4224586,ChangePlaceOfUse
4254999,ChangePurpose
4254999,AddSource
2144944,ChangePlaceOfUse
2144944,ChangeEntireWR
4254987,AddSource
4254987,ChangeEntireWR
4254987,ChangePurpose
2144904,ChangeSource
4220814,ChangeSource
4220822,ChangeSource
6802727,ChangePlaceOfUse
6802727,ChangePartOfWR
6802727,AddSource
2145741,ChangeSource
4220830,ChangeSource
4220841,ChangeSource
4220849,ChangePlaceOfUse
4220849,ChangePurpose
4220803,ChangeSource
6802729,ChangePartOfWR
6802729,AddSource
2129418,ChangeSource
2129418,ChangePlaceOfUse
4669890,ChangeEntireWR
4669890,WRAOther
4669890,AddPurpose
4669890,ChangeSource
4241954,ChangeSource
4247309,AddSource
2129777,ChangePlaceOfUse
4242006,ChangeSource
4242006,ChangePlaceOfUse
4681917,AddSource
4224698,ChangeSource
6800630,ChangeSource
6800630,ChangeEntireWR
6800630,ChangePlaceOfUse
6800630,ChangeOther
2144943,ChangePlaceOfUse
2144943,ChangeEntireWR
4169852,AddSource
4169852,ChangePartOfWR
4146618,AddSource
4146618,ChangeSource
4146638,AddSource
4146638,ChangeSource
2145467,ChangePurpose
2145467,WRAOther
2129773,ChangeSource
2129773,ChangePlaceOfUse
4252248,ChangePlaceOfUse
6800711,ChangePlaceOfUse
6800711,ChangeEntireWR
2145253,ChangePlaceOfUse
2145468,ChangePurpose
2145468,WRAOther
4653309,ChangeEntireWR
4653309,AddPurpose
4653309,ChangePurpose
4653309,WRAOther
4226944,ChangeSource
4226246,AddSource
4226339,AddSource
4226231,ChangeSource
4226231,ChangePlaceOfUse
4226239,ChangeSource
2090008,ChangeEntireWR
2090008,ChangePlaceOfUse
4464042,ChangePlaceOfUse
4464042,ChangeSource
4464042,ChangeOther
4464042,ChangeEntireWR
4464042,ChangePurpose
4224539,ChangePlaceOfUse
2089800,ChangePlaceOfUse
5357075,ChangeSource
5357075,ChangePartOfWR
2089799,ChangePlaceOfUse
4261785,ChangeEntireWR
4261785,AddSource
4288201,ChangePurpose
4288201,ChangeSource
4241964,ChangePlaceOfUse
4241975,ChangePlaceOfUse
4241975,ChangePurpose
4653298,ChangePlaceOfUse
4653298,AddPurpose
4653298,WRAOther
4241943,ChangeSource
6802086,ChangeEntireWR
6802086,ChangeSource
2088840,ChangeSource
2088840,ChangePlaceOfUse
2088839,ChangeSource
2088839,ChangePlaceOfUse
4292342,AddSource
6798871,ChangeEntireWR
6798871,AddIrrigatedArea
6798871,ChangeSource
6798871,ChangePlaceOfUse
6798871,AddPurpose
6798871,WRAOther
2129547,ChangePlaceOfUse
4226005,ChangeSource
4226005,ChangePlaceOfUse
4252262,ChangeSource
4252262,ChangePlaceOfUse
4242089,ChangeSource
4242089,ChangePlaceOfUse
2129750,ChangeEntireWR
2129750,ChangeOther
2129750,ChangePlaceOfUse
2145244,ChangeSource
2145244,ChangePlaceOfUse
2145955,ChangeSource
2145347,ChangePlaceOfUse
4251567,ChangePlaceOfUse
4251567,ChangeSource
4251579,ChangePlaceOfUse
4251579,ChangeSource
4251602,ChangeSource
4251590,ChangeSource
4251660,ChangeSource
4170062,AddSource
4251613,ChangeSource
4251613,ChangePlaceOfUse
6408699,ChangePlaceOfUse
6408699,ChangeEntireWR
6408699,AddSource
4163637,ChangeOther
4653320,ChangePurpose
4653320,WRAOther
4653334,ChangeEntireWR
4653334,WRAOther
4653334,AddPurpose
2089214,ChangeSource
2089214,ChangePlaceOfUse
4250729,ChangePlaceOfUse
4250729,AddSource
4396041,ChangeEntireWR
4396041,AddSource
4396041,ChangePlaceOfUse
4227093,ChangePlaceOfUse
4227093,ChangeSource
4677272,AddSource
4677272,AddPurpose
4677272,ChangePartOfWR
4677272,ChangeOther
4677272,ChangePlaceOfUse
2145469,ChangePurpose
2145469,WRAOther
4220777,ChangeSource
4220785,ChangeSource
4220630,ChangeSource
2145526,ChangePlaceOfUse
2145526,ChangeSource
4688040,ChangeEntireWR
4688040,ChangeSource
5602918,ChangeSource
5602918,ChangePlaceOfUse
4241558,ChangeSource
4241568,ChangeSource
4241568,ChangePlaceOfUse
4241490,ChangePlaceOfUse
4241490,ChangeSource
4226090,ChangePlaceOfUse
4226090,AddSource
4252235,ChangeSource
4252235,ChangePlaceOfUse
4224711,ChangeSource
2145254,ChangeSource
4241985,ChangeSource
4241985,ChangePlaceOfUse
2145674,ChangeSource
2145674,ChangeEntireWR
2145674,ChangePlaceOfUse
4241995,ChangeSource
4674558,ChangeSource
4674558,ChangePlaceOfUse
4674558,ChangePurpose
4674558,ChangeOther
4225935,ChangeSource
4241480,ChangePlaceOfUse
6770268,ChangePlaceOfUse
6770268,ChangeEntireWR
6770268,AddSource
6770268,ChangeOther
4467519,AddSource
4467519,ChangeOther
4467519,Consolidate
4224482,ChangePlaceOfUse
4224482,ChangePurpose
4242030,ChangeSource
2144749,AddSource
2144903,ChangePurpose
2144903,WRAOther
4674520,ChangePlaceOfUse
4674520,ChangePurpose
4674520,ChangeSource
4674520,ChangeEntireWR
4674520,ChangeOther
4242057,ChangeSource
5163014,ChangeEntireWR
5163014,ChangePlaceOfUse
4242040,ChangeSource
2145470,ChangePurpose
2145470,WRAOther
4252098,ChangeSource
4252098,ChangePlaceOfUse
4252083,ChangeSource
4252083,ChangePlaceOfUse
4252214,ChangePlaceOfUse
4252214,ChangeSource
4226050,ChangePlaceOfUse
5484992,ChangeSource
5484992,ChangeEntireWR
5484992,ChangePlaceOfUse
4224493,ChangePlaceOfUse
4224493,ChangePurpose
4224504,ChangePlaceOfUse
2145471,ChangePurpose
2145471,WRAOther
4225953,ChangeSource
4225944,ChangePlaceOfUse
4224673,ChangeSource
4243524,ChangeSource
4243524,ChangePlaceOfUse
4241871,ChangePlaceOfUse
2145508,ChangeSource
4251320,ChangePlaceOfUse
4251320,ChangeSource
4241527,ChangePurpose
4241527,ChangePlaceOfUse
4653432,WRAOther
4653432,AddPurpose
4653432,ChangeSource
4653432,ChangeEntireWR
4250714,ChangePlaceOfUse
4653364,WRAOther
4653364,AddPurpose
4653364,ChangeSource
4653364,ChangeEntireWR
2089213,ChangePlaceOfUse
2089213,AddSource
4200603,ChangeSource
4200603,ChangeEntireWR
4250748,AddSource
4250748,ChangePlaceOfUse
4259347,ChangeSource
4259347,ChangeEntireWR
4653214,ChangeEntireWR
4653214,WRAOther
4653214,ChangePlaceOfUse
4653214,AddPurpose
4242106,ChangePlaceOfUse
4225624,ChangePurpose
4225624,ChangePlaceOfUse
4225634,ChangePlaceOfUse
2145861,ChangeEntireWR
2145861,ChangeSource
5162966,ChangePlaceOfUse
5162966,AddSource
5162966,ChangeEntireWR
5162966,ChangeSource
4252147,ChangePlaceOfUse
4152434,AddSource
4152434,ChangeOther
4152434,ChangeEntireWR
4219479,ChangeSource
2145515,ChangeSource
2145516,ChangeSource
4219451,ChangeSource
4241538,ChangeSource
4241538,ChangePlaceOfUse
4241548,ChangePlaceOfUse
4241548,ChangeSource
4225925,ChangeSource
4226073,ChangeSource
4224687,ChangePlaceOfUse
4225968,ChangeSource
4225968,ChangePlaceOfUse
4252198,ChangeSource
4252198,ChangePlaceOfUse
2089712,ChangePlaceOfUse
2145249,ChangePlaceOfUse
2145249,ChangePurpose
2145513,ChangeSource
2145513,ChangePurpose
2145513,ChangePlaceOfUse
4224599,ChangeSource
4241500,ChangePlaceOfUse
4241500,ChangeSource
4467495,ChangePurpose
4467495,Consolidate
4467495,AddSource
4467495,ChangeEntireWR
4243482,ChangeSource
4243503,ChangeSource
2145250,ChangePlaceOfUse
2145250,AddPurpose
2145251,ChangePlaceOfUse
4253050,ChangeSource
2145510,ChangePlaceOfUse
2145510,ChangeSource
2145511,ChangePlaceOfUse
2145511,ChangeSource
4257926,AddSource
4225978,ChangePlaceOfUse
4252299,ChangeSource
4226999,ChangePlaceOfUse
4227012,ChangePlaceOfUse
6802205,ChangePurpose
6802205,ChangePartOfWR
6802205,WRAOther
6802205,ChangePlaceOfUse
2145517,ChangeSource
2145518,ChangeSource
2145519,ChangePlaceOfUse
4226121,ChangePlaceOfUse
4226194,ChangePlaceOfUse
4224651,ChangeSource
4226184,ChangePlaceOfUse
4224633,ChangePlaceOfUse
4224623,ChangePlaceOfUse
4224611,ChangePlaceOfUse
4492940,ChangeSource
4492940,ChangePlaceOfUse
4492951,ChangeSource
4492951,ChangePlaceOfUse
4227025,ChangePurpose
4227025,ChangePlaceOfUse
2143464,AddSource
4342856,AddSource
2145734,AddSource
2129731,AddSource
4203786,ChangeSource
4203786,ChangeOther
2145727,ChangeOther
2145727,AddSource
2145727,ChangeEntireWR
2145081,AddSource
2145081,ChangePlaceOfUse
2145081,ChangeOther
4470608,AddSource
4470608,ChangeEntireWR
4470608,ChangePurpose
4470608,ChangePlaceOfUse
4690105,ChangeSource
4175738,AddSource
4175738,Consolidate
2144729,AddSource
2129555,ChangePlaceOfUse
2129555,AddSource
2089991,AddSource
2143463,AddSource
2129422,AddSource
4148190,ChangePlaceOfUse
4148190,AddSource
4485257,WRAOther
4485257,ChangePurpose
4545512,AddSource
6716888,AddSource
6716888,ChangeEntireWR
2089780,ChangeSource
2089780,ChangePlaceOfUse
6800514,ChangePlaceOfUse
6800514,AddSource
6800514,ChangeOther
2088980,ChangeEntireWR
2088980,ChangePurpose
2088980,AddSource
4205555,ChangeOther
4205555,AddSource
2129568,AddSource
2145127,AddSource
4334015,ChangeEntireWR
4334015,ChangePlaceOfUse
4334015,AddSource
4334015,ChangePurpose
4334015,ChangeSource
2129421,ChangePlaceOfUse
2129421,ChangePurpose
2129421,ChangeSource
4202218,AddSource
4202218,ChangeSource
6800516,ChangeEntireWR
6800516,AddSource
6800516,ChangePlaceOfUse
6800516,ChangeOther
6800515,ChangePlaceOfUse
6800515,AddSource
6800515,ChangeOther
4253104,AddSource
6801078,ChangeEntireWR
6801078,ChangePlaceOfUse
2145776,AddSource
2145776,ChangePlaceOfUse
2129554,ChangePlaceOfUse
2129554,ChangeEntireWR
4489374,ChangePlaceOfUse
4489374,ChangePartOfWR
4528204,ChangePlaceOfUse
4528204,AddSource
4528204,ChangeEntireWR
2129651,AddSource
2129716,ChangePlaceOfUse
2129716,ChangeEntireWR
2129716,AddSource
6744773,ChangeEntireWR
6744773,AddSource
2088979,ChangePurpose
2088979,AddSource
4228225,ChangeEntireWR
4228225,AddSource
4333984,AddSource
4333984,ChangeSource
4333984,ChangePlaceOfUse
4333984,ChangeEntireWR
4333984,ChangePurpose
2145924,ChangePlaceOfUse
2145924,ChangeSource
6801024,ChangeEntireWR
6801024,AddSource
6801024,ChangePlaceOfUse
2143462,ChangeOther
2143462,AddSource
2143462,ChangeEntireWR
2088919,AddSource
2095238,AddSource
2095238,ChangePlaceOfUse
2095238,ChangePurpose
2129553,ChangeSource
2129553,AddSource
2088724,ChangePlaceOfUse
2088724,AddSource
2088724,ChangeSource
5967124,ChangeEntireWR
5967124,ChangePlaceOfUse
5967124,AddSource
4205540,ChangeOther
4205540,AddSource
2088958,ChangeSource
2088958,ChangePurpose
2088958,ChangePlaceOfUse
2088958,AddSource
2145792,ChangeSource
4681980,AddSource
4342882,ChangeEntireWR
4342882,AddSource
4342899,AddSource
4342899,ChangeEntireWR
2129745,ChangeSource
2129745,ChangePlaceOfUse
2129745,AddSource
4286136,ChangePlaceOfUse
4286136,AddSource
2144730,AddSource
2143465,AddSource
2145964,AddSource
2145001,ChangePlaceOfUse
2145001,ChangeSource
2090005,ChangePlaceOfUse
2090005,AddSource
2090005,ChangeEntireWR
2144900,AddSource
2144900,ChangeOther
2144900,ChangePlaceOfUse
6799626,ChangePlaceOfUse
6799626,AddSource
6799626,ChangeEntireWR
2089216,ChangePlaceOfUse
2089216,AddSource
4211159,AddSource
4211159,ChangeEntireWR
4211159,ChangePlaceOfUse
5280306,AddSource
5280306,ChangeEntireWR
5280306,ChangePlaceOfUse
5563882,ChangePurpose
5563882,AddSource
5563882,ChangePlaceOfUse
5563882,ChangeOther
2129715,ChangeEntireWR
2129715,ChangePlaceOfUse
2129715,AddSource
6770926,ChangePlaceOfUse
6770926,ChangePurpose
6770926,AddSource
4152361,ChangeEntireWR
4152361,AddSource
2129709,ChangePlaceOfUse
2129709,ChangePurpose
2129709,AddSource
4260781,AddSource
6460199,ChangePurpose
6460199,ChangePlaceOfUse
6460199,WRAOther
6460199,ChangeEntireWR
2090006,ChangePlaceOfUse
2090006,AddSource
4709412,AddSource
4709412,ChangePlaceOfUse
4709412,ChangePurpose
4211179,AddSource
4211179,ChangeEntireWR
4211179,ChangePlaceOfUse
4558041,ChangePlaceOfUse
4558041,ChangeOther
4558041,AddSource
4558041,AddPurpose
4558041,ChangeEntireWR
4142841,Consolidate
4142841,AddSource
4142841,ChangeEntireWR
2145842,ChangeOther
6167521,AddSource
6167521,ChangeSource
6167521,ChangePlaceOfUse
6167521,ChangeEntireWR
6167507,ChangePlaceOfUse
6167507,ChangeSource
6167507,AddSource
6167507,ChangeEntireWR
2145733,AddSource
2145733,ChangePlaceOfUse
4240232,ChangePlaceOfUse
4240232,ChangeEntireWR
2088957,AddSource
2088957,ChangePlaceOfUse
2088957,ChangePurpose
2088957,ChangeSource
2145791,ChangeSource
4681960,AddSource
2145177,AddSource
2145177,ChangePlaceOfUse
2145177,ChangePurpose
2129567,AddSource
4342848,AddSource
4334058,AddSource
4334058,ChangeEntireWR
4334058,ChangePlaceOfUse
6802394,ChangeEntireWR
6802394,ChangePlaceOfUse
6628140,AddSource
6628140,ChangeEntireWR
6628140,AddIrrigatedArea
6628140,ChangePlaceOfUse
6628140,ChangeOther
2145451,AddSource
2145451,ChangePlaceOfUse
2129590,ChangePlaceOfUse
2129590,AddSource
2129721,ChangePlaceOfUse
2129721,AddSource
2129721,ChangeEntireWR
2129721,ChangePurpose
6167535,ChangePlaceOfUse
6167535,AddSource
6167535,ChangeSource
6167535,ChangeEntireWR
4264818,ChangeSource
4264818,ChangePlaceOfUse
4264818,ChangeEntireWR
4264818,AddSource
2129310,ChangePurpose
2129310,ChangePlaceOfUse
2129310,AddSource
5119492,ChangeEntireWR
5119492,AddSource
2129305,AddSource
2129305,ChangeSource
2145596,AddSource
4143140,ChangePlaceOfUse
4143140,ChangeOther
6128823,ChangeEntireWR
6128823,AddSource
4258362,ChangeEntireWR
4258362,ChangeSource
2145170,AddSource
4211169,ChangePlaceOfUse
4211169,AddSource
4242247,ChangePlaceOfUse
4242247,ChangeSource
4242247,ChangePurpose
2144871,ChangePurpose
2144871,AddSource
2145954,ChangeSource
2145954,ChangePlaceOfUse
2145954,ChangeEntireWR
2145954,ChangePurpose
4227499,ChangePlaceOfUse
4145385,ChangePurpose
4145385,ChangeEntireWR
4145385,AddSource
4145385,ChangePlaceOfUse
2145437,AddSource
2145437,ChangePlaceOfUse
5199206,AddSource
5199206,ChangeEntireWR
5967083,ChangeEntireWR
5967083,ChangePlaceOfUse
