WaRecId,WaRecChangeIntentTypeCode
2147296,ChangePurpose
2147296,AddSource
2147298,ChangePurpose
2147298,ChangePlaceOfUse
2147298,AddSource
2223145,ChangePlaceOfUse
2223145,ChangeSource
2223145,ChangeEntireWR
4533979,ChangePlaceOfUse
4533979,ChangeEntireWR
4533979,ChangeSource
4204252,ChangeSource
4194342,ChangePlaceOfUse
4194342,ChangeSource
4206142,ChangeSource
4500497,ChangeEntireWR
4500497,ChangePurpose
4500497,AddSource
4500497,ChangeSource
4500497,ChangePlaceOfUse
4203484,ChangePurpose
4203484,ChangePlaceOfUse
2220981,AddSource
2220981,ChangeEntireWR
2220985,AddSource
2220985,ChangeSource
2220988,AddSource
2220988,ChangeEntireWR
2220990,AddSource
2220990,ChangeEntireWR
2223077,AddSource
2223077,ChangeEntireWR
4204186,ChangeSource
4204216,ChangeSource
6662782,ChangeEntireWR
6662782,ChangePurpose
2221065,ChangeSource
2221065,ChangePlaceOfUse
2221065,ChangePurpose
6802526,ChangeEntireWR
6802526,ChangePlaceOfUse
2223111,ChangeEntireWR
2223111,AddSource
2223111,ChangePlaceOfUse
2147546,ChangePlaceOfUse
2147546,ChangeEntireWR
4303124,ChangePlaceOfUse
4303124,ChangeEntireWR
4274681,ChangeSource
2221051,ChangeEntireWR
2221051,ChangePlaceOfUse
2221053,ChangeEntireWR
2221053,ChangeSource
2220826,AddSource
2221060,ChangePlaceOfUse
2221060,ChangeEntireWR
2221062,ChangeEntireWR
2221062,ChangePlaceOfUse
2221064,ChangePlaceOfUse
2221067,ChangeEntireWR
2221067,AddSource
2221069,ChangePlaceOfUse
2221069,ChangeEntireWR
2222851,ChangeEntireWR
2222851,ChangePlaceOfUse
2221071,ChangePlaceOfUse
2221071,ChangeEntireWR
2222852,ChangeEntireWR
2222852,ChangePlaceOfUse
2221073,ChangePlaceOfUse
2221073,ChangeEntireWR
2222849,ChangePlaceOfUse
2222849,ChangeEntireWR
2221075,ChangePlaceOfUse
2221075,ChangeEntireWR
2221087,ChangeEntireWR
2221087,ChangePlaceOfUse
2222845,ChangeEntireWR
2222845,ChangePlaceOfUse
2221085,ChangePlaceOfUse
2221085,ChangeEntireWR
2222847,ChangePlaceOfUse
2222847,ChangeEntireWR
2221084,ChangePlaceOfUse
2221084,ChangeEntireWR
2147181,ChangeEntireWR
2147181,ChangePlaceOfUse
2222848,ChangeEntireWR
2222848,ChangePlaceOfUse
2221083,ChangeEntireWR
2221083,ChangePlaceOfUse
2221092,ChangePlaceOfUse
2221092,ChangeEntireWR
2221103,ChangePlaceOfUse
2221105,ChangePlaceOfUse
5201942,ChangeSource
5201942,ChangePurpose
5201942,ChangePlaceOfUse
6167320,ChangeEntireWR
6167320,ChangeSource
6167320,ChangePlaceOfUse
6800752,ChangeEntireWR
6800752,ChangePlaceOfUse
2221174,ChangeEntireWR
2221174,ChangePurpose
2221174,ChangePlaceOfUse
2221174,AddSource
2221151,AddSource
2221151,ChangeEntireWR
2221166,ChangeEntireWR
2221166,ChangePlaceOfUse
2221108,ChangeSource
2221108,ChangePlaceOfUse
2221108,ChangePurpose
2221187,ChangeEntireWR
2221187,ChangePurpose
2221194,ChangeEntireWR
2221194,ChangePlaceOfUse
2222922,ChangeEntireWR
2222922,Consolidate
4223204,AddPurpose
4223204,ChangeEntireWR
4223204,ChangeSource
4223204,ChangePlaceOfUse
2221220,ChangeEntireWR
2221220,ChangePlaceOfUse
2221222,ChangeSource
4143109,AddSource
4173659,ChangeSource
2221229,ChangeSource
2221229,ChangePlaceOfUse
2221263,ChangePurpose
2221263,ChangeSource
2220848,ChangeSource
2220848,ChangeEntireWR
2147166,AddSource
2147166,ChangeSource
2147166,ChangeEntireWR
6712312,ChangeEntireWR
6712312,AddSource
6800750,ChangePlaceOfUse
6800750,AddSource
6800750,ChangeEntireWR
2221308,ChangeEntireWR
2221308,ChangePlaceOfUse
2221359,ChangeEntireWR
2221359,ChangePlaceOfUse
2221136,AddSource
2221136,ChangeEntireWR
2147528,ChangeSource
2221341,ChangePlaceOfUse
2221343,ChangePlaceOfUse
2221343,ChangeEntireWR
2221346,ChangeOther
2221346,ChangeEntireWR
2147160,ChangePlaceOfUse
2221365,ChangePlaceOfUse
2221365,ChangeSource
2221365,ChangeEntireWR
4199404,ChangeSource
2221140,ChangeSource
2221140,ChangeEntireWR
2221140,ChangePlaceOfUse
2221368,ChangeEntireWR
2221368,ChangePlaceOfUse
2221368,ChangeSource
4157492,AddSource
2221380,ChangeSource
2221380,ChangeEntireWR
2147771,ChangePlaceOfUse
2147771,ChangeSource
2147771,ChangeEntireWR
2223206,AddSource
2221393,AddSource
2221393,ChangeEntireWR
2221402,AddSource
2221100,ChangeEntireWR
2221100,AddSource
2222812,ChangeEntireWR
2222812,ChangeSource
4210994,ChangePlaceOfUse
4210994,ChangeEntireWR
2223190,ChangeSource
2147169,ChangeEntireWR
2147169,ChangePlaceOfUse
2222616,ChangeEntireWR
2222616,ChangePlaceOfUse
2147170,ChangePlaceOfUse
2147170,ChangeEntireWR
2221086,ChangePlaceOfUse
2221086,ChangeEntireWR
2221086,ChangeSource
2222846,ChangeEntireWR
2222846,ChangePlaceOfUse
2206420,ChangePlaceOfUse
2206420,ChangePurpose
2206420,ChangeEntireWR
4600216,ChangeEntireWR
4600216,ChangePlaceOfUse
4161947,ChangePlaceOfUse
4161947,ChangeEntireWR
4161947,AddSource
2206342,ChangePurpose
4644029,ChangeEntireWR
4644029,AddSource
2147304,ChangePlaceOfUse
2147304,ChangeEntireWR
2222635,ChangeEntireWR
2222635,Consolidate
2222635,ChangePlaceOfUse
2222627,ChangePlaceOfUse
2222627,Consolidate
2221171,ChangeEntireWR
2221171,ChangePlaceOfUse
2221113,AddSource
2221113,ChangeEntireWR
4242546,AddSource
4242546,ChangeEntireWR
4232259,ChangeEntireWR
4232259,ChangeSource
2222810,ChangePurpose
2222810,ChangePlaceOfUse
2223278,ChangePlaceOfUse
2223278,ChangeEntireWR
4194199,ChangeSource
4194199,ChangePlaceOfUse
4324435,ChangeSource
4324435,ChangePurpose
4324435,AddSource
4619251,ChangeEntireWR
4619251,AddSource
4619251,ChangePlaceOfUse
2222637,ChangePlaceOfUse
2222637,ChangeOther
2147519,ChangePlaceOfUse
2147519,AddSource
2154021,ChangeEntireWR
2154021,ChangeOther
2154021,AddSource
2223165,ChangePlaceOfUse
2223165,ChangePurpose
2223165,ChangeSource
4158548,ChangeSource
4158548,ChangePlaceOfUse
4158548,ChangeEntireWR
4256490,AddSource
4509616,ChangeSource
4509616,ChangePlaceOfUse
4509616,ChangePurpose
4509616,Consolidate
4509616,ChangeEntireWR
2221405,Consolidate
2221405,AddSource
6799483,ChangeEntireWR
6799483,AddSource
4143101,ChangePlaceOfUse
4143101,ChangeEntireWR
4143101,AddSource
2223286,ChangeSource
4593781,ChangePlaceOfUse
4593781,ChangeEntireWR
4593781,AddSource
6572202,AddSource
6572202,ChangeEntireWR
6801481,ChangeEntireWR
6801481,ChangeSource
4212413,ChangePlaceOfUse
4212413,ChangeEntireWR
4212413,AddSource
2206375,ChangePurpose
6044951,Consolidate
6044951,ChangeEntireWR
2147144,AddSource
2147144,ChangeEntireWR
2147144,ChangePlaceOfUse
2221373,ChangeEntireWR
2221373,AddSource
4522987,AddSource
4166390,ChangeSource
4341999,ChangePlaceOfUse
4341999,ChangeEntireWR
6800760,AddSource
6800760,ChangeEntireWR
2206572,AddSource
2206572,ChangePlaceOfUse
4245239,ChangeSource
4522976,ChangeEntireWR
4522976,AddSource
4148707,ChangeSource
4148707,AddSource
4148707,ChangePlaceOfUse
2223024,ChangePlaceOfUse
2223024,Consolidate
4631718,ChangeEntireWR
4631718,ChangePlaceOfUse
4299279,ChangeEntireWR
4299279,AddSource
4675966,AddSource
4675966,ChangeEntireWR
6800748,ChangeEntireWR
6800748,ChangePurpose
6167220,ChangePlaceOfUse
6167220,ChangeEntireWR
6167267,ChangeEntireWR
6167267,AddSource
2221169,AddSource
6800755,ChangeEntireWR
6800755,AddSource
6800755,ChangePurpose
6800763,ChangePurpose
6800763,ChangePlaceOfUse
6800763,ChangeEntireWR
2223276,ChangePurpose
2223276,ChangePlaceOfUse
2223276,ChangeEntireWR
5358151,ChangeSource
5358151,ChangeEntireWR
2147116,ChangeSource
2147116,ChangePlaceOfUse
4273989,AddSource
6800757,ChangeEntireWR
6800757,ChangePlaceOfUse
2147249,ChangePlaceOfUse
2147249,ChangeOther
2222630,ChangePlaceOfUse
2222630,Consolidate
2222819,ChangeSource
2222978,ChangeSource
2222978,ChangeEntireWR
2223050,ChangePurpose
2223050,ChangeSource
6714707,ChangeSource
6714707,ChangeEntireWR
2223070,ChangeSource
2223082,ChangeEntireWR
2223082,ChangePlaceOfUse
4167178,ChangeEntireWR
4167178,ChangeSource
4268988,ChangePlaceOfUse
4268988,ChangeEntireWR
4268988,AddSource
2206417,ChangeEntireWR
2206417,ChangeSource
2222765,AddSource
2223295,AddSource
2223422,AddSource
2223422,ChangeEntireWR
4522715,AddSource
4522715,ChangeEntireWR
4522715,ChangePlaceOfUse
2223233,ChangeOther
2223965,ChangeSource
4458442,AddPurpose
4458442,ChangePartOfWR
4458442,ChangePlaceOfUse
4303747,ChangePartOfWR
4303747,ChangePurpose
4624838,AddSource
4624838,ChangeSource
2285676,ChangeSource
2285676,ChangeOther
4236830,ChangePurpose
4236830,AddSource
4235944,ChangePartOfWR
4235944,ChangePlaceOfUse
4235944,ChangePurpose
4235944,ChangeSource
4238639,ChangePlaceOfUse
4238639,ChangePurpose
4238639,ChangeSource
4274533,ChangePlaceOfUse
4274533,ChangeSource
4274540,ChangePlaceOfUse
4274540,ChangePurpose
4274540,ChangeSource
4284689,ChangeSource
4284689,ChangePurpose
4284689,ChangePlaceOfUse
4284733,ChangeSource
4284733,ChangePlaceOfUse
4284733,ChangePurpose
4284740,ChangePlaceOfUse
4284740,ChangePurpose
4284740,ChangeSource
4289716,ChangePlaceOfUse
4289716,ChangePurpose
4289716,ChangeSource
4291255,ChangePlaceOfUse
4291255,ChangePurpose
4291255,ChangeSource
4291581,ChangePlaceOfUse
4291581,ChangePurpose
4291581,ChangeSource
4291588,ChangePlaceOfUse
4291588,ChangePurpose
4291588,ChangeSource
4291595,ChangePlaceOfUse
4291595,ChangePurpose
4291595,ChangeSource
4291629,ChangePlaceOfUse
4291629,ChangePurpose
4291629,ChangeSource
4291636,ChangePlaceOfUse
4291636,ChangePurpose
4291636,ChangeSource
4292912,ChangePlaceOfUse
4292912,ChangePurpose
4292912,ChangeSource
4292920,ChangePlaceOfUse
4292920,ChangePurpose
4292920,ChangeSource
4292927,ChangePlaceOfUse
4292927,ChangePurpose
4292927,ChangeSource
4292934,ChangePlaceOfUse
4292934,ChangePurpose
4292934,ChangeSource
4294197,ChangePlaceOfUse
4294197,ChangePurpose
4294197,ChangeSource
4294206,ChangePlaceOfUse
4294206,ChangePurpose
4294206,ChangeSource
4294215,ChangePlaceOfUse
4294215,ChangePurpose
4294215,ChangeSource
4294223,ChangePlaceOfUse
4294223,ChangePurpose
4294223,ChangeSource
4294231,ChangePlaceOfUse
4294231,ChangePurpose
4294231,ChangeSource
4294238,ChangePlaceOfUse
4294238,ChangePurpose
4294238,ChangeSource
4294244,ChangePlaceOfUse
4294244,ChangePurpose
4294244,ChangeSource
4295637,ChangePlaceOfUse
4295637,ChangePurpose
4295637,ChangeSource
4295648,ChangePlaceOfUse
4295648,ChangePurpose
4295648,ChangeSource
4295663,ChangePlaceOfUse
4295663,ChangePurpose
4295663,ChangeSource
4295670,ChangePlaceOfUse
4295670,ChangePurpose
4295670,ChangeSource
4296496,ChangePlaceOfUse
4296496,ChangePurpose
4296496,ChangeSource
4296503,ChangePlaceOfUse
4296503,ChangePurpose
4296503,ChangeSource
4296510,ChangePlaceOfUse
4296510,ChangePurpose
4296510,ChangeSource
4305047,ChangePlaceOfUse
4305047,ChangePurpose
4305047,ChangeSource
4305053,ChangeEntireWR
4305053,ChangePlaceOfUse
4309186,ChangePlaceOfUse
4309186,ChangePurpose
4309186,ChangeSource
4327967,ChangePlaceOfUse
4327967,ChangePurpose
4327967,ChangeSource
4408956,ChangePurpose
4408956,ChangePlaceOfUse
4408956,ChangeSource
4408956,ChangeEntireWR
4419960,ChangePlaceOfUse
4419960,ChangePurpose
4419960,ChangeSource
4465130,ChangePlaceOfUse
4465130,ChangePurpose
4465130,ChangeSource
4465205,ChangePlaceOfUse
4465205,ChangePurpose
4465205,ChangeSource
4465213,ChangePlaceOfUse
4465213,ChangePurpose
4465213,ChangeSource
4469993,ChangeSource
4469993,ChangePlaceOfUse
4469993,ChangePurpose
4469993,ChangePartOfWR
4470004,ChangeSource
4470004,ChangePlaceOfUse
4470004,ChangePurpose
4470004,ChangePartOfWR
4470148,ChangePlaceOfUse
4470148,ChangePurpose
4470148,ChangeSource
4470156,ChangePlaceOfUse
4470156,ChangePurpose
4470156,ChangeSource
4471274,ChangePlaceOfUse
4471274,ChangePurpose
4471274,ChangeSource
4471288,ChangePlaceOfUse
4471288,ChangePurpose
4471288,ChangeSource
4471295,ChangePlaceOfUse
4471295,ChangePurpose
4471295,ChangeSource
4471302,ChangePlaceOfUse
4471302,ChangePurpose
4471302,ChangeSource
4471310,ChangePlaceOfUse
4471310,ChangePurpose
4471310,ChangeSource
4471456,ChangePlaceOfUse
4471456,ChangePurpose
4471456,ChangeSource
4471462,ChangePurpose
4471462,ChangeSource
4471462,ChangePlaceOfUse
4471874,ChangePartOfWR
4471874,ChangePlaceOfUse
4471893,ChangePlaceOfUse
4471893,ChangePurpose
4471893,ChangeSource
4471901,ChangePlaceOfUse
4471901,ChangePurpose
4471901,ChangeSource
4471945,ChangePlaceOfUse
4471945,ChangePurpose
4471945,ChangeSource
4472552,ChangePlaceOfUse
4472552,ChangePurpose
4472552,ChangeSource
4472561,ChangePlaceOfUse
4472561,ChangePurpose
4472561,ChangeSource
4472568,ChangePlaceOfUse
4472568,ChangePurpose
4472568,ChangeSource
4472577,ChangePlaceOfUse
4472577,ChangePurpose
4472577,ChangeSource
4472755,ChangePlaceOfUse
4472755,ChangePurpose
4472755,ChangeSource
4476532,ChangePurpose
4476532,ChangeSource
4476532,ChangeEntireWR
4476532,ChangePlaceOfUse
4476553,ChangePurpose
4476553,ChangeEntireWR
4476553,ChangeSource
4476553,ChangePlaceOfUse
4480294,ChangePlaceOfUse
4480294,ChangePurpose
4480294,ChangeSource
4480301,ChangePurpose
4480301,ChangePlaceOfUse
4480301,ChangeSource
4482681,ChangeSource
4482681,ChangePlaceOfUse
4482681,ChangePurpose
4484816,ChangeSource
4484816,ChangePlaceOfUse
4484816,ChangePurpose
4484839,ChangeSource
4484839,ChangePlaceOfUse
4484839,ChangePurpose
4484845,ChangeSource
4484845,ChangePlaceOfUse
4484845,ChangePurpose
4484852,ChangeSource
4484852,ChangePlaceOfUse
4484852,ChangePurpose
4484859,ChangeSource
4484859,ChangePlaceOfUse
4484859,ChangePurpose
4484859,ChangePartOfWR
4484866,ChangePurpose
4484866,ChangePlaceOfUse
4484866,ChangeSource
4484873,ChangePurpose
4484873,ChangeSource
4484873,ChangePlaceOfUse
4484887,ChangeSource
4484887,ChangePurpose
4484887,ChangePlaceOfUse
4484894,ChangeSource
4484894,ChangePurpose
4484894,ChangePlaceOfUse
4484901,ChangePurpose
4484901,ChangeSource
4484901,ChangePlaceOfUse
4484901,ChangeEntireWR
4484967,ChangePartOfWR
4484967,ChangeSource
4484967,ChangePurpose
4484967,ChangePlaceOfUse
4485166,ChangePurpose
4485166,ChangePartOfWR
4485166,ChangeSource
4485166,ChangePlaceOfUse
4485663,ChangePurpose
4485663,ChangeSource
4485663,ChangePlaceOfUse
4486178,ChangePlaceOfUse
4486178,ChangePartOfWR
4486178,ChangeSource
4486178,ChangePurpose
4487212,ChangePlaceOfUse
4487212,ChangePurpose
4487212,ChangePartOfWR
4487212,ChangeSource
4491499,ChangePlaceOfUse
4491499,ChangePurpose
4491499,ChangeSource
4491508,ChangePurpose
4491508,ChangeSource
4491508,ChangeEntireWR
4491508,ChangePlaceOfUse
4491964,ChangePlaceOfUse
4491964,ChangeSource
4491964,ChangePurpose
4491972,ChangePlaceOfUse
4491972,ChangePurpose
4491972,ChangeSource
4492871,ChangePurpose
4492871,ChangePlaceOfUse
4492871,ChangeSource
4496529,ChangePurpose
4496529,ChangeSource
4496529,ChangePlaceOfUse
4496543,ChangePlaceOfUse
4496543,ChangeSource
4496543,ChangePurpose
4496551,ChangeSource
4496551,ChangeEntireWR
4496551,ChangePlaceOfUse
4496551,ChangePurpose
4498426,ChangePurpose
4498426,ChangeSource
4498426,ChangePlaceOfUse
4498438,ChangeEntireWR
4498438,ChangeSource
4498438,ChangePurpose
4498438,ChangePlaceOfUse
4498451,ChangePurpose
4498451,ChangePlaceOfUse
4498451,ChangeSource
4498451,ChangeEntireWR
4498502,ChangePlaceOfUse
4498502,ChangePurpose
4498502,ChangeSource
4499109,ChangeSource
4499109,ChangePlaceOfUse
4499109,ChangePurpose
4499109,ChangePartOfWR
4499116,ChangePurpose
4499116,ChangePlaceOfUse
4499116,ChangeSource
4500738,ChangePlaceOfUse
4500738,ChangePurpose
4500738,ChangeSource
4500779,ChangePurpose
4500779,ChangePlaceOfUse
4500779,ChangeSource
4505045,ChangeSource
4505045,ChangePurpose
4505045,ChangePlaceOfUse
4505054,ChangeSource
4505054,ChangeEntireWR
4505054,ChangePlaceOfUse
4505054,ChangePurpose
4526527,ChangeEntireWR
4526527,ChangeSource
4526527,ChangePurpose
4526527,ChangePlaceOfUse
4530483,ChangePurpose
4530483,ChangeSource
4530483,ChangePlaceOfUse
4530492,ChangePurpose
4530492,ChangeSource
4530492,ChangePlaceOfUse
4530501,ChangePurpose
4530501,ChangeSource
4530501,ChangePlaceOfUse
4533192,ChangeSource
4533192,ChangeEntireWR
4533192,ChangePurpose
4533192,ChangePlaceOfUse
4533198,ChangePurpose
4533198,ChangeSource
4533198,ChangePlaceOfUse
4533198,ChangeEntireWR
4537113,ChangePurpose
4537113,ChangeSource
4537113,ChangePlaceOfUse
4540326,ChangePlaceOfUse
4540326,ChangeSource
4540326,ChangePurpose
4541969,ChangeSource
4541969,ChangePurpose
4541969,ChangePlaceOfUse
4541969,ChangeEntireWR
4541979,ChangePurpose
4541979,ChangeSource
4541979,ChangePlaceOfUse
4544340,ChangePlaceOfUse
4544340,ChangeSource
4544340,ChangePurpose
4552269,ChangePurpose
4552269,ChangeSource
4552269,ChangeEntireWR
4552269,ChangePlaceOfUse
4639140,ChangePurpose
4639140,ChangePartOfWR
4639140,ChangePlaceOfUse
4639140,ChangeSource
4649899,ChangePlaceOfUse
4649899,ChangeSource
4649899,ChangeEntireWR
4649899,ChangePurpose
4651900,ChangeSource
4651900,ChangePlaceOfUse
4651900,ChangeEntireWR
4651900,ChangePurpose
4657846,ChangeSource
4657846,ChangePurpose
4657846,ChangeEntireWR
4657846,ChangePlaceOfUse
4669295,ChangeSource
4669295,ChangePlaceOfUse
4669295,ChangePurpose
4674083,ChangeSource
4674083,ChangePurpose
4674083,ChangePlaceOfUse
4679524,ChangePurpose
4679524,ChangeSource
4679524,ChangePlaceOfUse
4680847,ChangeSource
4680847,ChangePlaceOfUse
4680847,ChangePurpose
4680847,ChangeEntireWR
4700492,ChangePlaceOfUse
4700492,ChangePurpose
4700492,ChangeSource
4700504,ChangePurpose
4700504,ChangePartOfWR
4700504,ChangeSource
4700504,ChangePlaceOfUse
4702089,ChangePlaceOfUse
4702089,ChangeSource
4702089,ChangePartOfWR
4702089,ChangePurpose
4716635,ChangePlaceOfUse
4716635,ChangeSource
4716635,ChangePurpose
4716686,ChangeSource
4716686,ChangePlaceOfUse
4716686,ChangePurpose
4716686,ChangePartOfWR
4719470,ChangeSource
4719470,ChangePlaceOfUse
4719470,ChangePartOfWR
4719470,ChangePurpose
4721584,ChangePlaceOfUse
4721584,ChangeSource
4721584,ChangePartOfWR
4721584,ChangePurpose
4725578,ChangeSource
4725578,ChangeEntireWR
4725578,ChangePurpose
4725578,ChangePlaceOfUse
4730391,ChangeSource
4730391,ChangePlaceOfUse
4730391,ChangePurpose
4847961,ChangeSource
4847961,ChangePurpose
4847961,ChangePlaceOfUse
4847975,ChangePlaceOfUse
4847975,ChangePurpose
4847975,ChangeSource
4847982,ChangePurpose
4847982,ChangeSource
4847982,ChangePlaceOfUse
4883361,ChangePlaceOfUse
4883361,ChangeSource
4883361,ChangePartOfWR
4883361,ChangePurpose
4963028,ChangePurpose
4963028,ChangePartOfWR
4963028,ChangeSource
4963028,ChangePlaceOfUse
5240122,ChangePurpose
5240122,ChangeSource
5240122,ChangePartOfWR
5240122,ChangePlaceOfUse
5240129,ChangeSource
5240129,ChangePlaceOfUse
5240129,ChangePartOfWR
5240129,ChangePurpose
5242592,ChangePlaceOfUse
5242592,ChangeSource
5242592,ChangePurpose
5403910,ChangePartOfWR
5403910,ChangeSource
5403910,ChangePurpose
5403910,ChangePlaceOfUse
5403919,ChangeSource
5403919,ChangePartOfWR
5403919,ChangePlaceOfUse
5403919,ChangePurpose
5482787,ChangePartOfWR
5482787,ChangeSource
5482787,ChangePlaceOfUse
5482787,ChangePurpose
5803316,ChangeSource
5803316,ChangePurpose
5803316,ChangePlaceOfUse
6269371,ChangePlaceOfUse
6269371,ChangeSource
6269371,ChangePurpose
6269371,ChangePartOfWR
6799111,ChangePurpose
6799111,ChangeSource
6799111,ChangePlaceOfUse
6799111,ChangePartOfWR
6799112,ChangePartOfWR
6799112,ChangePurpose
6799112,ChangeSource
6799112,ChangePlaceOfUse
6799113,ChangePlaceOfUse
6799113,ChangeSource
6799113,ChangePurpose
6799113,ChangePartOfWR
6799492,ChangePurpose
6799492,ChangeSource
6799492,ChangePartOfWR
6799492,ChangePlaceOfUse
2234525,ChangePlaceOfUse
4265767,ChangeSource
4459406,ChangePlaceOfUse
2223981,ChangePlaceOfUse
2223981,ChangeSource
6800810,ChangeSource
6800810,AddSource
6800810,ChangePartOfWR
6800810,AddIrrigatedArea
6800810,ChangePlaceOfUse
6623793,AddSource
6623793,AddIrrigatedArea
6623793,ChangePlaceOfUse
5965438,ChangePlaceOfUse
5965438,ChangePartOfWR
4267048,ChangeSource
4267048,ChangePlaceOfUse
6801119,ChangePartOfWR
6801119,ChangeSource
6579247,ChangePlaceOfUse
6579247,ChangeOther
6579247,AddSource
6555980,AddSource
6555980,ChangePartOfWR
6555980,ChangePlaceOfUse
6555980,AddIrrigatedArea
5600979,AddIrrigatedArea
5600979,ChangePlaceOfUse
4167411,ChangePlaceOfUse
4167411,ChangeSource
5441966,ChangePurpose
5441966,AddSource
5441966,ChangeOther
5441966,ChangePlaceOfUse
5442001,AddSource
5442001,ChangePurpose
5442001,ChangeOther
5442001,ChangePlaceOfUse
5442024,ChangePurpose
5442024,ChangeOther
5442024,ChangePlaceOfUse
5442024,AddSource
5442067,ChangePlaceOfUse
5442067,AddSource
5442067,ChangePurpose
5442067,ChangeOther
2224210,ChangePlaceOfUse
2224210,AddSource
2224211,ChangePlaceOfUse
2224211,AddSource
2224205,AddSource
2224205,ChangePartOfWR
5802872,ChangeOther
5802872,ChangePlaceOfUse
5802872,AddSource
5802797,AddSource
5802797,ChangePlaceOfUse
5802797,AddIrrigatedArea
4271988,ChangeSource
4271988,ChangePlaceOfUse
2224212,ChangeSource
4272069,ChangeSource
4677568,ChangePlaceOfUse
6799862,AddSource
6799862,ChangePartOfWR
2271860,ChangePlaceOfUse
5601011,AddIrrigatedArea
5601011,ChangePlaceOfUse
5601011,AddSource
6801116,ChangeSource
6801116,ChangePartOfWR
4245023,ChangePartOfWR
4245023,ChangePurpose
2285735,ChangePurpose
4555695,ChangePlaceOfUse
4555695,AddSource
4555684,ChangePlaceOfUse
4555684,AddSource
6167626,AddSource
6167626,ChangePlaceOfUse
4273927,ChangePlaceOfUse
2271918,ChangePlaceOfUse
4426749,ChangeSource
4555704,ChangePlaceOfUse
4555704,AddSource
2285805,ChangePurpose
2285805,ChangePlaceOfUse
2285805,ChangeSource
6801896,ChangeEntireWR
6801896,AddSource
2229370,ChangeSource
2229370,ChangePlaceOfUse
6420271,ChangeSource
6420271,AddIrrigatedArea
6420271,ChangeOther
6420271,ChangePlaceOfUse
4691546,AddSource
4691546,ChangeSource
2271874,ChangePlaceOfUse
2271948,ChangeSource
2272201,AddSource
2272201,ChangePlaceOfUse
2224462,ChangePlaceOfUse
2224462,AddSource
2224461,ChangePlaceOfUse
2224461,AddSource
2224460,AddSource
2224460,ChangePlaceOfUse
4273260,AddSource
2224152,ChangeSource
2224152,ChangePlaceOfUse
4273527,ChangePurpose
4625498,ChangePurpose
4625498,ChangeEntireWR
4273333,ChangePlaceOfUse
4273283,ChangePlaceOfUse
4273355,ChangeSource
6623750,AddSource
6623750,ChangePlaceOfUse
6623750,AddIrrigatedArea
4676411,ChangePlaceOfUse
4676411,ChangeSource
4676411,ChangePurpose
4676411,ChangeOther
6267306,ChangePartOfWR
6267306,ChangePlaceOfUse
5600736,ChangeSource
5600736,ChangePlaceOfUse
5600736,ChangeOther
4273557,ChangeSource
4272739,ChangeSource
4271642,ChangePlaceOfUse
2271828,ChangePlaceOfUse
2271828,ChangePurpose
2271828,ChangeSource
6799403,ChangePlaceOfUse
6799403,AddIrrigatedArea
6799403,AddSource
4272299,ChangeSource
4273367,ChangeSource
4272757,ChangePlaceOfUse
4272020,ChangeSource
4272020,ChangePlaceOfUse
4272020,ChangePurpose
4272125,ChangePlaceOfUse
4271839,ChangePlaceOfUse
4273969,ChangePlaceOfUse
4272008,ChangeSource
4268254,ChangePlaceOfUse
2285851,ChangeSource
2285851,AddSource
2285851,ChangeEntireWR
4273798,ChangeSource
2224234,ChangeEntireWR
2224234,ChangePlaceOfUse
2224234,ChangeSource
6801461,AddIrrigatedArea
6801461,ChangePlaceOfUse
6801461,ChangeSource
4268575,ChangeSource
4272722,ChangeSource
4268922,ChangePlaceOfUse
4268922,ChangePurpose
4268048,ChangeSource
2272139,ChangePurpose
2272139,ChangeSource
2272139,ChangePlaceOfUse
2272139,AddSource
4268067,ChangePurpose
4145768,ChangePlaceOfUse
4145768,AddSource
4145768,ChangePartOfWR
4268169,ChangePurpose
6555875,ChangeSource
6555875,ChangePlaceOfUse
6555875,ChangeOther
4267840,ChangePlaceOfUse
4267840,ChangeSource
2271876,ChangePlaceOfUse
2271876,ChangeEntireWR
2271876,ChangePurpose
4272287,ChangePlaceOfUse
4676431,ChangePlaceOfUse
4676431,ChangeSource
4676431,ChangePurpose
4676431,ChangeOther
4273714,ChangePlaceOfUse
4267273,ChangePlaceOfUse
4267273,ChangePurpose
4267785,ChangePlaceOfUse
4321901,ChangeEntireWR
4321901,ChangePlaceOfUse
5241083,ChangeOther
5241083,ChangePlaceOfUse
5241083,ChangeSource
6622626,ChangePlaceOfUse
6622626,AddSource
6622626,ChangeSource
6798859,ChangePlaceOfUse
6798859,AddIrrigatedArea
6798859,ChangeSource
4268898,ChangePlaceOfUse
4271627,ChangeSource
4271627,ChangePlaceOfUse
4268267,ChangePlaceOfUse
4268380,ChangePlaceOfUse
6798863,ChangeSource
6798863,ChangePartOfWR
6798863,AddIrrigatedArea
6798863,ChangePlaceOfUse
4268242,ChangePlaceOfUse
4266036,ChangeSource
4270695,ChangePlaceOfUse
4270695,ChangeSource
4268103,ChangePlaceOfUse
4268103,ChangeSource
4268884,ChangePurpose
4268884,ChangePlaceOfUse
4267198,ChangeSource
6798856,AddIrrigatedArea
6798856,ChangeSource
6798856,ChangePartOfWR
6798856,AddSource
6798856,ChangePlaceOfUse
4272263,ChangePurpose
4272263,ChangePlaceOfUse
2271988,ChangePlaceOfUse
2271988,ChangeSource
4272312,ChangeSource
