ParentWaRecId	ChildWaRecId	IsMitigationFlag
2077767	4168646	
2077768	2077933	
2077770	2087662	
2077777	4168702	
2077779	4168770	
2077783	4158212	
2077784	4158319	
2077788	4169547	
2077791	2084647	
2077791	2087284	
2077791	2087285	
2077791	4239242	
2077792	2087250	
2077793	2087348	False
2077794	2087025	
2077797	4228739	
2077797	4468982	
2077807	4238445	
2077807	4636937	
2077810	2087249	
2077820	2087006	
2077821	2087007	
2077821	4216490	
2077821	6802781	False
2077822	2087016	
2077822	6802217	False
2077824	4143864	
2077824	6802913	False
2077828	4211752	
2077830	4211766	
2077844	4175141	
2077845	4175152	
2077850	4313235	
2077852	2085012	
2077860	4158176	
2077868	4158308	
2077889	4158282	
2077891	4158291	
2077894	4158167	
2077900	4158300	
2077908	2085257	
2077910	4165604	
2077910	4634882	
2077913	4158246	
2077914	4158246	False
2077915	2085196	
2077916	2085197	
2077920	4189812	
2077921	4182752	
2077922	4182768	
2077927	4156867	
2077928	2084655	False
2077947	4190720	
2077948	4190729	
2077949	4190738	
2077951	4190702	
2077956	4190711	
2077997	2075168	
2078019	2084532	
2078019	2087410	
2078023	4196355	
2078033	2075166	
2078037	4190511	
2078049	2085086	False
2078050	2032761	
2078050	4164356	
2078052	4160659	
2078057	2084853	False
2078061	6802478	False
2078068	2075485	
2078078	2084809	False
2078111	4677009	
2078112	2075365	
2078112	4174295	
2078112	4174545	
2078113	2075364	
2078113	2087106	
2078113	4174354	
2078113	4174479	
2078113	4174698	
2078113	4174710	
2078113	4174796	
2078113	4174805	
2078113	4174815	
2078113	4174830	
2078113	4174839	
2078113	4174848	
2078113	4174951	
2078113	4174959	
2078114	2087108	
2078115	2085050	
2078115	4181448	
2078116	2084854	
2078116	4257093	
2078116	4303360	
2078117	2075363	
2078117	4174973	
2078117	4174982	
2078118	2075362	
2078118	2085125	
2078119	4174999	
2078119	4175009	
2078121	2084851	
2078122	4175042	
2078123	4175073	
2078123	4175088	
2078125	2085051	
2078125	4181547	
2078125	4646038	
2078137	4492071	
2078138	4181020	
2078180	2085081
4175042	2085111
2078131	2085112
2085239 2085239
4174760	2086731
2085249 2085249
2085256 2085256
2085207 2085207
2085208 2085208
2085210 2085210	
2078181	4149782	
2078181	4152970	
2078192	4192551	
2078215	2085044	
2078247	2085016	
2078275	2084508	
2078283	4192580	
2078308	4216798	
2078310	2087723	
2078315	4192564	
2078315	4192570	
2078317	4192519	
2078317	4192528	
2078320	2084540	
2078323	4194931	
2078325	4192742	
2078325	4192750	
2078333	2085015	
2078361	2032363	
2078397	4192756	
2078420	4194822	
2078421	4192703	
2078421	4192711	
2078423	4192803	
2078423	4192809	
2078442	4192539	
2078447	4194953	
2078454	4228714	
2078454	4468968	
2078462	6269332	
2078462	6721982	
2078463	4189655	
2078472	5480690	
2078478	4193134	
2078479	4193145	
2078482	4193115	
2078485	4192941	
2078489	2087116	
2078491	4189610	
2078494	2085241	
2078494	2086765	
2078494	4217005	
2078494	4217044	
2078508	2032669	False
2078509	2032670	False
2078510	2086974	
2078516	6126831	
2078517	4196608	
2078520	6799023	
2078530	4160677	
2078531	2087330	
2078531	2087409	
2078531	4213755	
2078531	4213938	
2078531	4214195	
2078536	2032539	False
2078536	2085259	False
2078538	2087194	
2078554	2085085	
2078556	4565533	
2078556	6801541	False
2078556	6802546	False
2078557	4565755	
2078563	4546361	
2078575	2087703	
2078575	2087737	
2078575	4262136	
2078593	2086943	
2078602	2032993	
2078602	4201180	
2078617	6007793	
2078617	6675426	False
2078644	4239992	
2078645	4169887	
2078662	4160670	
2078663	6798840	
2078663	6800548	False
2078665	4158740	
2078691	6801670	False
2078696	6798964	
2078697	4404123	
2078709	2087228	
2078712	2032997	
2078718	2085228	
2078718	2086741	
2078721	2085250	
2078721	4408385	
2078721	4408396	
2078723	2087417	
2078723	2087607	
2078723	4158911	
2078724	2087358	
2078724	4234697	
2078737	2086868	
2078739	2085247	
2078740	2085246	
2078744	4182401	
2078746	2032822	
2078751	2087287	
2078751	4151445	
2078751	4197012	
2078753	2086955	
2078764	2084745	
2078767	2075965	
2078770	4314005	
2078773	2085023	False
2078774	2085084	
2078778	4158607	
2078783	4732279	
2078783	6558540	
2078794	2084791	False
2078813	2087185	
2078813	4314143	
2078822	4204096	
2078822	4237325	
2078822	4638484	
2078823	2087286	
2078823	4146988	
2078823	4196971	
2078827	4732659	
2078835	2075331	
2078841	2087075	
2078845	2075972	
2078858	6802241	False
2078863	2032497	
2078866	4240703	
2078866	4505977	
2078869	4173906	
2078872	2084754	
2078873	2084755	
2078874	2084756	
2078885	4187994	
2078891	2084505	
2078891	4164314	
2078891	4656505	
2078898	2085230	
2078899	4195064	
2078907	2086902	
2078941	4194915	
2078942	2085018	
2078948	4727439	
2078958	4190325	
2078959	2084746	
2078978	6257966	
2078985	2032789	
2078985	2085243	
2078987	4696151	
2078990	2087429	
2078990	6166129	
2078995	2085010	
2078996	2087102	
2078997	4732840	
2078997	5202650	
2078997	5647436	
2078997	6166050	
2078997	6799407	
2078997	6799408	
2078997	6800371	False
2078997	6801689	False
2079008	4190808	
2079010	4564115	
2079010	6045033	False
2079010	6359773	False
2079010	6675385	False
2079010	6802547	False
2079011	4189620	
2079014	2087091	
2079014	2087092	
2079016	2087239	
2079018	2087240	
2079023	6802833	False
2079045	2085194	
2079050	2087418	
2079050	4158686	
2079050	4288099	
2079060	2084651	
2079062	2087498	
2079062	2087499	
2079074	2032517	
2079074	2032899	
2079074	2032900	
2079074	4157156	
2079079	4259696	
2079080	4644513	
2079087	4189987	
2079088	4262104	
2079088	4262681	
2079089	2087002	
2079091	2032376	
2079091	2087315	
2079091	2087316	
2079091	2087702	
2079091	4597711	
2079092	2032375	
2079092	2087491	
2079093	2086859	
2079098	2087313	
2079098	2087314	
2079098	6007954	
2079100	2087735	
2079100	2087736	
2079101	4262766	
2079106	4158505	
2079115	4597060	
2079118	4735419	
2079123	2084813	False
2079134	2085114	False
2079141	2032788	
2079141	2085244	
2079149	2087275	
2079162	6126968	
2079162	6126979	
2079162	6127021	
2079163	2084751	
2079181	4194626	
2079187	4194636	
2079194	2083695	
2079194	4190994	
2079200	6206769	
2079225	4146941	
2079225	4147279	
2079258	4185160	
2079260	4190781	
2079263	5278607	
2079272	2087241	
2079277	2087262	
2079284	2087098	
2079285	2087099	
2079285	4845219	
2079285	4845234	
2079285	5925840	
2079286	4669936	
2079287	4154999	
2079287	4846771	
2079287	5963617	
2079288	4155022	
2079288	4847426	
2079288	4847452	
2079288	5963577	
2079296	2087709	
2079298	2032391	
2079299	4700991	
2079299	4701004	
2079301	2087100	
2079302	2087101	
2079303	6721621	
2079306	2087237	
2079306	2087552	
2079306	4267521	
2079306	6801465	False
2079308	2087238	
2079308	6721293	
2079309	2084873	
2079310	6799417	
2079311	2087236	
2079311	2087256	
2079311	2087257	
2079311	4425542	
2079312	2084872	
2079313	6800519	False
2079315	6800521	False
2079316	6802623	False
2079319	2087096	
2079320	2087094	
2079320	5480872	
2079323	4700946	
2079323	4700966	
2079335	2084514	
2079342	2087008	
2079365	2085060	
2079369	2032998	
2079407	4195055	
2079417	4195046	
2079420	4196551	
2079422	4156857	
2079431	4194988	
2079432	4195000	
2079434	4195011	
2079435	4195022	
2079437	2032320	
2079439	4656559	
2079444	4194685	
2079460	4194972	
2079460	4194980	
2079462	4189825	
2079465	4190790	
2079474	4158421	
2079489	4216419	
2079489	4647918	
2079489	4714808	
2079489	4736233	
2079492	2075382	
2079494	4249180	
2079503	2087394	
2079503	2087503	
2079503	4265491	
2079504	4158532	
2079547	2087253	
2079583	2087000	
2079589	2087001	
2079596	2087244	
2079597	2087243	
2079601	2087056	
2079621	4148765	
2079622	4184308	
2079622	4194035	
2079622	4200207	
2079623	4148751	
2079624	4184348	
2079624	4200191	
2079625	4163905	
2079626	4274094	
2079628	4185133	
2079632	2087018	
2079632	2087021	
2079635	4204082	
2079635	4237310	
2079635	4638330	
2079638	4649235	
2079640	4158274	
2079642	4158489	
2079643	5116400	
2079654	2087003	
2079656	2084792	False
2079660	4170710	
2079660	4170723	
2079668	2085139	
2079668	4170749	
2079669	2085140	
2079669	4170756	
2079670	4170647	
2079671	2075133	
2079671	4170763	
2079672	2038204	
2079672	4170770	
2079672	4170776	
2079672	4170782	
2079672	4170789	
2079673	4170798	
2079675	2075134	
2079675	4169533	
2079675	4169540	
2079677	4170806	
2079680	4170655	
2079682	4170825	
2079686	4170837	
2079694	4170662	
2079694	4170669	
2079694	4170688	
2079694	4170694	
2079694	4170700	
2079699	2084884	
2079699	4162199	
2079699	4162216	
2079699	4170844	
2079700	4145230	
2079703	2085091	
2079703	4170441	
2079705	4170856	
2079706	2032572	
2079706	2075339	
2079706	2085103	
2079706	2085134	
2079706	4170870	
2079706	4170877	
2079706	4170883	
2079706	4170890	
2079706	4170896	
2079707	2075338	
2079707	2085093	
2079707	4170904	
2079707	4170910	
2079710	2085094	
2079710	4170919	
2079711	2084785	
2079711	4170452	
2079715	4170930	
2079716	2075361	
2079716	4170937	
2079718	2084802	
2079719	4170944	
2079720	2075481	
2079720	2085098	
2079720	4170957	
2079720	4170964	
2079721	4170974	
2079723	4170982	
2079729	2085149	
2079729	4170990	
2079730	2085102	
2079730	4171000	
2079735	2084804	
2079735	2085100	
2079735	4171009	
2079736	2085092	
2079736	2085101	
2079736	4170464	
2079736	4170474	
2079742	2085097	
2079742	4171037	
2079749	4171048	
2079749	4171054	
2079753	2085254	
2079753	4171062	
2079754	2084885	
2079754	4171070	
2079768	4171081	
2079768	4171087	
2079769	2075340	
2079769	2085132	
2079769	2085135	
2079769	4171095	
2079769	4171101	
2079769	4171108	
2079772	2085242	
2079774	2075479	
2079774	2085041	
2079774	2087111	
2079780	2083966	
2079780	4191011	
2079786	2086858	
2079797	4185179	
2079800	4194901	
2079804	4310442	
2079805	6464621	
2079805	6799833	
2079805	6800387	False
2079820	4215034	
2079820	4303527	
2079820	4303548	
2079820	4303559	
2079822	4190544	
2079826	4175590	
2079834	2086893	
2079844	4164703	
2079844	4219149	
2079845	4156889	
2079846	6560100	
2079846	6802386	False
2079849	4285399	
2079849	4285418	
2079849	4285537	
2079849	4285550	
2079849	4285563	
2079854	2084777	
2079855	2084775	
2079859	2087122	
2079859	2087123	
2079860	4145778	
2079861	6799278	
2079862	6799279	
2079863	6799282	
2079864	4207821	
2079864	4664939	
2079867	4152139	
2079867	4696500	
2079867	5119207	
2079868	4152153	
2079873	4735380	
2079874	6799283	
2079877	5566151	
2079879	2087013	
2079879	2087014	
2079879	5566239	
2079887	5600425	
2079888	5600480	
2079895	5600451	
2079898	4313150	
2079898	4602677	
2079905	4498960	
2079905	6799420	
2079905	6799793	
2079915	6464447	
2079915	6799832	
2079918	4244575	
2079927	4485788	
2079928	4404328	
2079932	4169301	
2079933	6799277	
2079937	2085217	
2079943	2032995	
2079943	2084880	
2079946	4244536	
2079949	4186992	
2079950	4164918	
2079953	4244557	
2079954	2087151	
2079954	2087199	
2079954	4721366	
2079959	4750081	False
2079960	4766996	False
2079973	4744622	False
2079977	2087137	
2079978	4175115	
2079982	2085052	
2079984	2086730	
2079985	4174731	
2080004	2075387	
2080004	2084763	
2080004	4762514	False
2080007	4220447	
2080007	4220459	
2080014	2087095	
2080015	6663154	
2080018	4189630	
2080018	4189643	
2080020	4190754	
2080023	4189694	
2080025	4190279	
2080033	4231464	
2080033	4424472	
2080034	4231312	
2080034	4231332	
2080034	4231370	
2080034	4231397	
2080039	2032322	False
2080039	2032330	False
2080039	2032354	False
2080039	2032364	False
2080039	2032420	
2080039	2032421	False
2080039	2032423	
2080039	2032424	False
2080039	2032436	
2080039	2032442	False
2080039	2032450	False
2080039	2032451	False
2080039	2032452	False
2080039	2032462	False
2080039	2032466	
2080039	2032467	False
2080039	2032468	False
2080039	2032473	
2080039	2032486	
2080039	2032487	False
2080039	2032516	False
2080039	2032578	
2080039	2032580	
2080039	2032582	
2080039	2032584	
2080039	2032585	
2080039	2032586	False
2080039	2032587	False
2080039	2032588	
2080039	2032590	False
2080039	2032591	False
2080039	2032597	
2080039	2032598	
2080039	2032599	
2080039	2032622	False
2080039	2032623	False
2080039	2032624	
2080039	2032680	False
2080039	2032781	False
2080039	2032785	
2080039	2032786	
2080039	2032791	False
2080039	2032803	False
2080039	2032804	False
2080039	2032805	False
2080039	2032811	False
2080039	2032812	False
2080039	2032813	False
2080039	2032821	
2080039	2032827	False
2080039	2032828	False
2080039	2032830	
2080039	2032831	
2080039	2032832	False
2080039	2032833	False
2080039	2032836	False
2080039	2032837	False
2080039	2032845	False
2080039	2032861	
2080039	2032862	False
