ParentWaRecId	ChildWaRecId	IsMitigationFlag
2133690	2145759	
2133692	2145543	
2133692	2145647	
2133692	4499052	
2133692	4524599	
2133692	4524631	
2133695	2145612	
2133695	2145613	
2133695	4713361	
2133697	5601964	
2133697	6202377	
2133699	2145541	
2133700	6801869	False
2133703	4242322	
2133706	4242333	
2133706	4259320	
2133708	4251861	
2133709	4251850	
2133713	2145215	
2133718	2089011	
2133718	4180686	
2133721	2129550	
2133721	2145309	
2133722	2145310	
2133723	2145311	
2133724	2145312	
2133725	2145313	
2133726	4626447	
2133729	4219457	
2133729	4219469	
2133729	6799216	
2133734	4550727	
2133734	4710975	
2133735	4240118	
2133735	4240130	
2133735	4240142	
2133735	4240157	
2133735	4240171	
2133735	4240182	
2133737	2089133	
2133738	4219503	
2133742	6801867	False
2133744	2145669	
2133744	2145670	
2133744	4258003	
2133750	4601333	
2133757	4199601	
2133757	4487442	
2133757	5884447	
2133772	4253119	
2133774	2145223	
2133774	2145224	
2133777	2145789	
2133777	4251834	
2133777	4685835	
2133777	6801995	False
2133778	4601310	
2133780	2137074	
2133780	2144990	
2133780	2145315	
2133780	4240263	
2133782	4148451	
2133783	4148439	
2133783	4152940	
2133789	2137096	
2133792	5601953	
2133792	6202364	
2133793	5602051	
2133793	6202392	
2133798	2145085	
2133798	5967023	
2133801	4185073	
2133809	2145316	
2133810	2145317	
2133810	6800700	False
2133812	4173581	
2133813	2089064	
2133813	2145801	
2133813	4164305	
2133813	5115658	
2133817	6802313	False
2133822	5726145	
2133823	5726157	
2133824	5726180	
2133830	4242310	
2133833	4153022	
2133835	4154624	
2133851	4154637	
2133852	4185065	
2133853	2145458	
2133854	4219362	
2133854	4219395	
2133854	4219407	
2133855	4251998	
2133859	4687501	
2133859	5645958	
2133860	2145299	
2133861	2145301	
2133862	4219353	
2133891	2145300	
2133893	4687561	
2133893	5645972	
2133894	4687574	
2133894	5645984	
2133895	2145302	
2133896	4687601	
2133896	5645995	
2133897	2145303	
2133898	2145304	
2133901	4652081	
2133901	6802405	False
2133904	4687613	
2133904	5646006	
2133905	4173588	
2133907	4153017	
2133908	4219491	
2133926	4528302	
2133935	4550715	
2133935	4710984	
2133937	2145327	
2133939	4271159	
2133940	2089001	
2133944	2145305	
2133945	2145307	
2133945	4251986	
2133946	2145308	
2133951	4251932	
2133952	4232182	
2133952	4478053	
2133953	2145627	
2133955	2145640	
2133957	4152749	
2133958	2089000	
2133959	2088999	
2133965	4251946	
2133966	4251956	
2133970	2089012	
2133970	4180707	
2133971	2145221	
2133971	2145222	
2133971	4550753	
2133971	4710993	
2133980	2145388	
2133987	4199593	
2133987	4487453	
2133987	5884421	
2133991	2145271	
2133994	2145542	
2133997	4243573	
2134003	2145091	
2134011	4170494	
2134013	4669853	
2134015	4653258	
2134016	4163041	
2134016	4549468	
2134017	2129583	
2134017	4250795	
2134017	4250821	
2134018	4211408	
2134018	4961805	
2134020	2145800	
2134020	4157414	
2134020	4413444	
2134020	4503216	
2134021	4163046	
2134021	4549487	
2134023	4242050	
2134024	4169878	
2134024	4253959	
2134024	4461490	
2134024	5321178	
2134024	6799221	
2134025	4200643	
2134026	2143473	
2134027	4183888	
2134027	4183898	
2134027	4183909	
2134027	4549454	
2134027	6460100	
2134083	4396028	
2134114	4346810	
2134134	2145015	
2134134	4213775	
2134134	4241321	
2134134	4549753	
2134135	4549783	
2134150	4243543	
2134150	4243617	
2134166	4187816	
2134174	2145293	
2134174	2145294	
2134174	2145295	
2134181	4200632	
2134181	5601942	
2134183	6697015	
2134184	6697059	
2134187	2145005	
2134188	4242021	
2134192	4242071	
2134194	2144986	
2134202	4249261	
2134202	4249273	
2134202	4249286	
2134202	4251181	
2134208	4152316	
2134208	6799340	
2134208	6801149	False
2134217	2129711	
2134228	4225550	
2134228	4536111	
2134229	4225544	
2134229	4536123	
2134230	4225538	
2134230	4536151	
2134231	4225532	
2134231	4536165	
2134232	4246006	
2134232	5200160	
2134232	5200174	
2134232	5200187	
2134232	5200201	
2134232	5200213	
2134232	6270428	
2134235	4211381	
2134235	4549440	
2134235	4589980	
2134235	6460071	
2134236	4145971	
2134239	2145296	
2134239	2145297	
2134241	4649867	
2134241	5881085	
2134241	6801994	False
2134246	4258294	
2134246	4317022	
2134247	6009377	
2134247	6511055	
2134250	4258924	
2134251	6009393	
2134263	2089805	
2134263	2145360	
2134264	4247237	
2134268	4250769	
2134268	4258279	
2134269	4212119	
2134275	4150741	
2134281	4669966	
2134292	6800331	
2134293	2089009	
2134293	2145731	
2134293	4216209	
2134293	6129654	
2134297	2144987	
2134298	4211395	
2134298	4669904	
2134299	2129558	
2134299	4250994	
2134299	4627027	
2134300	2144886	
2134300	2144887	
2134300	2144888	
2134300	4615222	
2134317	2088846	
2134319	2145654	
2134321	2145655	
2134323	4164241	
2134334	2145586	
2134334	2145587	
2134341	2143472	
2134341	2145749	
2134341	4184324	
2134341	4184339	
2134341	4251338	
2134351	4249089	
2134368	4249212	
2134368	4249231	
2134368	4249246	
2134371	2095236	
2134379	4249344	
2134383	2145588	
2134384	4249681	
2134388	4249525	
2134392	4187802	
2134394	4251734	
2134395	4243630	
2134404	4251037	
2134404	4961483	
2134405	4251067	
2134406	2129414	
2134406	2129415	
2134406	2129416	
2134406	2129557	
2134406	4237158	
2134406	4250887	
2134406	4251294	
2134406	4627165	
2134407	6270539	
2134408	2089211	
2134408	4152858	
2134408	4251006	
2134408	4308342	
2134408	4535650	
2134408	5042807	
2134408	5042822	
2134408	5042841	
2134408	5042857	
2134410	4250856	
2134410	4669872	
2134413	4249654	
2134420	2145576	
2134423	2145288	
2134423	2145289	
2134423	2145290	
2134423	2145291	
2134423	2145292	
2134423	4250688	
2134423	4258269	
2134423	4549546	
2134424	2145283	
2134424	2145284	
2134424	2145285	
2134424	2145286	
2134424	2145287	
2134424	2145594	
2134424	2145595	
2134424	4250420	
2134424	4961507	
2134428	2145650	
2134435	4549502	
2134436	2088838	
2134436	4170029	
2134437	4157513	
2134438	4156340	
2134438	4251381	
2134450	2145833	
2134457	4846074	
2134457	4846090	
2134458	6799227	
2134459	2145697	
2134462	2145379	
2134463	2145380	
2134463	2145381	
2134465	4211348	
2134466	2145567	
2134467	2145551	
2134468	4212045	
2134468	6801555	False
2134468	6803035	False
2134469	2145550	
2134470	2145547	
2134470	2145548	
2134470	2145549	
2134471	4251309	
2134475	2145554	
2134475	4285470	
2134475	4285485	
2134477	2145532	
2134477	2145545	
2134477	2145546	
2134478	4161904	
2134478	4211258	
2134482	4251097	
2134483	4212103	
2134487	4638693	
2134487	4638705	
2134489	4188300	
2134492	4234736	
2134492	4711169	
2134492	4732035	
2134492	5523817	
2134492	5880720	
2134492	6780494	
2134492	6801095	False
2134492	6801424	False
2134493	4669982	
2134494	6802087	False
2134495	4845627	
2134495	4845639	
2134496	2145544	
2134496	4669835	
2134497	4669918	
2134498	4653272	
2134499	4653419	
2134500	4653285	
2134501	4691861	
2134502	4653245	
2134506	6801556	False
2134508	2145536	
2134511	4211365	
2134513	4961821	
2134514	4691882	
2134514	6800500	False
2134515	4653349	
2134517	2145535	
2134523	2145708	
2134524	4246021	
2134525	2145566	
2134526	2145641	
2134527	2145578	
2134527	2145579	
2134528	2145818	
2134528	4249045	
2134534	6782236	
2134536	2145459	
2134538	4193171	
2134538	6129685	
2134538	6799797	
2134538	6800092	
2134538	6802565	False
2134540	4250807	
2134541	4193185	
2134541	6129702	
2134541	6799798	
2134541	6800091	
2134541	6802564	False
2134542	4242099	
2134543	4152339	
2134543	5443728	
2134544	6800334	
2134545	2089010	
2134545	6800332	
2134546	4732057	
2134548	2089798	
2134548	2145671	
2134548	4237601	
2134548	5357090	
2134550	4251351	
2134551	2129544	
2134551	4191945	
2134551	4191952	
2134551	4251238	
2134552	2145580	
2134554	4170520	
2134557	2145646	
2134562	4245937	
2134564	4243761	
2134568	2145382	
2134569	2145577	
2134570	2145383	
2134570	4398880	
2134571	4245319	
2134580	4251200	
2134581	4251212	
2134595	2145649	
2134596	4187827	
2134611	4251644	
2134614	4243701	
2134615	2134616	
2134615	2146134	
2134615	4180478	
2134615	4180489	
2134621	4211797	
2134625	2143870	
2134625	4211536	
2134627	5357411	
2134627	5357428	
2134634	4170506	
2134636	2145319	
2134636	2145320	
2134636	2145321	
2134636	4204776	
2134638	2145570	
2134679	4152301	
2134679	4555241	
2134683	4211817	
2134684	2088866	
2134685	2145593	
2134686	2145648	
2134687	2145569	
2134687	4258709	
2134691	4923549	
2134693	4249319	
2134695	4152308	
2134695	4555252	
2134696	4211996	
2134699	5601904	
2134701	6460175	
2134706	2145568	
2134712	4149568	
2134713	2089818	
2134713	2129584	
2134731	2095230	
2134732	2145696	
2134740	4398863	
2134746	2144969	
2134747	2144878	
2134748	4169820	
2134764	2145589	
2134764	2145590	
2134770	2129751	
2134770	4200765	
2134783	4653393	
2134784	4260426	
2134784	4653229	
2134785	4653380	
2134786	4653406	
2134787	2134788	
2134787	2134789	
2134787	2134790	
2134787	4653446	
2134791	2134792	
2134791	2134793	
2134791	2134794	
2134800	2145323	
2134800	2145324	
2134800	4252348	
2134801	4251444	
2134801	4251461	
2134801	4251475	
2134802	2145591	
2134802	2145592	
2134804	2095323	
2134804	2143376	
2134804	2145377	
2134809	4153033	
2134816	4212009	
2134818	2145322	
2134818	2145573	
2134818	4152111	
2134818	4153091	
2134818	5282269	
2134818	6009018	
2134820	4211879	
2134820	4302671	
2134820	4302692	
2134821	4211894	
2134823	4211917	
2134825	4245957	
2134826	4211964	
2134826	4252311	
2134831	2145652	
2134835	2145656	
2134840	2145651	
2134840	4202024	
2134852	4211865	
2134873	4211849	
2134891	4211520	
2134891	4549516	
2134896	2145480	
2134896	2146117	
2134896	4148842	
2134896	4162354	
2134896	4162367	
2134896	4199892	
2134896	4310031	
2134896	4541761	
2134896	4555509	
2134896	5768988	
2134896	6717931	
2134900	2129753	
2134901	2089132	
2134901	2145679	
2134902	2145100	
2134909	4211834	
2134923	4175317	
2134927	4241433	
2134946	6801423	False
2134946	6801475	False
2134985	4225788	
2134986	4225776	
2134986	4225782	
2134997	2145325	
2134997	2145326	
2134998	4251705	
2135000	4272337	
2135000	5321346	
2135001	4686042	
2135001	6164913	
2135001	6164928	
2135001	6573530	
2135001	6800401	False
2135001	6800499	False
2135002	2129741	
2135002	4686065	
2135002	4686077	
2135002	6800411	False
2135002	6800498	False
2135003	4272352	
2135003	4686089	
2135003	4686126	
2135003	5321331	
2135004	4251501	
2135005	4251515	
2135006	2089806	
2135006	2145359	
2135011	4251488	
2135013	4251530	
2135013	4251542	
2135020	2145645	
2135021	4152287	
2135030	2145740	
2135030	6801079	False
2135030	6801753	False
2135030	6802314	False
2135034	4249540	
2135038	2145653	
2135040	2129752	
2135040	4251553	
2135041	5601892	
2135043	4251623	
2135048	4211979	
2135050	4478894	
2135050	4478922	
2135050	4478941	
2135050	4478958	
2135050	4478972	
2135050	4478986	
2135050	4723251	
2135067	6801840	False
2135076	2129776	
2135088	6129234	
2135101	2145530	
2135112	4961533	
2135112	6511127	
2135117	4163996	
2135120	4695107	
2135124	4518977	
2135129	2145529	
2135129	4224522	
2135143	4224586	
2135151	2145528	
2135173	4254999	
2135177	2129770	
2135177	2144944	
2135177	6460335	
2135177	6799155	
2135178	6801986	False
2135187	4254987	
2135206	2144904	
2135209	2144909	
2135211	2144911	
2135213	2129739	
2135213	4220814	
2135213	4220822	
2135213	6802727	False
2135216	2145741	
2135216	4487297	
2135217	2144907	
2135218	4220830	
2135218	4220841	
2135218	4220849	
2135219	4220803	
2135219	6802729	False
2135220	4549072	
2135223	6418905	
2135225	2144906	
2135225	6418574	
2135226	2144914	
2135230	2129418	
2135239	4669890	
2135248	4241954	
2135262	4247309	
2135289	2129777	
2135299	4147180	
2135300	4147163	
2135300	4242006	
2135300	4547794	
2135300	6801263	False
2135318	5726196	
2135346	4681917	
2135352	4287009	
2135359	4224698	
2135361	6129088	
2135361	6799144	
2135361	6800285	
2135361	6800630	False
2135362	2144943	
2135362	6799156	
2135364	4544368	
2135376	6799226	
2135387	4542986	
2135389	4147204	
2135392	4169852	
2135392	4253971	
2135392	4460377	
2135392	5321195	
2135392	6799222	
2135393	4183920	
2135393	4183928	
2135398	4146618	
2135398	4169900	
2135398	4169922	
2135398	4169939	
2135398	4169964	
2135398	4169984	
2135398	4170002	
2135398	4185040	
2135398	4185085	
2135398	4186804	
2135398	4186835	
2135408	4146638	
2135408	4169913	
2135408	4169930	
2135408	4169946	
2135408	4169956	
2135408	4169976	
2135408	4169994	
2135408	4185050	
2135408	4185095	
2135408	4186814	
2135408	4186825	
2135414	2145467	
2135416	4147234	
2135416	6801246	False
2135416	6802027	False
2135417	4147245	
2135432	2145186	
2135432	2145187	
2135436	2129773	
2135442	4426252	
2135442	4687440	
2135442	5845616	
2135443	4426263	
2135443	4687625	
2135443	5845629	
2135452	4252248	
2135455	2145862	
2135462	6799225	
2135471	6418558	
2135486	6800711	False
2135497	4241387	
2135500	2104798	
2135503	4241348	
2135504	4241372	
2135504	4549639	
2135505	4241358	
2135533	2145253	
2135547	4147193	
2135547	6800125	
2135547	6801248	False
2135547	6802028	False
2135568	2145468	
2135569	4148080	
2135575	4241452	
2135589	2088984	
2135610	4148070	
2135620	4274965	
2135624	4241469	
2135650	4653309	
2135652	2145701	
2135652	4226944	
2135660	4544326	
2135663	2137268	
2135688	4226246	
2135691	4226339	
2135701	4226231	
2135704	4226239	
2135718	2135719	
2135718	2137270	
2135721	2090008	
2135721	6266457	
2135723	4535174	
2135725	4234227	
2135725	6669488	
2135725	6802250	False
2135728	2137271	
2135728	2145720	
2135750	4459208	
2135750	4464042	
2135756	6005623	
2135756	6005639	
2135766	4224539	
2135776	2089800	
2135776	4237626	
2135776	5357075	
2135777	2089799	
2135777	4237612	
2135777	4261785	
2135792	4288201	
2135793	2145198	
2135793	2145199	
2135809	4241964	
2135810	4241975	
2135827	4482817	
2135846	2145241	
2135848	2145524	
2135848	4653298	
2135871	4241943	
2135882	6802086	False
2135884	2088840	
2135885	2088839	
2135888	4292342	
2135890	4540737	
2135900	2129738	
2135900	6801704	False
2135900	6801705	False
2135902	4411120	
2135902	4961496	
2135902	6798871	
2135905	4241304	
2135909	2145523	
2135915	4686009	
2135915	6802277	False
2135928	2129547	
2135928	4226005	
2135928	6460359	
2135942	4252262	
2135952	4148090	
2135952	4242089	
2135959	2088905	
2135963	2129750	
2135963	4200776	
2135968	4541688	
2135973	4174093	
2135973	4174101	
2135988	2145244	
2136009	2145955	
2136011	2145333	
2136011	4440082	
2136013	2145334	
2136013	2145335	
2136013	2145336	
2136013	2145337	
2136013	2145338	
2136013	2145339	
2136013	6460132	
2136015	2145340	
2136015	2145341	
2136015	2145342	
2136015	2145343	
2136015	2145344	
2136015	2145345	
2136015	2145346	
2136015	2145347	
2136015	4251567	
2136015	4251579	
2136015	4251602	
2136016	4251590	
2136018	2145348	
2136018	2145349	
2136018	2145350	
2136018	2145351	
2136018	2145352	
2136018	2145353	
2136018	4251660	
2136020	2145354	
2136020	2145355	
2136024	4170062	
2136030	4251613	
2136035	6408699	
2136047	4163637	
2136053	2144750	
2136055	4238587	
2136075	4654549	
2136075	5162990	
2136081	6800211	
2136081	6800212	
2136086	4320870	
2136086	6258140	
2136098	5161786	
2136107	4653320	
2136110	4653334	
2136139	5441540	
2136151	2089214	
2136152	4250729	
2136152	4396041	
2136152	5042758	
2136152	5880950	
2136163	4227093	
2136163	6749140	
2136167	2088978	
2136183	4677272	
2136183	6800275	
2136185	2145469	
2136199	4220777	
2136207	4286915	
2136209	4220785	
2136214	4220630	
2136215	4286894	
2136216	4286876	
2136217	4286847	
2136226	2145525	
2136236	2145526	
2136242	4547683	
2136247	2145248	
2136256	4257940	
2136304	4547641	
2136305	6800727	False
2136319	2145631	
2136319	4148102	
2136319	4321232	
2136336	4258256	
2136336	4316933	
2136337	4316966	
2136347	2145247	
2136355	4509814	
2136355	4527514	
2136366	4688040	
2136371	4540594	
2136374	4551223	
2136375	5602918	
2136395	4241558	
2136395	4241568	
2136401	2137256	
2136406	4241490	
2136407	4226090	
2136410	4252235	
2136417	4224711	
2136421	2145254	
2136429	4241985	
2136440	2145501	
2136444	2145674	
2136448	6418883	
2136454	4238511	
2136456	2088962	
2136457	4241995	
2136470	6799636	
2136471	4674558	
2136474	4923614	
2136474	6005715	
2136474	6799223	
2136481	4225935	
2136502	4241328	
2136503	4241480	
2136519	6770268	
2136520	2089975	
2136520	4467519	
2136546	4224482	
2136550	4242030	
2136551	2144749	
2136565	6005574	
2136565	6005603	
2136567	2145093	
2136567	2145094	
2136575	2144903	
2136585	4674520	
2136588	4961519	
2136588	6800785	False
2136592	4242057	
2136596	2145527	
2136610	5163014	
2136617	2145006	
2136618	4242040	
2136623	2145470	
2136634	4252098	
2136637	4541707	
2136658	4252083	
2136667	4252214	
2136668	4226050	
2136670	4148114	
2136670	4303970	
2136670	4303986	
2136672	4152564	
2136688	4241338	
2136696	4658585	
2136696	5484992	
2136707	4224493	
2136707	4224504	
2136712	2144973	
2136712	2145471	
2136717	4225953	
2136720	2145509	
2136720	4961839	
2136725	4225944	
2136727	4224662	
2136727	4224673	
2136728	4241861	
2136729	4243524	
2136730	4241871	
2136730	4549560	
2136745	2145508	
2136750	4251320	
2136754	4241527	
2136759	4653432	
2136760	2145506	
2136760	2145507	
2136760	4250714	
2136760	4260450	
2136760	4653364	
2136761	2089213	
2136761	4200603	
2136761	4250748	
2136761	4259347	
2136761	5880976	
2136761	6696996	
2136762	4653214	
2136765	4242106	
2136767	4225624	
2136775	4225634	
2136777	2089062	
2136777	2145861	
2136785	5162966	
2136789	4252147	
2136791	6418613	
2136810	6801848	False
2136811	4152434	
2136829	4219479	
2136831	2145515	
2136831	2145516	
2136832	2145514	
2136841	2145261	
2136849	4219451	
2136850	2133518	
2136854	4241422	
2136857	4241538	
2136857	4241548	
2136862	4225925	
2136866	4541775	
2136867	4688025	
2136870	4226073	
2136872	4224687	
2136877	4225968	
2136890	4252198	
2136894	6279406	
2136896	4536547	
2136904	2089712	
2136904	2144949	
2136904	2145249	
2136904	2145513	
2136904	4549695	
2136904	6418969	
2136919	4542792	
2136921	2145512	
2136926	4224599	
2136929	4241500	
2136931	2145245	
2136932	4467495	
2136937	4243482	
2136937	4243503	
2136940	2145250	
2136940	2145251	
2136945	2145252	
2136951	4253050	
2136964	5241279	
2136968	4250464	
2136968	4697175	
2136969	2145510	
2136969	2145511	
2136969	4257926	
2136983	6460409	
2137061	4225978	
2137062	2145520	
2137062	2145521	
2137062	2145522	
2137062	4252299	
2137064	4226999	
2137064	4227012	
2137064	4695094	
2137064	5080291	
2137064	5198959	
2137064	6802205	False
2137070	2145517	
2137070	2145518	
2137070	2145519	
2137072	4547666	
2137075	2145243	
2137077	4226121	
2137077	4226194	
2137087	4224651	
2137098	2145246	
2137099	4226184	
2137107	4224633	
2137108	4224623	
2137109	4224611	
2137120	6801584	False
2137144	4492940	
2137162	4256897	
2137166	4492951	
2137181	6800706	False
2137242	5565179	
2137252	4227025	
2137281	6803079	False
2137283	2143464	
2137285	4342856	
2137287	2145734	
2137292	6800623	False
2137294	6323817	
2137303	6803080	False
2137322	2129731	
2137326	4203786	
2137344	2145727	
2137344	6800642	False
2137352	6361904	
2137352	6800637	False
2137363	5385133	
2137367	2145081	
2137367	2145615	
2137370	2146128	
2137370	6456712	
2137372	4470608	
2137381	4690105	
2137391	4175738	
2137394	4618656	
2137398	2144729	
2137406	6800705	False
2137411	5118992	
2137423	6802938	False
2137429	6803019	False
2137432	2129555	
2137440	2089991	
2137449	2143463	
2137450	2129422	
2137458	4148190	
2137458	4341401	
2137489	4485257	
2137507	6617423	
2137523	4152881	
2137531	4234099	
2137531	4684062	
2137538	4145051	
2137554	4545512	
2137557	6716888	
2137561	2089780	
2137564	6203471	
2137564	6800514	False
2137566	5601286	
2137566	6801311	False
2137568	2088980	
2137577	6323785	
2137597	6799011	
2137597	6800012	False
2137597	6802043	False
2137597	6802704	False
2137598	6803014	False
2137599	4205555	
2137602	2129568	
2137602	2145127	
2137615	2145881	
2137622	4244911	
2137622	4334015	
2137628	2129421	
2137630	4202218	
2137635	6203537	False
2137635	6800516	False
2137636	6203504	
2137636	6800515	False
2137642	4253104	
2137642	4696040	
2137642	6801078	False
2137644	2145776	
2137650	2129554	
2137656	4489374	
2137663	4528204	
2137663	6802551	False
2137665	2129651	
2137685	2129716	
2137686	6744773	
2137693	2088979	
2137693	4624680	
2137698	4228225	
2137705	4244924	
2137705	4333984	
2137721	5683961	
2137730	4645749	
2137731	2145924	
2137738	4258907	
2137738	6360283	
2137738	6801024	False
2137738	6802733	False
2137740	4166049	
2137741	4181963	
2137755	2144964	
2137759	2145179	
2137778	6323774	
2137783	2143462	
2137785	2129720	
2137794	2088919	
2137795	2095238	
2137796	2129553	
2137805	6270524	
2137814	2088724	
2137814	5967124	
2137826	4666587	
2137826	4666603	
2137826	4666626	
2137828	6799057	
2137828	6800088	
2137828	6800968	False
2137828	6802271	False
2137828	6802890	False
2137836	4205540	
2137837	2088958	
2137837	2145792	
2137837	4681980	
2137848	4342882	
2137849	4342899	
2137855	2088888	
2137855	2145799	
2137856	2129745	
2137873	2145403	
2137874	4286136	
2137879	4242256	
2137881	4629802	
2137884	2145171	
2137887	2144730	
2137896	2143465	
2137915	2145930	
2137923	2145964	
2137923	6367779	
2137923	6367794	
2137929	2145001	
2137929	4498336	
2137929	4498354	
2137930	6798983	
2137930	6800084	
2137930	6801122	False
2137930	6802032	False
2137930	6802826	False
2137931	2090005	
2137931	4169797	
2137934	2144900	
2137939	5923541	
2137939	6799626	
2137939	6801201	False
2137942	2089216	
2137949	6696923	
2137953	4211159	
2137957	5280306	
2137970	5563882	
2137972	2129715	
2137973	6770926	
2137976	2145167	
2137983	4152361	
2137984	6799003	
2137984	6800021	
2138012	2129709	
2138023	6801717	False
2138024	6798945	
2138024	6800104	
2138024	6801240	False
2138024	6801940	False
2138024	6802807	False
2138025	4214806	
2138025	4214817	
2138025	4214827	
2138040	4169860	
2138040	6799089	
2138042	6802195	False
2138044	4260781	
2138057	5484664	
2138057	6460199	
2138059	5484651	
2138073	6798992	
2138073	6800055	
2138073	6800953	False
2138073	6801933	False
2138073	6802699	False
2138084	2090006	
2138084	4169791	
2138085	2129749	
2138085	6802326	False
2138105	4687653	
2138105	4709412	
2138105	4727012	
2138115	6674500	
2138118	6800085	
2138118	6801124	False
2138118	6802061	False
2138118	6802821	False
2138129	4211179	
2138131	4558041	
2138131 4641417
2138136	4142841	
2138136	6801459	False
2138143	4392609	
2138143	6322369	
2138150	6323752	
2138163	2145842	
2138169	6167521	
2138170	6167507	
2138173	6803013	False
2138174	4153269	
2138174	6803078	False
2138183	2145733	
2138190	2145409	
2138199	4188735	
2138203	4240232	
2138209	4190105	
2138220	4190119	
2138222	6802228	False
2138225	2088957	
2138225	2145791	
2138225	4681960	
2138227	6418873	
2138240	2145177	
2138250	2129567	
2138251	4654274	
2138252	4654285	
2138253	6799010	
2138253	6800002	
2138253	6800970	False
2138253	6802050	False
2138253	6802703	False
2138267	2089978	
2138270	6798993	
2138270	6800050	
2138270	6800954	False
2138270	6801934	False
2138270	6802695	False
2138271	4342848	
2138274	6800310	
2138274	6800311	
2138274	6800312	
2138274	6800313	
2138279	4334058	
2138284	2129454	
2138289	4685988	
2138292	2089198	
2138292	6802394	False
2138297	6801715	False
2138298	4923604	
2138298	6005728	
2138298	6799224	
2138299	6628140	
2138303	6799059	
2138303	6800065	
2138303	6801101	False
2138303	6802013	False
2138303	6802881	False
2138306	6800232	
2138306	6800817	False
2138306	6800910	False
2138311	2145451	
2138311	2145844	
2138311	6802764	False
2138335	6798994	
2138335	6800049	
2138335	6800957	False
2138335	6801935	False
2138335	6802696	False
2138337	6798991	
2138337	6800053	
2138337	6800955	False
2138337	6801925	False
2138337	6802697	False
2138339	2129590	
2138352	2129721	
2138357	2145985	
2138357	2145986	
2138379	6167535	
2138388	2129465	
2138388	4142884	
2138388	4142893	
2138388	6801794	False
2138397	2145441	
2138399	4264818	
2138403	2145439	
2138404	6800015	
2138404	6802189	False
2138408	5441523	
2138413	2129310	
2138413	2145195	
2138413	5119492	
2138428	4150733	
2138433	2129305	
2138433	2145596	
2138433	2145787	
2138433	4143140	
2138434	6803076	False
2138440	6128823	
2138458	6798951	
2138458	6800066	
2138458	6802059	False
2138458	6802804	False
2138469	6802882	False
2138508	4258362	
2138508	6618327	
2138508	6801261	False
2138516	2095246	
2138520	2145170	
2138522	4211169	
2138525	4259598	
2138529	4242247	
2138535	2144871	
2138536	2145954	
2138561	4227499	
2138563	6798953	
2138563	6800105	
2138563	6801239	False
2138563	6801941	False
2138563	6802806	False
2138566	2129772	
2138566	4145385	
2138582	2145190	
2138586	2145437	
2138586	4704757	
2138586	5199206	
2138586	6799013	
2138586	6800114	
2138586	6801228	False
2138586	6801922	False
2138590	2145160	
2138592	2145505	
2138594	5967083	
2138601	2145504	
2138602	6799537	
2138618	2090004	
2138618	5563978	
2138636	4256886	
2138639	6360166	
2138639	6799473	
2138639	6800246	
2138639	6801086	False
2138639	6801964	False
2138639	6802849	False
2138641	6798811	
2138641	6801968	False
2138643	2129445	
2138643	6802638	False
2138644	2145002	
2138644	4498371	
2138644	4498388	
2138649	4652594	
2138655	4647005	
2138655	5115675	
2138655	6800399	False
2138656	6802237	False
2138662	4732491	
2138665	4191831	
2138690	6799293	
2138690	6800781	False
2138690	6800782	False
2138690	6800783	False
2138692	2089195	
2138699	2145148	
2138704	2089215	
2138709	2089803	
2138709	4240511	
2138723	2145747	
2138723	2146088	
2138733	2145188	
2138762	2145168	
2138762	6800163	
2138768	6798965	
2138768	6799732	
2138769	2145815	
2138769	4491949	
2138769	4554825	
2138770	2145151	
2138773	2089831	
2138774	2143461	
2138775	6803074	False
2138777	6799871	
2138778	4185020	
2138785	6799036	
2138785	6800019	
2138785	6801222	False
2138785	6802197	False
2138788	4461328	
2138788	4461341	
2138788	4461352	
2138795	6799333	
2138800	2129748	
2138800	6802325	False
2138808	4232056	
2138810	6803075	False
2138820	4629812	
2138822	4241585	
2138823	4343570	
2138831	4545726	
2138831	4545745	
2138832	4690093	
2138841	6418772	
2138844	2145841	
2138844	6270351	
2138857	6800377	False
2138857	6800567	False
2138864	4146121	
2138864	4687853	
2138865	2095245	
2138871	4676665	
2138903	2145172	
2138905	4625267	
2138905	4686758	
2138910	2146113	
2138913	2144728	
2138913	4174206	
2138913	6359738	
2138927	2145493	
2138934	2145194	
2138938	2145397	
2138945	2145411	
2138948	2145923	
2138955	6799001	
2138955	6800022	
2138955	6801249	False
2138955	6802185	False
2138957	2129312	
2138975	2145178	
2138975	4681816	
2138975	4728438	
2138980	4961546	
2138980	5601879	
2138980	5728382	
2138985	4411661	
2138985	4411672	
2138987	6260794	
2138987	6260806	
2138993	4687665	
2138993	4709390	
2138993	4726910	
2138998	4598053	
2138998	6663345	
2138999	4205526	
2139007	6361876	
2139008	4625232	
2139008	5118025	
2139008	6800048	
2139009	4654263	
2139040	4710461	
2139043	4926268	
2139049	2129708	
2139055	6800679	False
2139061	4240099	
2139074	4342862	
2139085	2144994	
2139085	2145103	
2139087	6558972	
2139101	5200080	
2139101	5200094	
2139101	5200108	
2139101	5200120	
2139101	5200133	
2139101	5200146	
2139104	2145847	
2139104	4143207	
2139107	2145157	
2139109	6798947	
2139109	6800998	False
2139128	4486997	
2139128	4487010	
2139137	4203792	
2139151	2145087	
2139153	6798801	
2139153	6798948	
2139158	6798941	
2139158	6800103	
2139158	6800999	False
2139158	6801970	False
2139159	4687539	
2139159	4709321	
2139159	4726775	
2139160	4687551	
2139160	4709366	
2139160	4726796	
2139161	4687638	
