WRDocID,Class,Qa_filled,Qi_filled,Purpose,,,
2073046,pre-adjudication,1,0.01,ST,,,
2073047,pre-adjudication,1,0.01,ST,,,
2073048,pre-adjudication,1,0.01,ST,,,
2073079,pre-adjudication,0.33,0.033333333,DG,,,
2073083,pre-adjudication,2,0.01,ST,,,
2073105,pre-adjudication,312,1.56,IR,,,
2073126,pre-adjudication,60,0.3,IR,,,
2073142,pre-adjudication,39,0.053333333,ST,,,
2073145,pre-adjudication,81,0.448888889,IR,,,
2073182,pre-adjudication,8,0.022222222,DG,,,
2073260,pre-adjudication,320,1.6,IR,,,
2073268,pre-adjudication,300,3,IR|ST,,,
2073269,pre-adjudication,200,2,ST|IR,,,
2073271,pre-adjudication,100,1,IR|ST,,,
2073291,pre-adjudication,228,1.14,IR,,,
2073296,pre-adjudication,100,0.5,IR|ST,,,
2073297,pre-adjudication,275,1,ST|IR,,,
2073312,pre-adjudication,80,1.777777778,IR,,,
2073338,pre-adjudication,0.5,0.45,IR,,,
2073347,pre-adjudication,775,3.2,IR|ST,,,
2073355,pre-adjudication,33,0.044444444,IR,,,
2073367,pre-adjudication,4,0.02,IR,,,
2073368,pre-adjudication,120,0.6,ST|IR,,,
2073369,pre-adjudication,280,1.5,ST|IR,,,
2073370,pre-adjudication,260,1.3,IR,,,
2073414,pre-adjudication,1,0.033333333,ST,,,
2073415,pre-adjudication,100,1,ST|IR,,,
2073477,pre-adjudication,320,1.6,IR,,,
2073491,pre-adjudication,15,0.022222222,ST|DG,,,
2073497,pre-adjudication,127,0.355555556,IR,,,
2073498,pre-adjudication,51,0.142222222,IR,,,
2073500,pre-adjudication,4.2,0.006666667,DG,,,
2073504,pre-adjudication,60,0.5,IR|ST,,,
2073506,pre-adjudication,20,0.022222222,ST|DG|IR,,,
2073513,pre-adjudication,3000,10,IR|ST,,,
2073546,pre-adjudication,400,4,IR|ST,,,
2073550,pre-adjudication,4680,10,IR|ST,,,
2073553,pre-adjudication,140,0.2,ST,,,
2073556,pre-adjudication,2,0.01,DG,,,
2073574,pre-adjudication,1752,2.4,ST|IR,,,
2073578,pre-adjudication,30,0.222222222,IR,,,
2073607,pre-adjudication,3285,4.5,NR,,,
2073619,pre-adjudication,1460,2,ST|IR,,,
2073628,pre-adjudication,4,0.011111111,DG,,,
2073637,pre-adjudication,1200,4,IR|ST,,,
2073638,pre-adjudication,700,1,DG|IR|ST,,,
2073639,pre-adjudication,100,3,IR,,,
2073643,pre-adjudication,37.5,0.3,IR,,,
2073661,pre-adjudication,2,0.015,ST,,,
2073677,pre-adjudication,1,0.005,DG|IR,,,
2073702,pre-adjudication,140,0.888888889,IR,,,
2073732,pre-adjudication,30,0.15,IR,,,
2073741,pre-adjudication,158,1.444444444,IR,,,
2073773,pre-adjudication,1,0.001,ST,,,
2073807,pre-adjudication,720,4,ST|IR,,,
2073821,pre-adjudication,10,0.111111111,ST|IR,,,
2073922,pre-adjudication,40,0.155555556,IR|ST,,,
2073964,pre-adjudication,180,0.5,IR,,,
2073982,pre-adjudication,6.8,0.666666667,IR,,,
2073984,pre-adjudication,0.6,0.01,IR,,,
2073986,pre-adjudication,3,0.015,ST,,,
2073999,pre-adjudication,72,0.36,IR,,,
2074011,pre-adjudication,1,1,IR,,,
2074015,pre-adjudication,30,0.13,ST|IR,,,
2074029,pre-adjudication,8,0.04,IR,,,
2074033,pre-adjudication,1280,7.111111111,ST|IR|DG,,,
2074038,pre-adjudication,600,2,ST|IR,,,
2074039,pre-adjudication,400,2,IR|ST,,,
2074042,pre-adjudication,5,0.006666667,ST,,,
2074048,pre-adjudication,80,0.222222222,ST|IR,,,
2074050,pre-adjudication,2,0.008888889,ST,,,
2074051,pre-adjudication,4.8,0.008888889,ST,,,
2074052,pre-adjudication,4,0.008888889,ST,,,
2074071,pre-adjudication,2112,20,IR,,,
2074072,pre-adjudication,1280,16,DG|IR,,,
2074108,pre-adjudication,1,0.001,ST,,,
2074131,pre-adjudication,100,1,IR|ST,,,
2074132,pre-adjudication,25,0.5,IR|ST,,,
2074155,pre-adjudication,200,3,IR,,,
2074157,pre-adjudication,730,1,IR|ST,,,
2074158,pre-adjudication,365,0.5,ST|IR,,,
2074160,pre-adjudication,500,4,IR|ST,,,
2074161,pre-adjudication,1500,4,IR,,,
2074163,pre-adjudication,8,0.011111111,ST,,,
2074164,pre-adjudication,1460,2,IR,,,
2074166,pre-adjudication,1460,2,IR,,,
2074168,pre-adjudication,1500,4,IR,,,
2074169,pre-adjudication,730,1,IR,,,
2074170,pre-adjudication,365,0.5,IR|DG,,,
2074190,pre-adjudication,124,0.67,ST|IR,,,
2074229,pre-adjudication,23,0.8,DG,,,
2074230,pre-adjudication,322,0.444444444,NR,,,
2074237,pre-adjudication,250,2.5,IR,,,
2074256,pre-adjudication,1400,2,IR|ST,,,
2074257,pre-adjudication,16,0.022222222,DG|ST,,,
2074258,pre-adjudication,16,0.022222222,DG|ST,,,
2074259,pre-adjudication,16,0.022222222,ST|DG,,,
2074272,pre-adjudication,33.38,0.111111111,IR,,,
2074282,pre-adjudication,600,2,IR,,,
2074300,pre-adjudication,24,0.12,IR,,,
2074301,pre-adjudication,128,0.64,ST|IR,,,
2074302,pre-adjudication,150,1,IR,,,
2074319,pre-adjudication,120,0.266666667,ST|IR,,,
2074326,pre-adjudication,1,0.444444444,IR,,,
2074327,pre-adjudication,10,1,NR,,,
2074328,pre-adjudication,10,0.888888889,NR,,,
2074329,pre-adjudication,1,0.111111111,DG,,,
2074436,pre-adjudication,730,1,IR|DG,,,
2074438,pre-adjudication,480,2.666666667,IR|ST,,,
2074441,pre-adjudication,96,0.133333333,IR|DG,,,
2074451,pre-adjudication,1,0.011111111,ST,,,
2074452,pre-adjudication,7,0.022222222,ST,,,
2074453,pre-adjudication,1,0.011111111,ST,,,
2074454,pre-adjudication,1,0.011111111,ST,,,
2074455,pre-adjudication,1,0.011111111,ST,,,
2074456,pre-adjudication,1,0.015555556,ST,,,
2074457,pre-adjudication,1,0.001,ST,,,
2074458,pre-adjudication,1,0.001,ST,,,
2074463,pre-adjudication,161,0.222222222,DG|IR,,,
2074482,pre-adjudication,1065,3.555555556,IR,,,
2074483,pre-adjudication,1000,3.333333333,IR,,,
2074485,pre-adjudication,200,0.444444444,ST,,,
2074486,pre-adjudication,130,1.5,IR,,,
2074504,pre-adjudication,25,3,DG|ST|IR,,,
2074505,pre-adjudication,50,2.5,ST|IR,,,
2074506,pre-adjudication,25,1.25,ST|IR,,,
2074507,pre-adjudication,50,2.5,IR|ST,,,
2074508,pre-adjudication,75,3.75,ST|IR,,,
2074523,pre-adjudication,1000,4,ST|IR,,,
2074524,pre-adjudication,2400,1.111111111,ST|IR,,,
2074526,pre-adjudication,0.2,0.001,ST,,,
2074527,pre-adjudication,4,0.02,ST,,,
2074541,pre-adjudication,1,0.01,ST,,,
2074542,pre-adjudication,1,0.01,ST,,,
2074543,pre-adjudication,1,0.01,ST,,,
2074581,pre-adjudication,20,0.111111111,IR,,,
2074593,pre-adjudication,8,0.044444444,IR,,,
2074599,pre-adjudication,8,0.011111111,ST,,,
2074601,pre-adjudication,8,0.011111111,ST,,,
2074602,pre-adjudication,32,0.044444444,ST,,,
2074633,pre-adjudication,5.68,0.007777778,DG,,,
2074645,pre-adjudication,80,0.444444444,ST|IR,,,
2074647,pre-adjudication,8,0.011111111,DG,,,
2074648,pre-adjudication,50,0.117777778,IR,,,
2074678,pre-adjudication,120,0.222222222,ST|IR,,,
2074679,pre-adjudication,40,0.088888889,ST|IR,,,
2074733,pre-adjudication,700,1.866666667,ST|IR,,,
2074734,pre-adjudication,185,1.1,IR|ST,,,
2074755,pre-adjudication,80,2,IR,,,
2074756,pre-adjudication,50,1,IR,,,
2074761,pre-adjudication,8,0.011111111,ST,,,
2074762,pre-adjudication,8,0.011111111,ST,,,
2074763,pre-adjudication,8,0.011111111,ST,,,
2074764,pre-adjudication,8,0.011111111,ST,,,
2074765,pre-adjudication,16,0.022222222,ST,,,
2074766,pre-adjudication,8,0.011111111,ST,,,
2074767,pre-adjudication,8,0.011111111,ST,,,
2074768,pre-adjudication,8,0.011111111,ST,,,
2074770,pre-adjudication,8,0.011111111,ST,,,
2074771,pre-adjudication,8,0.011111111,ST,,,
2074772,pre-adjudication,500,2,ST|IR,,,
2074773,pre-adjudication,250,1,IR|DG,,,
2074774,pre-adjudication,8,0.011111111,ST,,,
2074776,pre-adjudication,250,1,ST|IR|DG,,,
2074780,pre-adjudication,200,0.64,ST|IR,,,
2074790,pre-adjudication,365,0.5,IR|ST,,,
2074791,pre-adjudication,182,0.5,ST|DG,,,
2074809,pre-adjudication,25,0.033333333,IR|ST,,,
2074811,pre-adjudication,30,3,ST|IR,,,
2074814,pre-adjudication,700,1,ST|IR,,,
2074824,pre-adjudication,90,0.166666667,ST|IR|DG,,,
2074844,pre-adjudication,720,2,ST|IR,,,
2074852,pre-adjudication,365,0.5,ST|IR,,,
2074853,pre-adjudication,600,2,IR|ST,,,
2074855,pre-adjudication,1460,2,ST|IR,,,
2074865,pre-adjudication,150,2.5,IR,,,
2074866,pre-adjudication,180,2,IR,,,
2074867,pre-adjudication,420,3.5,IR,,,
2074868,pre-adjudication,120,3,IR,,,
2074869,pre-adjudication,320,3,IR,,,
2074870,pre-adjudication,1,0.011111111,ST,,,
2074871,pre-adjudication,1,0.011111111,ST,,,
2074872,pre-adjudication,1,0.011111111,ST,,,
2074873,pre-adjudication,1,0.01,ST,,,
2074874,pre-adjudication,1,0.01,DG|ST,,,
2074875,pre-adjudication,1,0.01,ST,,,
2074886,pre-adjudication,32,0.044444444,IR|ST,,,
2074893,pre-adjudication,159.2,0.333333333,ST|IR,,,
2074904,pre-adjudication,241,0.042222222,DG|ST,,,
2074905,pre-adjudication,149,0.022222222,ST|DG,,,
2074906,pre-adjudication,74,0.011111111,ST|DG,,,
2074913,pre-adjudication,268,1.488888889,IR|ST,,,
2074920,pre-adjudication,300,3,DG,,,
2074921,pre-adjudication,1120,3,NR,,,
2074926,pre-adjudication,150,1.5,IR|DG|ST,,,
2074927,pre-adjudication,300,1.7,DG|IR|ST,,,
2074944,pre-adjudication,7.5,0.05,IR,,,
2074945,pre-adjudication,30,0.2,IR,,,
2074946,pre-adjudication,0.33,0.00165,ST,,,
2074959,pre-adjudication,1,0.133333333,IR|ST,,,
2074968,pre-adjudication,6000,50,DG|IR|ST,,,
2074980,pre-adjudication,400,1.6,IR,,,
2074982,pre-adjudication,3,0.25,ST,,,
2074994,pre-adjudication,4,0.016,ST|DG,,,
2074995,pre-adjudication,5,0.03,DG|ST,,,
2074996,pre-adjudication,248,0.333333333,DG,,,
2074998,pre-adjudication,23,0.002222222,IR|DG|ST,,,
2074999,pre-adjudication,35,0.177777778,DG|IR|ST,,,
2075019,pre-adjudication,60,0.4,IR|ST,,,
2075039,pre-adjudication,2,0.5,DG,,,
2075043,pre-adjudication,20,0.026666667,NR,,,
2075051,pre-adjudication,120,0.666666667,IR,,,
2075052,pre-adjudication,120,0.666666667,IR,,,
2075071,pre-adjudication,0.6,0.02,ST,,,
2075074,pre-adjudication,1.3,0.022222222,ST,,,
2075075,pre-adjudication,1.3,0.022222222,ST,,,
2075076,pre-adjudication,1.3,0.022222222,ST,,,
2075077,pre-adjudication,1,0.022222222,ST,,,
2075089,pre-adjudication,56,0.311111111,IR|ST,,,
2075094,pre-adjudication,1,0.011111111,ST,,,
2075095,pre-adjudication,1,0.033333333,ST,,,
2075107,pre-adjudication,30,0.5,IR,,,
2075167,pre-adjudication,304,1.52,IR,,,
2075176,pre-adjudication,1440,16,ST|IR,,,
2075179,pre-adjudication,607,2,IR,,,
2075181,pre-adjudication,5760,16,ST|IR,,,
2075182,pre-adjudication,5040,14,ST|IR,,,
2075187,pre-adjudication,120,0.4,IR,,,
2075193,pre-adjudication,1,0.011111111,DG,,,
2075202,pre-adjudication,180,0.5,ST|IR,,,
2075203,pre-adjudication,180,0.5,ST|IR,,,
2075212,pre-adjudication,180,0.25,IR,,,
2075214,pre-adjudication,320,1.6,ST|IR,,,
2075217,pre-adjudication,100,1,DG|IR,,,
2075219,pre-adjudication,300,3,IR|DG,,,
2075220,pre-adjudication,212,0.288888889,ST|IR,,,
2075227,pre-adjudication,1,0.011111111,DG,,,
2075228,pre-adjudication,680,1.75,IR|ST,,,
2075230,pre-adjudication,10,1,ST|IR,,,
2075231,pre-adjudication,1,0.011111111,DG|ST,,,
2075232,pre-adjudication,60,0.333333333,IR,,,
2075238,pre-adjudication,60,0.3,IR|ST,,,
2075240,pre-adjudication,30,0.044444444,ST|IR,,,
2075241,pre-adjudication,45,0.066666667,IR|DG|ST,,,
2075244,pre-adjudication,450,1.25,IR|ST,,,
2075251,pre-adjudication,15,0.002222222,ST|IR,,,
2075253,pre-adjudication,1,0.111111111,DG,,,
2075254,pre-adjudication,215,0.85,IR|ST,,,
2075257,pre-adjudication,300,8.666666667,IR,,,
2075260,pre-adjudication,19,0.111111111,ST|IR,,,
2075262,pre-adjudication,1,0.111111111,DG,,,
2075263,pre-adjudication,7,0.111111111,IR,,,
2075266,pre-adjudication,1120,3,NR,,,
2075271,pre-adjudication,40,0.111111111,IR|ST,,,
2075279,pre-adjudication,32,0.133333333,ST|IR,,,
2075280,pre-adjudication,32,0.044444444,ST|IR,,,
2075385,pre-adjudication,2,0.02,OT|IR,,,
2075509,pre-adjudication,8.6,0.082,IR,,,
2075510,pre-adjudication,5.2,0.043,IR,,,
2076323,pre-adjudication,7,0.04,IR,,,
2076556,pre-adjudication,4,0.02,IR,,,
2076638,pre-adjudication,0.206,0.002,WL|ST,,,
2076639,pre-adjudication,0.403,0.004,ST,,,
2076640,pre-adjudication,0.12,0.002,ST|WL,,,
2076641,pre-adjudication,0.17,0.004,ST|WL,,,
2076642,pre-adjudication,0.16,0.004,ST|WL,,,
2076643,pre-adjudication,0.13,0.002,ST|WL,,,
2076644,pre-adjudication,1,0.002,ST|WL,,,
2076645,pre-adjudication,0.76,0.004,WL|ST,,,
2076646,pre-adjudication,206,0.002,ST|WL,,,
2076647,pre-adjudication,0.285,0.002,ST|WL,,,
2076648,pre-adjudication,0.12,0.002,ST|WL,,,
2076688,pre-adjudication,0.5,0.008,MI,,,
2076710,pre-adjudication,0.43,0.0024,ST,,,
2076711,pre-adjudication,0.36,0.001,ST,,,
2076712,pre-adjudication,0.13,0.001,ST,,,
2076713,pre-adjudication,0.13,0.001,ST,,,
2076714,pre-adjudication,7.2,0.01,FP|ST|FS,,,
2076793,pre-adjudication,1,0.02,DS,,,
2076804,pre-adjudication,35,4.5,FP,,,
2076819,pre-adjudication,82,0.32,IR,,,
2076831,pre-adjudication,1,0.01,DS,,,
2076841,pre-adjudication,15,0.13,IR,,,
2076947,pre-adjudication,NA,1,MI,,,
2076948,pre-adjudication,4.2,0.04,IR,,,
2076949,pre-adjudication,140,0.6,IR,,,
2076950,pre-adjudication,NA,3,CI,,,
2076956,pre-adjudication,4,0.04,DM,,,
2077000,pre-adjudication,19,3.57,FP,,,
2077008,pre-adjudication,1,0.01,ST,,,
2077028,pre-adjudication,2.02,0.02,IR|IR,,,
2077036,pre-adjudication,2,0.004,ST|WL,,,
2077045,pre-adjudication,NA,0.08,FS|FR|RE,,,
2077050,pre-adjudication,2,0.02,ST,,,
2077116,pre-adjudication,5,0.022,FR|ST,,,
2077117,pre-adjudication,2,0.011,ST,,,
2077118,pre-adjudication,NA,0.05,RE|FR,,,
2077119,pre-adjudication,3,0.07,DS|RE,,,
2077120,pre-adjudication,1,0.005,ST,,,
2077121,pre-adjudication,1,0.005,ST,,,
2077122,pre-adjudication,3.6,0.01,RE,,,
2077123,pre-adjudication,1,0.005,FR|ST,,,
2077124,pre-adjudication,1,0.005,ST,,,
2077125,pre-adjudication,1,0.005,ST|FR,,,
2077126,pre-adjudication,1,0.005,ST,,,
2077147,pre-adjudication,NA,0.5,FS,,,
2077148,pre-adjudication,2,0.01,DS,,,
2077155,pre-adjudication,0.5,0.01,DM,,,
2077225,pre-adjudication,4,0.02,IR,,,
2077227,pre-adjudication,NA,0.22,FS,,,
2077243,pre-adjudication,1,0.01,DS,,,
2077250,pre-adjudication,7.4,0.44,FP,,,
2077260,pre-adjudication,2,0.01,DS,,,
2077266,pre-adjudication,NA,0.02,RE,,,
2077290,pre-adjudication,2,0.01,DS,,,
2077293,pre-adjudication,2,0.02,DS,,,
2077294,pre-adjudication,7,0.06,DM|ST,,,
2077312,pre-adjudication,0.5,0.002,DS,,,
2077313,pre-adjudication,0.5,0.01,DS,,,
2077317,pre-adjudication,2,0.02,DM,,,
2077324,pre-adjudication,1,0.01,DS,,,
2077363,pre-adjudication,2,0.02,DS,,,
2077368,pre-adjudication,NA,1.3,CI,,,
2077370,pre-adjudication,1,0.01,DS,,,
2077388,pre-adjudication,4,0.04,ST|DS,,,
2077395,pre-adjudication,260,1,IR,,,
2077398,pre-adjudication,NA,3,CI,,,
2077413,pre-adjudication,NA,8,FS,,,
2077425,pre-adjudication,24,0.2,IR,,,
2077426,pre-adjudication,1.5,0.02,DS,,,
2077428,pre-adjudication,4,0.02,DS|ST,,,
2077449,pre-adjudication,10,0.065,DM,,,
2077454,pre-adjudication,NA,0.11,MI|DM,,,
2077457,pre-adjudication,21,0.1,DM|ST|FP,,,
2077467,pre-adjudication,15015,86.1,IR,,,
2077527,pre-adjudication,1,0.01,DS,,,
2077531,pre-adjudication,5,0.045,DM,,,
2077532,pre-adjudication,4,0.02,IR,,,
2077998,pre-adjudication,6,0.03,IR,,,
2077999,pre-adjudication,48,0.24,IR,,,
2078002,pre-adjudication,4,0.02,DS|IR,,,
2078007,pre-adjudication,2,0.01,DS,,,
2078012,pre-adjudication,12.5,0.1,IR,,,
2078018,pre-adjudication,2,0.01,DS,,,
2078025,pre-adjudication,NA,2,EN,,,
2078072,pre-adjudication,3,0.022,DM|DS,,,
2078076,pre-adjudication,1,0.004,ST,,,
2078077,pre-adjudication,0.5,0.01,DS,,,
2078085,pre-adjudication,270,0.71,IR,,,
2078089,pre-adjudication,1.5,0.03,DM,,,
2078091,pre-adjudication,2,0.0075,DS|ST,,,
2078093,pre-adjudication,2,0.007,ST|DS,,,
2078094,pre-adjudication,2,0.02,ST|DS,,,
2078095,pre-adjudication,47,0.22,IR,,,
2078149,pre-adjudication,5,0.02,IR|DS|ST,,,
2078150,pre-adjudication,35,0.14,IR|ST|DS,,,
2078151,pre-adjudication,0.85,0.0034,IR|DS|ST,,,
2078152,pre-adjudication,2.85,0.0114,IR|DS|ST,,,
2078153,pre-adjudication,48,0.192,DS|IR|ST,,,
2078154,pre-adjudication,2.5,0.01,IR|ST|DS,,,
2078155,pre-adjudication,1.25,0.005,ST|DS|IR,,,
2078156,pre-adjudication,1.25,0.005,ST|DS|IR,,,
2078157,pre-adjudication,161,0.644,ST|DS|IR,,,
2078158,pre-adjudication,25,0.1,IR|ST|DS,,,
2078159,pre-adjudication,72.75,0.291,ST|IR|DS,,,
2078160,pre-adjudication,50,0.2,DS|ST|IR,,,
2078161,pre-adjudication,4.15,0.0166,ST|DS|IR,,,
2078162,pre-adjudication,105,0.42,DS|ST|IR,,,
2078163,pre-adjudication,300,1.2,DS|ST|IR,,,
2078164,pre-adjudication,200,0.8,IR|ST|DS,,,
2078165,pre-adjudication,348.95,1.4,ST|IR|DS,,,
2078166,pre-adjudication,162.5,0.65,DS|IR|ST,,,
2078168,pre-adjudication,95,0.38,DS|ST|IR,,,
2078170,pre-adjudication,75,0.3,DS|IR|ST,,,
2078171,pre-adjudication,180,0.72,DS|ST|IR,,,
2078172,pre-adjudication,115,0.46,ST|DS|IR,,,
2078173,pre-adjudication,100,0.4,IR|ST|DS,,,
2078174,pre-adjudication,110,0.44,ST|IR|DS,,,
2078175,pre-adjudication,165,0.66,IR|ST|DS,,,
2078176,pre-adjudication,100,0.4,DS|ST|IR,,,
2078177,pre-adjudication,85,0.34,ST|DS|IR,,,
2078178,pre-adjudication,100,0.4,DS|ST|IR,,,
2078179,pre-adjudication,200,0.8,ST|DS|IR,,,
2078180,pre-adjudication,204.5,0.818,DS|IR|ST,,,
2078181,pre-adjudication,160,0.64,ST|IR|DS,,,
2078182,pre-adjudication,50,0.2,DS|IR|ST,,,
2078183,pre-adjudication,318,1.27,ST|DS|IR,,,
2078184,pre-adjudication,50,0.2,IR|ST|DS,,,
2078186,pre-adjudication,43.75,0.175,ST|DS|IR,,,
2078187,pre-adjudication,103,0.41,ST|DS|IR,,,
2078188,pre-adjudication,205.4,0.82,ST|IR|DS,,,
2078189,pre-adjudication,451,1.8,IR|ST|DS,,,
2078190,pre-adjudication,50,0.2,IR|DS|ST,,,
2078191,pre-adjudication,200,0.8,IR|ST|DS,,,
2078193,pre-adjudication,22,0.088,DS|IR|ST,,,
2078194,pre-adjudication,46,0.184,IR|ST|DS,,,
2078195,pre-adjudication,38.5,0.154,DS|ST|IR,,,
2078196,pre-adjudication,42.5,0.17,ST|IR|DS,,,
2078197,pre-adjudication,217.5,0.87,IR|DS|ST,,,
2078198,pre-adjudication,130,0.52,IR|ST|DS,,,
2078199,pre-adjudication,117,0.468,DS|ST|IR,,,
2078200,pre-adjudication,135,0.54,IR|ST|DS,,,
2078201,pre-adjudication,85,0.34,DS|IR|ST,,,
2078202,pre-adjudication,100,0.4,ST|DS|IR,,,
2078203,pre-adjudication,25,0.1,ST|IR|DS,,,
2078204,pre-adjudication,75,0.3,IR|DS|ST,,,
2078205,pre-adjudication,280,1.12,ST|DS|IR,,,
2078206,pre-adjudication,100,0.4,IR|ST|DS,,,
2078207,pre-adjudication,139.85,0.559,DS|ST|IR,,,
2078208,pre-adjudication,10.25,0.041,DS|IR|ST,,,
2078209,pre-adjudication,400,1.6,DM|IR|ST,,,
2078210,pre-adjudication,400,1.6,DM|ST|IR,,,
2078211,pre-adjudication,400,1.6,DS|IR|ST,,,
2078212,pre-adjudication,206.65,0.826,ST|DS|IR,,,
2078213,pre-adjudication,92.5,0.37,DS|IR|ST,,,
2078214,pre-adjudication,30,0.12,DS|IR|ST,,,
2078215,pre-adjudication,650,2.6,IR|ST|DM,,,
2078216,pre-adjudication,200,0.8,DS|IR|ST,,,
2078217,pre-adjudication,200,0.8,IR|ST|DS,,,
2078218,pre-adjudication,50,0.2,IR|ST|DS,,,
2078220,pre-adjudication,75,0.3,DS|ST|IR,,,
2078221,pre-adjudication,50,0.2,ST|IR|DS,,,
2078222,pre-adjudication,100,0.4,IR|ST|DS,,,
2078223,pre-adjudication,100,0.4,DS|ST|IR,,,
2078224,pre-adjudication,116.25,0.46,IR|ST|DS,,,
2078225,pre-adjudication,125,0.5,ST|IR|DS,,,
2078226,pre-adjudication,36.5,0.146,ST|DS|IR,,,
2078227,pre-adjudication,300,1.2,IR|DS|ST,,,
2078228,pre-adjudication,200,0.8,DS|IR|ST,,,
2078229,pre-adjudication,525,2.1,ST|IR|DS,,,
2078230,pre-adjudication,25,0.1,ST|DS|IR,,,
2078231,pre-adjudication,60,0.24,ST|IR|DS,,,
2078232,pre-adjudication,33.75,0.155,DS|ST|IR,,,
2078233,pre-adjudication,33.75,0.155,ST|IR|DS,,,
2078234,pre-adjudication,3,0.22,DS|ST|ST,,,
2078235,pre-adjudication,40,0.16,DS|ST|IR,,,
2078236,pre-adjudication,60,0.24,DS|ST|IR,,,
2078237,pre-adjudication,300,1.2,ST|IR|DS,,,
2078238,pre-adjudication,51,0.204,DS|IR|ST,,,
2078239,pre-adjudication,75.8,0.4,ST|DS|IR,,,
2078241,pre-adjudication,50,0.2,IR|DS|ST,,,
2078242,pre-adjudication,30.7,0.58,ST|DS|IR,,,
2078243,pre-adjudication,210,0.84,ST|DS|IR,,,
2078244,pre-adjudication,95,0.38,DS|IR|IR,,,
2078245,pre-adjudication,461.5,1.85,IR|DS|ST,,,
2078246,pre-adjudication,325,1.3,IR|DS|ST,,,
2078247,pre-adjudication,42.5,0.17,ST|DS|IR,,,
2078248,pre-adjudication,200,0.8,IR|ST|DS,,,
2078249,pre-adjudication,50,0.2,ST|DS|IR,,,
2078250,pre-adjudication,5,0.2,DS|IR|ST,,,
2078251,pre-adjudication,105,0.42,ST|IR|DS,,,
2078252,pre-adjudication,342,1.37,IR|DS|ST,,,
2078253,pre-adjudication,44,0.176,DS|ST|IR,,,
2078254,pre-adjudication,25,0.1,IR|ST|DS,,,
2078255,pre-adjudication,45,0.18,ST|IR|DS,,,
2078256,pre-adjudication,10,0.04,IR|DS|ST,,,
2078257,pre-adjudication,3704,18.52,DS|ST|IR,,,
2078258,pre-adjudication,150,0.6,IR|DS|ST,,,
2078259,pre-adjudication,100,0.4,IR|ST|DS,,,
2078260,pre-adjudication,800,3.2,DS|ST|IR,,,
2078261,pre-adjudication,200,0.8,ST|IR|DS,,,
2078262,pre-adjudication,707.5,2.83,ST|DS|IR,,,
2078263,pre-adjudication,77.5,0.31,IR|ST|DS,,,
2078264,pre-adjudication,50,0.2,ST|DS|IR,,,
2078265,pre-adjudication,124,0.496,ST|IR|DS,,,
2078266,pre-adjudication,102.5,0.41,ST|DS|IR,,,
2078267,pre-adjudication,257,1.28,ST|IR|DS,,,
2078268,pre-adjudication,1892,9.46,IR,,,
2078270,pre-adjudication,275,1.1,DS|ST|IR,,,
2078271,pre-adjudication,35,0.14,DS|IR|ST,,,
2078272,pre-adjudication,200,0.8,IR|ST|DS,,,
2078273,pre-adjudication,45,0.18,DS|IR|ST,,,
2078274,pre-adjudication,150,0.6,IR|ST|DS,,,
2078275,pre-adjudication,707.5,2.83,ST|IR|DS,,,
2078276,pre-adjudication,396.4,1.98,ST|DS|IR,,,
2078277,pre-adjudication,91.5,0.366,ST|DS|IR,,,
2078278,pre-adjudication,410,1.64,IR|ST|DS,,,
2078279,pre-adjudication,200,0.8,ST|IR|DS,,,
2078280,pre-adjudication,175,0.7,DS|ST|IR,,,
2078281,pre-adjudication,100,0.4,DS|ST|IR,,,
2078284,pre-adjudication,175,0.7,ST|DS|IR,,,
2078285,pre-adjudication,365,1.46,ST|DS|IR,,,
2078286,pre-adjudication,308,1.54,IR|DS|ST,,,
2078287,pre-adjudication,100,0.4,IR|DS|ST,,,
2078288,pre-adjudication,139,0.556,DS|IR|ST,,,
2078289,pre-adjudication,150,0.6,ST|IR|DS,,,
2078293,pre-adjudication,48,0.15,IR,,,
2078298,pre-adjudication,32,0.16,IR,,,
2078314,pre-adjudication,1,0.01,DS,,,
2078316,pre-adjudication,10,0.04,ST|DM|IR,,,
2078317,pre-adjudication,87.5,0.35,DS|IR|ST,,,
2078319,pre-adjudication,316,1.58,DS|ST|IR,,,
2078321,pre-adjudication,540,2.7,DM|ST|IR,,,
2078322,pre-adjudication,730,2.92,ST|IR|DS,,,
2078323,pre-adjudication,225,0.9,DM|IR|ST,,,
2078324,pre-adjudication,250,1,IR|ST|DS,,,
2078325,pre-adjudication,399.35,1.59,IR|ST|DS,,,
2078326,pre-adjudication,200,0.8,IR|DS|ST,,,
2078327,pre-adjudication,200,0.8,DS|ST|IR,,,
2078328,pre-adjudication,400,1.6,ST|IR|DS,,,
2078329,pre-adjudication,190,0.76,ST|IR|DS,,,
2078330,pre-adjudication,385,1.54,IR|DS|ST,,,
2078331,pre-adjudication,40,0.16,ST|DS|IR,,,
2078332,pre-adjudication,65,0.26,ST|DS|IR,,,
2078333,pre-adjudication,240,0.96,DS|IR|ST,,,
2078334,pre-adjudication,175,0.7,DS|ST|IR,,,
2078335,pre-adjudication,200,0.8,IR|ST|DS,,,
2078336,pre-adjudication,100,0.4,IR|DS|ST,,,
2078337,pre-adjudication,200,0.8,IR|ST|DS,,,
2078338,pre-adjudication,518.75,2.07,IR|ST|DS,,,
2078339,pre-adjudication,97.5,0.39,ST|IR|DS,,,
