WRDocID,Class,Qa_filled,Qi_filled,Purpose,,,
4753702,post-adjudication,270.4,1.08,IR|ST,,,
4753712,post-adjudication,222.15,1,IR|IR,,,
4753722,post-adjudication,101.25,0.42,ST|ST|IR|IR,,,
4753736,post-adjudication,253.5,1,IR|IR|ST|ST,,,
4753747,post-adjudication,50,0.2,IR|IR,,,
4753757,post-adjudication,575,2.5,ST|IR|ST|IR,,,
4753770,post-adjudication,77,0.4837,IR|ST|ST|IR,,,
4753782,post-adjudication,202.5,0.8,ST|ST|IR|IR,,,
4753793,post-adjudication,200,0.8,IR|IR,,,
4753804,post-adjudication,175,0.7,IR|IR,,,
4753815,post-adjudication,51.2,0.2,ST|ST|IR|IR,,,
4753828,post-adjudication,51.2,0.2,ST|IR|ST|IR,,,
4753841,post-adjudication,250,1,IR|ST|IR|ST,,,
4753852,post-adjudication,400,1.6,ST|ST|IR|IR,,,
4753863,post-adjudication,101,0.4,ST|ST|IR|IR,,,
4753875,post-adjudication,124.03,0.865,IR|IR,,,
4753888,post-adjudication,36.64,0.26,IFlow|IFlow,,,
4753902,post-adjudication,126,0.5,IR|ST|IR|ST,,,
4753915,post-adjudication,101,0.4,IR|ST|ST|IR,,,
4753927,post-adjudication,579,2.3,IR|IR|ST|ST,,,
4753939,post-adjudication,378,1.5,ST|IR|ST|IR,,,
4753952,post-adjudication,1,0.01,CI|HW,,,
4753962,post-adjudication,22.5,0.09,IR|ST|IR|ST,,,
4753973,post-adjudication,804,3.2,ST|ST|IR|IR,,,
4753985,post-adjudication,90,0.6,ST|IR|IR|ST,,,
4753997,post-adjudication,127.5,0.8,ST|IR|ST|IR,,,
4754010,post-adjudication,200,0.8,ST|IR|IR|ST,,,
4754021,post-adjudication,90,0.36,ST|IR|ST|IR,,,
4754033,post-adjudication,62.5,0.25,IR|ST|ST|IR,,,
4754045,post-adjudication,181.7,1.7,IR|ST|IR|ST|DS,,,
4754057,post-adjudication,48.43,0.18,IR|ST|IR|ST,,,
4754069,post-adjudication,90.52,0.4526,ST|ST|IR|IR,,,
4754083,post-adjudication,1200,4.8,ST|IR|ST|IR,,,
4754094,post-adjudication,6.5,0.026,IR|IR,,,
4754104,post-adjudication,304,1.2,ST|ST|IR|IR,,,
4754116,post-adjudication,30,0.2,IR|IR,,,
4754126,post-adjudication,50,0.2,IR|IR|ST|ST,,,
4754137,post-adjudication,30,0.12,IR|ST|ST|IR,,,
4754148,post-adjudication,360,1.4,IR|ST|IR|ST,,,
4754160,post-adjudication,386.5,1.6,IR|IR|ST|ST,,,
4754175,post-adjudication,80.25,0.3,IR|ST|ST|IR,,,
4754187,post-adjudication,463,1.82,IR|IR|ST|ST,,,
4754201,post-adjudication,226,0.9,IR|ST|IR|ST,,,
4754213,post-adjudication,255,1,IR|ST|IR|ST,,,
4754229,post-adjudication,30,0.28,IR|IR,,,
4754243,post-adjudication,130,0.5,IR|ST|IR|ST,,,
4754258,post-adjudication,13.3,0.055,IR|ST|IR|ST,,,
4754276,post-adjudication,151,0.6,ST|ST|IR|IR,,,
4754288,post-adjudication,100.25,0.4,IR|ST|IR|ST,,,
4754304,post-adjudication,917,17.52,ST|IR,,,
4754319,post-adjudication,85,0.34,IR|IR,,,
4754333,post-adjudication,NA,8,FS|FS,,,
4754345,post-adjudication,25.5,0.086,DS|IR|DS|IR,,,
4754357,post-adjudication,NA,0.85,EN|FS,,,
4754366,post-adjudication,510,3.37,ST|ST|IR,,,
4754379,post-adjudication,9,0.06,IR|IR,,,
4754391,post-adjudication,NA,9.95,FS,,,
4754400,post-adjudication,2.43,0.01,IR|IR,,,
4754413,post-adjudication,29.82,0.17,IR|IR,,,
4754426,post-adjudication,6.45,0.04,IR|IR,,,
4754438,post-adjudication,3.39,0.02,IR|IR,,,
4754450,post-adjudication,0.68,0.004,IR|IR,,,
4754463,post-adjudication,1.82,0.01,IR|IR,,,
4754476,post-adjudication,1.82,0.01,IR|IR,,,
4754489,post-adjudication,1.72,0.01,IR|IR,,,
4754501,post-adjudication,14.52,0.08,IR|IR,,,
4754516,post-adjudication,2.22,0.01,IR|IR,,,
4754529,post-adjudication,1.82,0.01,IR|IR,,,
4754542,post-adjudication,27.31,0.16,IR|IR,,,
4754555,post-adjudication,34.23,0.2,IR|IR,,,
4754567,post-adjudication,2,0.04,RE|DS,,,
4754578,post-adjudication,0.65,0.004,IR|IR,,,
4754591,post-adjudication,1.82,0.01,IR|IR,,,
4754604,post-adjudication,1.82,0.01,IR|IR,,,
4754617,post-adjudication,43.17,0.25,IR|IR,,,
4754629,post-adjudication,0.5,0.01,DS|IR|IR,,,
4754640,post-adjudication,1.14,0.01,IR|IR,,,
4754653,post-adjudication,4.3,0.03,IR|IR,,,
4754667,post-adjudication,4.3,0.03,IR|IR,,,
4754679,post-adjudication,1309.8,6.55,IR|ST,,,
4754692,post-adjudication,2.2,1.5,ST,,,
4754705,post-adjudication,8.6,0.05,ST|IR,,,
4754718,post-adjudication,10.32,0.06,ST|IR,,,
4754730,post-adjudication,8.6,0.05,ST|IR,,,
4754742,post-adjudication,8.6,0.05,IR,,,
4754755,post-adjudication,1.14,0.01,IR,,,
4754768,post-adjudication,1.14,0.01,IR,,,
4754781,post-adjudication,12.9,0.08,IR|ST,,,
4754793,post-adjudication,18.92,0.11,IR|IR,,,
4754806,post-adjudication,17.2,0.1,IR|IR,,,
4754818,post-adjudication,10.87,0.06,IR|IR,,,
4754846,post-adjudication,8.17,0.05,IR|IR,,,
4754858,post-adjudication,32.68,0.19,IR|IR,,,
4754870,post-adjudication,26.23,0.15,IR|IR,,,
4754882,post-adjudication,11.75,0.07,IR|IR,,,
4754894,post-adjudication,14.57,0.09,IR|IR,,,
4754906,post-adjudication,9.18,0.05,IR|IR,,,
4754918,post-adjudication,4.61,0.03,IR|IR,,,
4754931,post-adjudication,21.33,0.12,IR|IR,,,
4754944,post-adjudication,18.64,0.0932,IR|ST|ST|IR,,,
4754958,post-adjudication,18.64,0.0932,ST|IR|ST|IR,,,
4754969,post-adjudication,12,0.06,IR|IR,,,
4754981,post-adjudication,20,0.1,IR|ST|ST|IR,,,
4754992,post-adjudication,12,0.06,IR|ST,,,
4755001,post-adjudication,64,0.32,IR|IR,,,
4755012,post-adjudication,46,0.67,IR|ST|ST|IR,,,
4755024,post-adjudication,36,0.18,ST|ST|IR|IR,,,
4755038,post-adjudication,12.11,0.0605,IR|ST|IR|ST,,,
4755051,post-adjudication,50.8,0.294,IR,,,
4755060,post-adjudication,120,0.78,IR|IR,,,
4755071,post-adjudication,908,20,IR,,,
4755085,post-adjudication,89,0.44,IR|IR|HW|ST|ST|FR,,,
4755098,post-adjudication,10,1.1,DC|CI|HW|FR,,,
4755118,post-adjudication,44,0.24,HW|IR|ST|ST|IR|FR,,,
4755131,post-adjudication,39.2,0.196,IR|IFlow|MT,,,
4755141,post-adjudication,36,0.18,IR|ST|ST|IR,,,
4755153,post-adjudication,200,1,IR|ST|IR|ST,,,
4755164,post-adjudication,105,0.52,ST|HW|FR|ST|IR|IR,,,
4755181,post-adjudication,3.48,0.013,NA,,,
4755196,post-adjudication,50.36,0.2518,IR|ST,,,
4755210,post-adjudication,32,0.16,IR|ST|ST|IR,,,
4755223,post-adjudication,40,0.2,IR|IR|ST|ST,,,
4755236,post-adjudication,40,0.2,IR|ST|IR|ST,,,
4755249,post-adjudication,2,0.03,DS|ST|ST|DS,,,
4755260,post-adjudication,189,1.5,IR|IR,,,
4755271,post-adjudication,240,3.5,ST|IR|ST|IR,,,
4755283,post-adjudication,240,3.5,IR|IR|ST|ST,,,
4755294,post-adjudication,241,2,IR|IR,,,
4755304,post-adjudication,102.8,0.514,IR|IR,,,
4755314,post-adjudication,300,1.5,IR|ST,,,
4755325,post-adjudication,432,3.5,ST|ST|IR|IR,,,
4755337,post-adjudication,400,2,ST|IR|IR|ST,,,
4755354,post-adjudication,846.53,4,IR|ST|ST|IR,,,
4755370,post-adjudication,250,1,IR|ST|IR|ST,,,
4755382,post-adjudication,250,1,IR|IR|ST|ST,,,
4755394,post-adjudication,110.5,0.56,ST|IR|ST|IR,,,
4755406,post-adjudication,180,0.5,ST|ST|IR|IR,,,
4755417,post-adjudication,36.4,0.2,ST|IR,,,
4755426,post-adjudication,330,1.1,ST|ST|IR|IR,,,
4755437,post-adjudication,353,7.87,ST|IR,,,
4755452,post-adjudication,1,0.01,HW|CI,,,
4755462,post-adjudication,4,0.5,FR|PO|ST|ST|DS,,,
4755475,post-adjudication,0.17,0.004,ST|WL|ST,,,
4755488,post-adjudication,0.12,0.002,ST|WL|ST,,,
4755499,post-adjudication,4,0.02,ST|IR,,,
4755508,post-adjudication,235,2,IR|ST,,,
4755517,post-adjudication,1.5,0.0022,ST,,,
4755530,post-adjudication,3,0.2,ST|IR|IR|DS|DS|ST,,,
4755542,post-adjudication,6,0.04,IR|IR,,,
4755552,post-adjudication,0.5,0.01,DS|DS,,,
4755562,post-adjudication,132,1.08,IR,,,
4755573,post-adjudication,55,0.374,IR|CN|ST|ST|IR,,,
4755584,post-adjudication,60,0.56,CN|IR|IR,,,
4755594,post-adjudication,7,0.066,IR|ST|CN|ST|IR,,,
4755606,post-adjudication,40,0.2744,ST|IR|IR|ST|CN,,,
4755618,post-adjudication,75,0.7,IR|CN|IR,,,
4755629,post-adjudication,14.5,0.136,CN|IR|ST|IR|ST,,,
4755640,post-adjudication,112,1.046,ST|CN|IR|IR|ST,,,
4755652,post-adjudication,7,0.066,ST|IR|IR|CN|ST,,,
4755664,post-adjudication,50,0.25,ST|WL|ST,,,
4755675,post-adjudication,0.13,0.001,ST|ST|WL,,,
4755686,post-adjudication,42.45,0.19,IR|IR,,,
4755698,post-adjudication,340,1.36,ST|IR|IR|ST,,,
4755710,post-adjudication,200,2,IR|ST|IR|ST,,,
4755721,post-adjudication,172,0.75,IR|IR,,,
4755735,post-adjudication,267.3,0.75,IR|IR,,,
4755746,post-adjudication,18.88,0.097,IR,,,
4755757,post-adjudication,22.3,0.099,IR,,,
4755768,post-adjudication,169.8,0.86,IR|IR,,,
4755779,post-adjudication,665.11,3.2,IFlow|IR|MT|MT|ST|IFlow,,,
4755790,post-adjudication,1078.2,4.36,ST|ST|IR|IR,,,
4755803,post-adjudication,1270,4,IR|ST|ST|IR,,,
4755819,post-adjudication,62,0.42,IR|ST|ST|IR,,,
4755830,post-adjudication,618.42,4.49,IR|IR,,,
4755842,post-adjudication,160,0.64,IR|IR,,,
4755852,post-adjudication,10,0.065,DM|DM,,,
4755862,post-adjudication,699,11,IR|ST|IR|ST,,,
4755874,post-adjudication,70.5,1.15,IR|IR|ST|ST,,,
4755885,post-adjudication,37.6,0.62,ST|IR|IR|ST,,,
4755898,post-adjudication,68.6,1.12,ST|IR,,,
4755911,post-adjudication,153.2,1.83,IR|ST|ST|IR,,,
4755922,post-adjudication,778,3.42,ST|IR|ST|IR,,,
4755934,post-adjudication,523,2.3,ST|ST|IR|IR,,,
4755945,post-adjudication,67.7,1.1,IR|ST,,,
4755954,post-adjudication,214.5,1.12,IR|IR|ST|ST,,,
4755966,post-adjudication,2,0.02,ST|IR|ST|IR,,,
4755977,post-adjudication,140.25,1.65,IR|IR,,,
4755987,post-adjudication,381,4.02,IR|IR|ST|ST|CN,,,
4755999,post-adjudication,23.5,0.28,ST|IR|IR|ST,,,
4756010,post-adjudication,10.5,0.07,IR|IR,,,
4756020,post-adjudication,2,0.01,DM|DM|RE,,,
4756035,post-adjudication,7,0.04,DS|IR|IR,,,
4756046,post-adjudication,4,0.3,PO|ST|FR|DS|ST,,,
4756059,post-adjudication,40,0.2,IR|IR,,,
4756070,post-adjudication,520,2.6,IR|IR,,,
4756080,post-adjudication,360,1.8,IR|IR,,,
4756090,post-adjudication,220,3,ST|IR,,,
4756099,post-adjudication,NA,NA,FS,,,
4756110,post-adjudication,0.88,0.0111,CI,,,
4756119,post-adjudication,150,1,IR|ST|ST|IR,,,
4756133,post-adjudication,375.5,1.35,IR|ST|ST|IR,,,
4756144,post-adjudication,181,0.7,IR|ST|ST|IR,,,
4756158,post-adjudication,14.4,0.072,IR|ST,,,
4756167,post-adjudication,710,2.05,ST|IR|IR|ST,,,
4756179,post-adjudication,181.78,0.655,IR|ST,,,
4756190,post-adjudication,22.8,0.08,ST|IR|IR|ST,,,
4756201,post-adjudication,64,1,IR|IR,,,
4756211,post-adjudication,246.1,0.87,ST|IR|IR|ST,,,
4756222,post-adjudication,375.5,1.35,ST|IR|IR|ST,,,
4756233,post-adjudication,288,1.03,IR|ST|IR|ST,,,
4756244,post-adjudication,317.5,1.14,IR|ST|ST|IR,,,
4756255,post-adjudication,176.7,0.62,IR|IR,,,
4756266,post-adjudication,250.8,0.88,IR|IR,,,
4756277,post-adjudication,98.4,0.355,IR|ST|IR|ST,,,
4756288,post-adjudication,10,0.1,ST|ST,,,
4756309,post-adjudication,9,0.09,ST|DS|ST|DS,,,
4756330,post-adjudication,100,1,IR|IR,,,
4756340,post-adjudication,0.206,0.002,ST|WL|ST,,,
4756351,post-adjudication,492.8,2.32,IR|ST|ST|IR,,,
4756362,post-adjudication,431,2.03,IR|IR,,,
4756372,post-adjudication,215.6,1.015,ST|IR,,,
4756381,post-adjudication,388.08,1.827,IR|ST,,,
4756390,post-adjudication,431.2,2.03,IR|IR,,,
4756400,post-adjudication,250,1.6,IR|IR|WL,,,
4756411,post-adjudication,400,2.56,IR|WL|IR,,,
4756422,post-adjudication,69.9,0.29,IR|IR,,,
4756432,post-adjudication,10,0.05,IR|IR|ST|ST,,,
4756444,post-adjudication,9,0.04,IR|IR,,,
4756455,post-adjudication,131.5,0.607,IR|ST|ST|IR|CN,,,
4756466,post-adjudication,21.25,0.1,IR|IR|ST|ST,,,
4756479,post-adjudication,23.5,0.11,ST|IR|IR|ST,,,
4756490,post-adjudication,38.75,0.16,IR|IR|ST|ST,,,
4756502,post-adjudication,1,0.01,ST|ST,,,
4756514,post-adjudication,6.98,0.0366,ST|IR|ST|IR,,,
4756530,post-adjudication,6.85,0.036,ST|IR|IR|ST,,,
4756541,post-adjudication,6.02,0.04,IR,,,
4756553,post-adjudication,6.31,0.04,IR,,,
4756568,post-adjudication,24,0.12,IR|IR,,,
4756580,post-adjudication,96,0.44,IR|IR,,,
4756594,post-adjudication,4,0.02,IR|IR,,,
4756607,post-adjudication,20.5,0.1,IR|ST|IR|ST,,,
4756619,post-adjudication,148,0.8,IFlow|IFlow,,,
4756630,post-adjudication,298.4,1.49,IFlow|IFlow,,,
4756642,post-adjudication,16,0.08,IFlow|IFlow,,,
4756655,post-adjudication,220.4,1.18,IFlow|IFlow,,,
4756664,post-adjudication,68,0.34,IR|IR,,,
4756675,post-adjudication,2,0.01,IR,,,
4756684,post-adjudication,62.4,0.31,IR|IR|FP,,,
4756695,post-adjudication,28,0.14,IR|IR,,,
4756705,post-adjudication,40,0.2,IR|IR|ST|ST,,,
4756714,post-adjudication,140,0.7,IR|FP|IR,,,
4756725,post-adjudication,80,0.4,IR|IR|FP,,,
4756739,post-adjudication,341.6,1.7,IR,,,
4756753,post-adjudication,60,0.3,IFlow|IFlow,,,
4756768,post-adjudication,21.6,0.11,ST|ST|IR|IR,,,
4756779,post-adjudication,152,0.76,IFlow|IFlow,,,
4756790,post-adjudication,202,1,ST|ST|IR|IR,,,
4756802,post-adjudication,64.8,0.33,IR|IR|FP,,,
4756815,post-adjudication,361.2,1.8,IR|IR|FP,,,
4756826,post-adjudication,194,0.97,IFlow|IFlow,,,
4756839,post-adjudication,40,0.2,IFlow|IFlow,,,
4756850,post-adjudication,2,0.01,IR,,,
4756859,post-adjudication,60,0.3,ST|ST|IR|IR,,,
4756870,post-adjudication,60,0.3,IR|IR,,,
4756880,post-adjudication,128,0.64,IR,,,
4756889,post-adjudication,80,0.4,IR|IR,,,
4756899,post-adjudication,1228.72,3.47,IR|ST,,,
4756910,post-adjudication,4,0.02,IFlow|IFlow,,,
4756922,post-adjudication,5.88,0.0294,IFlow|IFlow,,,
4756932,post-adjudication,33,0.165,IFlow|IFlow,,,
4756942,post-adjudication,61.2,0.306,IR,,,
4756955,post-adjudication,58.8,0.294,IR|IR,,,
4756968,post-adjudication,7,0.04,ST|IR|ST|IR,,,
4756979,post-adjudication,20,0.1,IFlow|IFlow,,,
4756991,post-adjudication,20,0.1,IFlow|IFlow,,,
4757003,post-adjudication,25,0.16,IR|IR|ST|ST,,,
4757014,post-adjudication,84,0.42,IR|IR,,,
4757026,post-adjudication,158,0.79,IR|IR,,,
4757036,post-adjudication,4.8,0.03,IR|IR,,,
4757048,post-adjudication,46,0.3,ST|ST|IR|IR,,,
4757059,post-adjudication,73,0.49,IR|ST|ST|IR,,,
4757071,post-adjudication,74.25,0.25,ST|ST,,,
4757083,post-adjudication,12,0.08,IR|IR,,,
4757093,post-adjudication,178.72,1.1452,ST|IR,,,
4757104,post-adjudication,8,0.04,ST|ST|IR|IR,,,
4757117,post-adjudication,60,0.4,IR|IR,,,
4757129,post-adjudication,120,1,IR|IR,,,
4757142,post-adjudication,270,1.8,IR|IR,,,
4757154,post-adjudication,302,1.98,IR|ST|ST|IR,,,
4757166,post-adjudication,37,0.24,IR|ST|ST|IR,,,
4757177,post-adjudication,78.78,0.5048,ST|IR,,,
4757189,post-adjudication,62.8,0.38,ST|IR|ST|IR,,,
4757202,post-adjudication,470.1,2.6,ST|IR|ST|IR,,,
4757216,post-adjudication,58,0.35,IR|ST|ST|IR,,,
4757229,post-adjudication,10,0.06,ST|IR|ST|IR,,,
4757240,post-adjudication,320,1.6,IR|IR|ST|ST,,,
4757251,post-adjudication,62,0.4,IR|IR|ST|ST,,,
4757264,post-adjudication,84,0.56,IR|IR,,,
4757275,post-adjudication,58,0.39,IR|ST|IR|ST,,,
4757288,post-adjudication,61.6,0.31,IR|IR,,,
4757299,post-adjudication,158,0.79,IR|IR,,,
4757309,post-adjudication,81,0.54,IR|IR,,,
4757321,post-adjudication,445,2.9,ST|IR|IR|ST,,,
4757333,post-adjudication,82,0.5,IR|IR|ST|ST,,,
4757344,post-adjudication,360,1.74,IR|ST|IR|ST,,,
4757355,post-adjudication,36,0.22,IR|IR,,,
4757365,post-adjudication,480,2.24,IR|IR,,,
4757375,post-adjudication,1,0.02,DS|DS,,,
4757385,post-adjudication,67.5,0.3,ST|IR|IR,,,
4757395,post-adjudication,267.939,0.825,IR|IR,,,
4757407,post-adjudication,30,0.12,IR|IR,,,
4757417,post-adjudication,3.28,0.12,IR,,,
4757426,post-adjudication,925,2.14,IR|IR,,,
4757439,post-adjudication,155,0.36,IR|IR,,,
4757453,post-adjudication,468,2.2,ST|IR,,,
4757462,post-adjudication,236.5,1.3,IR|ST,,,
4757471,post-adjudication,1,0.01,IR|IR,,,
4757483,post-adjudication,2,0.2,DS|IR|IR|DS,,,
4757495,post-adjudication,90,0.3,IR|IR,,,
4757507,post-adjudication,392,1.39,IR|IR|ST|ST,,,
4757518,post-adjudication,130,0.52,IR|IR,,,
4757528,post-adjudication,491.94,2.4597,ST|ST,,,
4757937,post-adjudication,6.31,0.04,IR,,,
4757949,post-adjudication,6.2,0.04,IR,,,
4757961,post-adjudication,5.16,0.03,IR,,,
4757973,post-adjudication,6.88,0.04,IR,,,
4757985,post-adjudication,6.33,0.04,IR,,,
4757997,post-adjudication,6.36,0.04,IR,,,
4758009,post-adjudication,15.48,0.09,IR,,,
4758021,post-adjudication,2,0.2,DM|DM|RE,,,
4758034,post-adjudication,150,2,IR|IR|CN,,,
4758046,post-adjudication,9,0.12,IR|IR,,,
4758056,post-adjudication,164,1.79,IR|IR,,,
4758067,post-adjudication,65.6,0.167,IR,,,
4758076,post-adjudication,148.5,1.5,IR,,,
4758085,post-adjudication,148.5,1.5,ST|IR,,,
4758094,post-adjudication,598.1,2,IR|ST,,,
4758106,post-adjudication,100,0.28,IFlow|IFlow,,,
4758116,post-adjudication,1,0.01,DS|DS,,,
4758127,post-adjudication,NA,0.1,MI,,,
4758139,post-adjudication,65.6,0.167,IR,,,
4758148,post-adjudication,37.5,0.375,IR|IR,,,
4758158,post-adjudication,103.5,1.38,IR,,,
4758167,post-adjudication,1.7,0.03,DC|HW,,,
4758178,post-adjudication,375,1.06,IFlow|IFlow,,,
4758188,post-adjudication,1,0.01,HW|CI,,,
4758198,post-adjudication,1,0.01,HW|CI,,,
4758208,post-adjudication,3.617,0.072,ST|ST,,,
4758220,post-adjudication,178.2,1.28,IR|IR,,,
4758230,post-adjudication,NA,28.8,IFlow|IFlow,,,
4758244,post-adjudication,1316.55,11.03,IFlow|IFlow,,,
4758257,post-adjudication,0.54,0.011,ST|ST,,,
4758269,post-adjudication,0.558,0.0113,ST|ST,,,
4758281,post-adjudication,21.985,0.1197,ST|IR|IR|ST,,,
4758293,post-adjudication,163.45,1.37,ST|IR|ST|IR,,,
4758304,post-adjudication,153,1.53,IR|ST|IR|ST,,,
4758323,post-adjudication,6,0.02,IR,,,
4758335,post-adjudication,59.5,0.67,IR|IR,,,
4758346,post-adjudication,9630,80,ST|ST|CN|IR|IR|ST,,,
4758365,post-adjudication,6.4,0.08,HW|DC,,,
4758376,post-adjudication,195,1.3,IR|IR|ST|ST,,,
4758388,post-adjudication,75,0.3,IR|IR,,,
4758398,post-adjudication,30.807,0.069,IFlow|IR,,,
4758409,post-adjudication,13.77,0.031,IR|ST|IFlow,,,
4758420,post-adjudication,8.1,0.018,IR|ST|IFlow,,,
4758436,post-adjudication,20.69,0.08,IR,,,
4758451,post-adjudication,11.27,0.04,IR,,,
4758465,post-adjudication,8.11,0.03,IR,,,
4758479,post-adjudication,13.93,0.05,IR,,,
4758496,post-adjudication,0.513,0.003,IFlow,,,
4758506,post-adjudication,89.587,0.459,ST|IR,,,
4758521,post-adjudication,5.4,0.012,IR|IFlow|ST,,,
4758532,post-adjudication,4.55,0.014,IR|ST|ST|IR,,,
4758544,post-adjudication,184.302,0.409,IFlow,,,
4758557,post-adjudication,35.1,0.078,IFlow,,,
4758569,post-adjudication,66.096,0.147,IFlow,,,
4758581,post-adjudication,27,0.06,IFlow,,,
4758593,post-adjudication,203.148,0.45,IFlow,,,
4758605,post-adjudication,76.734,0.171,IFlow,,,
4758617,post-adjudication,66,0.44,IR|IR,,,
4758627,post-adjudication,145,0.44,IFlow|IR|ST,,,
4758643,post-adjudication,110,0.4,ST|IR|IR|ST,,,
4758655,post-adjudication,89.1,0.198,IFlow,,,
4758670,post-adjudication,287,0.88,IR|ST|ST|IR,,,
4758683,post-adjudication,98.5,0.3,ST|IR|IR|ST,,,
4758695,post-adjudication,21.6,0.048,ST|IR|IFlow,,,
4758707,post-adjudication,81.19,0.35,MT|IFlow,,,
4758720,post-adjudication,90.18,0.38,IFlow|MT,,,
4758731,post-adjudication,5.14,0.02,MT|IFlow,,,
4758741,post-adjudication,24.2,0.156,IFlow|MT,,,
4758755,post-adjudication,3.38,0.022,MT|IFlow,,,
4758769,post-adjudication,2.84,0.018,MT|IFlow,,,
4758784,post-adjudication,48,0.24,IR,,,
4758797,post-adjudication,78,0.24,ST|ST|IR|IR,,,
4758809,post-adjudication,60.031,0.478,IFlow|IFlow,,,
4758821,post-adjudication,73.45,0.226,ST|IR|IR|ST,,,
4758834,post-adjudication,5.4,0.012,IFlow,,,
4758846,post-adjudication,66.042,0.147,IFlow,,,
4758858,post-adjudication,11.475,0.025,IFlow,,,
4758870,post-adjudication,329.88,0.192,IR|ST|IR|ST,,,
4758883,post-adjudication,379.75,2.21,IR,,,
4758930,post-adjudication,297.5,1,ST|IR|ST|IR,,,
4758948,post-adjudication,2,0.02,ST|ST,,,
4758958,post-adjudication,16.49,0.07,IFlow|MT,,,
4758968,post-adjudication,5.14,0.02,IFlow|MT,,,
4758978,post-adjudication,43.81,0.19,IFlow|MT,,,
4758990,post-adjudication,55.188,0.123,IFlow|IR,,,
4759003,post-adjudication,22.572,0.05,IFlow|IR,,,
4759016,post-adjudication,5.4,0.012,IR|IFlow,,,
4759029,post-adjudication,24,0.16,IR|IR,,,
4759039,post-adjudication,13.8,0.09,IR|IR,,,
4759049,post-adjudication,21.6,0.048,IFlow|IR|ST,,,
4759061,post-adjudication,2.7,0.006,IFlow|IR,,,
4759071,post-adjudication,304,1.5,IR|IR,,,
4759082,post-adjudication,755.3,2.324,IR|IR|ST|ST,,,
4759096,post-adjudication,17.875,0.055,IR|IR,,,
4759109,post-adjudication,0.4,0.02,HW|DC,,,
4759120,post-adjudication,303.25,0.93,ST|IR|ST|IR,,,
4759142,post-adjudication,115,0.63,IR|ST,,,
4759158,post-adjudication,92,0.47,ST|IR,,,
4759177,post-adjudication,68.715,0.153,IFlow,,,
4759190,post-adjudication,16.25,0.05,IR|IR,,,
4759207,post-adjudication,52,0.16,IR|IR|ST|ST,,,
4759224,post-adjudication,180.75,0.55,IR|ST|IR|ST,,,
4759242,post-adjudication,247.375,0.755,ST|IR|ST|IR,,,
4759257,post-adjudication,72.389,0.161,IFlow,,,
4759274,post-adjudication,14.85,0.033,IFlow|IR|ST,,,
4759291,post-adjudication,43.2,0.096,ST|IFlow|IR,,,
4759306,post-adjudication,44.75,0.17,IR|ST|IR|ST,,,
4759333,post-adjudication,44.8,0.405,IFlow|IR,,,
4759351,post-adjudication,23,0.192,IR|IFlow,,,
4759363,post-adjudication,30,0.262,IFlow|IR,,,
4759376,post-adjudication,153,1.341,IFlow|IR,,,
4759388,post-adjudication,1294.259,2.98,ST|CN|ST|ST|ST|IR|IR,,,
4759404,post-adjudication,99.99,0.285,ST|IR|ST|ST|ST|IR,,,
4759417,post-adjudication,2470.512,6.733,IR|ST|IR|ST|IR|IR|ST|CN|CN|IR|ST|ST|ST|CN|ST,,,
4759439,post-adjudication,1,0.05,DS,,,
4759449,post-adjudication,3,0.03,DM|RE|DM,,,
4759463,post-adjudication,4,0.02,ST|FR|ST|DS,,,
4759475,post-adjudication,208,1.5,IR|ST|IR|ST,,,
4759486,post-adjudication,2,2,DS|DS|FS|FS,,,
4759503,post-adjudication,5.2,0.043,CN|IR|IR,,,
4759513,post-adjudication,8.6,0.082,CN|IR|IR,,,
4759523,post-adjudication,106290,347,IR,,,
4759536,post-adjudication,7,0.07,IR,,,
4759547,post-adjudication,1265,NA,SR,,,
4759562,post-adjudication,15.1,0.04,HW|DC,,,
4759573,post-adjudication,1.9,0.3,FR,,,
4759583,post-adjudication,NA,NA,FR,,,
4759593,post-adjudication,5300,NA,SR,,,
4759606,post-adjudication,2,NA,SR,,,
4759619,post-adjudication,216850,NA,SR,,,
4759633,post-adjudication,1,0.01,DS|DS,,,
4759643,post-adjudication,1,0.01,DS|DS,,,
4759653,post-adjudication,0.13,0.002,ST|ST|WL,,,
4759664,post-adjudication,16800,NA,SR,,,
4759684,post-adjudication,2,0.04,DM|DM,,,
4759694,post-adjudication,5414,15,ST,,,
4759703,post-adjudication,73.71,0.364,IR|IR,,,
4759713,post-adjudication,56.7,0.28,IR|IR,,,
4759723,post-adjudication,156.6,0.73,IR|IR,,,
4759733,post-adjudication,525,15,WL,,,
4759742,post-adjudication,240,1.12,IR|IR,,,
4759752,post-adjudication,150,0.49,IR|IR,,,
4759764,post-adjudication,180,1,IR|IR,,,
4759776,post-adjudication,311.85,1.54,IR|IR,,,
4759786,post-adjudication,360,1.68,IR|IR,,,
4759796,post-adjudication,114,0.47,IR|IR,,,
4759806,post-adjudication,150,0.7,IR|IR,,,
4759816,post-adjudication,480,2.24,IR|IR,,,
4759826,post-adjudication,240,0.67,IR|IR,,,
4759836,post-adjudication,123,0.56,IR|IR,,,
4759848,post-adjudication,125981,723.55,IR|IR|DM,,,
4759864,post-adjudication,22183,101.89,IR,,,
4759923,post-adjudication,15,0.08,WL|IR|IR,,,
4759934,post-adjudication,100,1.2,WL|IR|IR,,,
